RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,35,40098,Matt Fitzpatrick,70.37%,19,27
2,0,57362,Austin Eckroat,66.67%,14,21
2,0,36689,Brooks Koepka,66.67%,18,27
4,0,46046,Scottie Scheffler,65.22%,15,23
5,0,29725,Tony Finau,63.33%,19,30
6,51,33204,Shane Lowry,61.29%,19,31
7,0,51766,Wyndham Clark,59.09%,13,22
8,0,37378,Min Woo Lee,57.89%,11,19
9,0,12716,Charley Hoffman,57.14%,16,28
10,0,21209,Sergio Garcia,56.67%,17,30
10,0,35506,Mackenzie Hughes,56.67%,17,30
12,0,30925,Dustin Johnson,56.52%,13,23
13,-7,30911,Tommy Fleetwood,56.00%,14,25
14,0,37250,Romain Langasque,55.56%,15,27
15,13,34363,Tyrrell Hatton,55.17%,16,29
15,0,37455,Si Woo Kim,55.17%,16,29
17,0,29420,Billy Horschel,54.84%,17,31
18,0,47993,Denny McCarthy,54.17%,13,24
19,0,34099,Harris English,53.85%,14,26
19,0,46717,Viktor Hovland,53.85%,14,26
21,0,35450,Patrick Cantlay,53.33%,16,30
22,0,34098,Russell Henley,52.38%,11,21
23,0,48822,Sebastián Muñoz,52.17%,12,23
24,-7,47591,Eric Cole,51.72%,15,29
25,-10,33399,Adam Hadwin,51.61%,16,31
25,0,61193,David Puig,51.61%,16,31
27,0,47959,Bryson DeChambeau,50.00%,11,22
27,0,32839,Hideki Matsuyama,50.00%,12,24
27,0,45486,Joaquin Niemann,50.00%,12,24
27,0,46970,Jon Rahm,50.00%,11,22
27,0,50493,Justin Suh,50.00%,14,28
27,47,54783,Dylan Wu,50.00%,12,24
33,-6,59652,Sam Bennett,48.48%,16,33
34,0,55893,Sam Stevens,48.28%,14,29
34,6,51634,Sahith Theegala,48.28%,14,29
36,0,34256,Andrew Putnam,48.15%,13,27
37,0,20766,Padraig Harrington,48.00%,12,25
38,9,57366,Cameron Young,47.83%,11,23
39,0,34360,Patrick Reed,46.67%,14,30
40,-30,28237,Rory McIlroy,46.15%,6,13
41,15,59018,Ryan Gerard,45.95%,17,37
42,0,29936,Ryan Fox,45.83%,11,24
42,0,35891,Cameron Smith,45.83%,11,24
44,0,47988,Nick Hardy,45.45%,10,22
45,0,50525,Collin Morikawa,45.00%,9,20
46,0,28521,Ryutaro Nagano,44.83%,13,29
47,0,46464,Jordan Smith,44.00%,11,25
47,0,31323,Gary Woodland,44.00%,11,25
49,0,58669,Jacob Solomon,43.75%,14,32
50,0,30852,Ryo Ishikawa,42.86%,12,28
50,0,48081,Xander Schauffele,42.86%,9,21
52,0,47504,Sam Burns,41.94%,13,31
52,0,48632,Yuto Katsuragawa,41.94%,13,31
54,0,36699,Patrick Rodgers,41.38%,12,29
55,0,39546,Keith Mitchell,40.00%,8,20
55,0,57860,Maxwell Moldovan,40.00%,14,35
57,0,60006,Ben Carr,38.46%,10,26
58,0,63343,Aldrich Potgieter,37.93%,11,29
58,0,64442,Gordon Sargent,37.93%,11,29
60,0,32102,Rickie Fowler,36.36%,8,22
61,0,55182,Tom Kim,35.00%,7,20
62,0,45526,Abraham Ancer,34.78%,8,23
63,0,27644,Brian Harman,33.33%,8,24
63,0,27214,Kevin Streelman,33.33%,8,24
65,0,40115,Adam Svensson,30.00%,9,30
