RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,25198,Francesco Molinari,26.25,105,4,25
2,0,35450,Patrick Cantlay,26.50,106,4,24
2,33,32102,Rickie Fowler,26.50,106,4,24
4,0,28938,Justin Harding,27.00,108,4,25
5,0,28089,Jason Day,28.00,112,4,26
5,16,29725,Tony Finau,28.00,112,4,26
5,0,29221,Webb Simpson,28.00,112,4,25
5,19,25632,Jimmy Walker,28.00,112,4,26
9,0,47959,Bryson DeChambeau,28.25,113,4,25
9,0,40098,Matt Fitzpatrick,28.25,113,4,25
9,0,30925,Dustin Johnson,28.25,113,4,24
9,-5,37455,Si Woo Kim,28.25,113,4,25
9,0,32757,Patton Kizzire,28.25,113,4,25
9,0,35891,Cameron Smith,28.25,113,4,24
15,0,29478,Kevin Kisner,28.50,114,4,25
15,0,33410,Andrew Landry,28.50,114,4,27
15,0,01810,Phil Mickelson,28.50,114,4,26
18,0,29420,Billy Horschel,28.75,115,4,27
18,0,26851,Marc Leishman,28.75,115,4,24
18,0,32839,Hideki Matsuyama,28.75,115,4,28
18,0,39546,Keith Mitchell,28.75,115,4,27
18,0,48081,Xander Schauffele,28.75,115,4,28
18,0,49964,Aaron Wise,28.75,115,4,26
24,0,30978,Kiradech Aphibarnrat,29.00,116,4,27
24,0,24024,Zach Johnson,29.00,116,4,25
24,33,23108,Matt Kuchar,29.00,116,4,27
24,0,25396,Kevin Na,29.00,116,4,26
24,0,26329,Louis Oosthuizen,29.00,116,4,26
24,0,34709,Eddie Pepperell,29.00,116,4,26
24,0,34360,Patrick Reed,29.00,116,4,26
24,-14,34046,Jordan Spieth,29.00,116,4,28
24,23,30110,Kyle Stanley,29.00,116,4,25
24,0,21528,Henrik Stenson,29.00,116,4,29
24,0,32333,Kevin Tway,29.00,116,4,26
35,0,26499,Rafa Cabrera Bello,29.25,117,4,25
35,-25,12716,Charley Hoffman,29.25,117,4,28
35,0,28237,Rory McIlroy,29.25,117,4,26
38,0,33141,Keegan Bradley,29.50,118,4,24
38,0,36689,Brooks Koepka,29.50,118,4,29
38,0,01666,Bernhard Langer,29.50,118,4,26
38,0,27349,Alex Noren,29.50,118,4,29
42,0,55888,Devon Bling,29.75,119,4,28
42,0,39262,Alvaro Ortiz,29.75,119,4,29
44,0,24502,Adam Scott,30.00,120,4,28
44,0,33448,Justin Thomas,30.00,120,4,26
44,0,25804,Bubba Watson,30.00,120,4,28
44,0,31323,Gary Woodland,30.00,120,4,28
44,0,08793,Tiger Woods,30.00,120,4,28
49,0,33803,Lucas Bjerregaard,30.25,121,4,29
49,0,47917,Takumi Kanaya,30.25,121,4,28
51,15,35296,Haotong Li,30.50,122,4,26
51,0,33968,Thorbjørn Olesen,30.50,122,4,26
51,0,46970,Jon Rahm,30.50,122,4,29
54,0,29974,Branden Grace,30.75,123,4,30
54,0,34363,Tyrrell Hatton,30.75,123,4,29
54,0,46717,Viktor Hovland,30.75,123,4,26
54,0,24138,Ian Poulter,30.75,123,4,27
58,0,30911,Tommy Fleetwood,31.00,124,4,29
58,0,27141,J.B. Holmes,31.00,124,4,28
58,0,21961,Charles Howell III,31.00,124,4,27
58,12,27408,Martin Kaymer,31.00,124,4,30
58,0,32816,Satoshi Kodaira,31.00,124,4,29
63,-33,39997,Corey Conners,31.25,125,4,30
64,0,22378,Trevor Immelman,31.75,127,4,28
65,0,31646,Emiliano Grillo,32.75,131,4,31
