RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,33204,Shane Lowry,73.08,19,26
2,0,26851,Marc Leishman,69.57,16,23
2,0,46046,Scottie Scheffler,69.57,16,23
4,0,46402,Talor Gooch,68.97,20,29
5,0,32139,Danny Willett,68.75,22,32
6,0,35450,Patrick Cantlay,66.67,18,27
7,0,40098,Matt Fitzpatrick,65.38,17,26
8,23,39997,Corey Conners,64.00,16,25
9,22,52215,Robert MacIntyre,63.89,23,36
10,0,52372,Cameron Champ,63.64,14,22
10,0,28237,Rory McIlroy,63.64,14,22
12,0,30911,Tommy Fleetwood,62.50,15,24
12,0,32839,Hideki Matsuyama,62.50,20,32
12,0,28252,Seamus Power,62.50,20,32
15,42,39324,J.J. Spaun,61.54,16,26
16,0,30944,Jason Kokrak,60.00,18,30
17,0,49960,Sepp Straka,58.62,17,29
18,0,26331,Charl Schwartzel,58.33,14,24
19,0,45522,Christiaan Bezuidenhout,58.06,18,31
20,0,30925,Dustin Johnson,57.69,15,26
21,0,39971,Sungjae Im,57.14,16,28
21,0,29221,Webb Simpson,57.14,20,35
23,0,45486,Joaquin Niemann,56.25,18,32
23,0,33448,Justin Thomas,56.25,18,32
25,6,37455,Si Woo Kim,55.56,20,36
26,0,34360,Patrick Reed,54.84,17,31
26,0,47483,Will Zalatoris,54.84,17,31
28,0,21209,Sergio Garcia,54.55,12,22
29,43,34264,Hudson Swafford,53.85,14,26
30,0,20396,Lee Westwood,53.33,16,30
31,0,33597,Harry Higgs,52.00,13,25
31,0,50525,Collin Morikawa,52.00,13,25
31,0,35891,Cameron Smith,52.00,13,25
34,0,35532,Tom Hoge,51.61,16,31
34,0,46970,Jon Rahm,51.61,16,31
34,0,24502,Adam Scott,51.61,16,31
37,0,46717,Viktor Hovland,51.52,17,33
38,-7,25900,Lucas Glover,50.00,13,26
39,0,08793,Tiger Woods,48.48,16,33
40,0,45157,Cam Davis,48.39,15,31
41,0,40026,Daniel Berger,45.71,16,35
42,0,37378,Min Woo Lee,45.16,14,31
43,-42,29725,Tony Finau,44.44,12,27
43,0,35506,Mackenzie Hughes,44.44,16,36
43,0,25804,Bubba Watson,44.44,12,27
46,0,34098,Russell Henley,44.00,11,25
47,0,34363,Tyrrell Hatton,43.33,13,30
48,0,37189,Harold Varner III,41.94,13,31
49,0,39977,Max Homa,39.39,13,33
50,0,25396,Kevin Na,38.10,8,21
51,0,29478,Kevin Kisner,31.25,10,32
52,0,29420,Billy Horschel,28.00,7,25
