RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,25396,Kevin Na,70.83,51,72,-0.22
2,0,52372,Cameron Champ,69.44,50,72,-0.16
2,0,21209,Sergio Garcia,69.44,50,72,-0.20
2,0,28237,Rory McIlroy,69.44,50,72,-0.26
5,0,26851,Marc Leishman,68.06,49,72,E
5,0,46046,Scottie Scheffler,68.06,49,72,-0.33
7,0,30911,Tommy Fleetwood,66.67,48,72,-0.21
7,0,26331,Charl Schwartzel,66.67,48,72,-0.21
9,7,39997,Corey Conners,65.28,47,72,-0.23
9,0,34098,Russell Henley,65.28,47,72,-0.26
9,0,33597,Harry Higgs,65.28,47,72,-0.23
9,0,29420,Billy Horschel,65.28,47,72,-0.23
9,0,50525,Collin Morikawa,65.28,47,72,-0.28
9,0,35891,Cameron Smith,65.28,47,72,-0.43
15,0,40098,Matt Fitzpatrick,63.89,46,72,-0.20
15,41,25900,Lucas Glover,63.89,46,72,-0.22
15,0,30925,Dustin Johnson,63.89,46,72,-0.24
15,0,33204,Shane Lowry,63.89,46,72,-0.30
15,1,39324,J.J. Spaun,63.89,46,72,-0.17
15,-6,34264,Hudson Swafford,63.89,46,72,-0.22
21,0,35450,Patrick Cantlay,62.50,45,72,-0.04
21,-17,29725,Tony Finau,62.50,45,72,-0.24
21,0,25804,Bubba Watson,62.50,45,72,-0.29
24,0,39971,Sungjae Im,61.11,44,72,-0.30
25,0,46402,Talor Gooch,59.72,43,72,-0.21
25,0,49960,Sepp Straka,59.72,43,72,-0.23
27,0,34363,Tyrrell Hatton,58.33,42,72,-0.14
27,0,30944,Jason Kokrak,58.33,42,72,-0.24
27,0,20396,Lee Westwood,58.33,42,72,-0.29
30,0,45522,Christiaan Bezuidenhout,56.94,41,72,-0.12
30,0,45157,Cam Davis,56.94,41,72,-0.12
30,0,35532,Tom Hoge,56.94,41,72,-0.20
30,0,37378,Min Woo Lee,56.94,41,72,-0.37
30,0,46970,Jon Rahm,56.94,41,72,-0.29
30,0,34360,Patrick Reed,56.94,41,72,-0.22
30,0,24502,Adam Scott,56.94,41,72,-0.12
30,0,37189,Harold Varner III,56.94,41,72,-0.34
30,0,47483,Will Zalatoris,56.94,41,72,-0.41
39,0,29478,Kevin Kisner,55.56,40,72,-0.35
39,0,32839,Hideki Matsuyama,55.56,40,72,-0.25
39,0,45486,Joaquin Niemann,55.56,40,72,-0.25
39,0,28252,Seamus Power,55.56,40,72,-0.18
39,0,33448,Justin Thomas,55.56,40,72,-0.35
39,0,32139,Danny Willett,55.56,40,72,-0.23
45,0,39977,Max Homa,54.17,39,72,-0.21
45,0,46717,Viktor Hovland,54.17,39,72,-0.38
45,0,08793,Tiger Woods,54.17,39,72,-0.15
48,0,40026,Daniel Berger,51.39,37,72,-0.27
48,0,29221,Webb Simpson,51.39,37,72,-0.24
50,0,35506,Mackenzie Hughes,50.00,36,72,-0.19
50,-16,37455,Si Woo Kim,50.00,36,72,-0.28
50,-16,52215,Robert MacIntyre,50.00,36,72,-0.33
