RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,28237,Rory McIlroy,318.5,2548,8
2,0,52372,Cameron Champ,316.0,2528,8
3,0,30911,Tommy Fleetwood,309.6,2477,8
4,0,47483,Will Zalatoris,307.4,2459,8
5,0,45486,Joaquin Niemann,307.1,2457,8
6,0,21209,Sergio Garcia,305.1,2441,8
7,0,26851,Marc Leishman,304.4,2435,8
8,0,33448,Justin Thomas,303.4,2427,8
9,0,40098,Matt Fitzpatrick,303.0,2424,8
10,0,37378,Min Woo Lee,302.4,2419,8
11,0,24502,Adam Scott,302.0,2416,8
12,0,34363,Tyrrell Hatton,301.9,2415,8
13,0,46970,Jon Rahm,300.1,2401,8
14,0,32839,Hideki Matsuyama,299.5,2396,8
15,0,30944,Jason Kokrak,299.3,2394,8
16,0,46046,Scottie Scheffler,298.9,2391,8
17,21,29725,Tony Finau,298.8,2390,8
18,0,37189,Harold Varner III,296.3,2370,8
19,0,46717,Viktor Hovland,295.5,2364,8
20,0,25804,Bubba Watson,294.4,2355,8
21,0,35891,Cameron Smith,294.3,2354,8
22,-2,52215,Robert MacIntyre,293.9,2351,8
23,0,49960,Sepp Straka,292.6,2341,8
24,0,45157,Cam Davis,292.1,2337,8
25,9,39997,Corey Conners,291.8,2334,8
25,-14,34264,Hudson Swafford,291.8,2334,8
27,0,30925,Dustin Johnson,291.3,2330,8
28,0,33204,Shane Lowry,291.1,2329,8
29,0,39971,Sungjae Im,289.5,2316,8
30,0,28252,Seamus Power,289.1,2313,8
31,0,35450,Patrick Cantlay,289.0,2312,8
32,0,35532,Tom Hoge,288.8,2310,8
33,0,32139,Danny Willett,288.5,2308,8
34,0,46402,Talor Gooch,288.3,2306,8
34,0,34098,Russell Henley,288.3,2306,8
36,0,50525,Collin Morikawa,287.3,2298,8
37,9,39324,J.J. Spaun,287.1,2297,8
38,-30,37455,Si Woo Kim,286.3,2290,8
39,0,39977,Max Homa,285.8,2286,8
39,0,35506,Mackenzie Hughes,285.8,2286,8
41,0,08793,Tiger Woods,285.0,2280,8
42,8,25900,Lucas Glover,284.6,2277,8
43,0,34360,Patrick Reed,283.5,2268,8
44,0,40026,Daniel Berger,282.0,2256,8
45,0,20396,Lee Westwood,281.8,2254,8
46,0,33597,Harry Higgs,280.9,2247,8
47,0,29420,Billy Horschel,280.4,2243,8
48,0,26331,Charl Schwartzel,279.4,2235,8
49,0,29221,Webb Simpson,279.0,2232,8
50,0,29478,Kevin Kisner,277.6,2221,8
51,0,45522,Christiaan Bezuidenhout,276.3,2210,8
52,0,25396,Kevin Na,272.3,2178,8
