RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,51894,Vince Whaley,1.928,7.712,4
2,0,50188,S.H. Kim,1.658,6.634,4
3,0,33408,Tyson Alexander,1.637,6.547,4
4,0,35506,Mackenzie Hughes,1.554,6.217,4
5,0,46435,Austin Cook,1.500,6.001,4
6,0,32640,Troy Merritt,1.475,5.899,4
7,0,32333,Kevin Tway,1.419,5.675,4
8,0,24024,Zach Johnson,1.409,5.637,4
9,0,47888,Taiga Semikawa,1.044,4.175,4
10,0,29289,S.Y. Noh,1.024,4.097,4
11,0,51287,Ryo Hisatsune,0.993,3.972,4
12,0,36884,Ben Kohles,0.975,3.901,4
13,0,27129,Luke List,0.956,3.824,4
14,0,46113,Ryan McCormick,0.939,3.757,4
15,0,40250,Taylor Pendrith,0.929,3.717,4
16,0,32070,Rafael Campos,0.903,3.612,4
17,0,54783,Dylan Wu,0.818,3.272,4
18,0,27139,David Skinns,0.805,3.219,4
19,0,33948,Byeong Hun An,0.789,3.158,4
20,0,35461,Beau Hossler,0.753,3.011,4
21,0,27936,Martin Laird,0.726,2.903,4
22,0,27349,Alex Noren,0.710,2.839,4
23,0,47995,Davis Riley,0.637,2.549,4
24,0,32757,Patton Kizzire,0.614,2.457,4
25,0,54591,Ben Griffin,0.566,2.265,4
26,0,32366,Kevin Chappell,0.565,2.260,4
27,0,40162,Justin Lower,0.550,2.200,4
28,0,33413,Ben Martin,0.539,2.158,4
29,0,59095,Chris Gotterup,0.507,2.027,4
30,0,51997,Andrew Novak,0.464,1.858,4
31,0,32791,K.H. Lee,0.427,1.709,4
32,0,36801,Mark Hubbard,0.410,1.640,4
33,0,59866,Nick Dunlap,0.399,1.598,4
34,0,47079,Harrison Endycott,0.397,1.589,4
35,0,28089,Jason Day,0.365,1.460,4
36,0,50497,Adrien Dumont de Chassart,0.361,1.443,4
37,0,47420,Jake Knapp,0.335,1.339,4
37,0,37378,Min Woo Lee,0.335,1.341,4
39,0,55182,Tom Kim,0.329,1.315,4
40,0,27974,Sung Kang,0.290,1.161,4
41,0,46414,Aaron Rai,0.277,1.109,4
42,0,27649,Brandt Snedeker,0.248,0.993,4
43,0,40026,Daniel Berger,0.106,0.423,4
44,0,22371,Aaron Baddeley,0.090,0.360,4
45,0,51349,Nico Echavarria,0.006,0.023,4
46,0,47663,Kevin Dougherty,-0.020,-0.081,4
47,0,46442,Maverick McNealy,-0.024,-0.094,4
48,0,47347,Adam Schenk,-0.062,-0.246,4
49,0,55893,Sam Stevens,-0.123,-0.491,4
50,0,52513,Carson Young,-0.169,-0.677,4
51,0,46340,Alex Smalley,-0.223,-0.890,4
52,0,36799,Stephan Jaeger,-0.225,-0.899,4
53,0,30163,Henrik Norlander,-0.275,-1.100,4
54,0,37455,Si Woo Kim,-0.278,-1.112,4
55,0,48887,Matt Wallace,-0.373,-1.490,4
56,0,24502,Adam Scott,-0.377,-1.507,4
57,0,25818,Scott Piercy,-0.411,-1.642,4
58,0,55708,Hayden Buckley,-0.437,-1.749,4
59,0,32367,Jorge Campillo,-0.585,-2.340,4
60,0,39546,Keith Mitchell,-0.606,-2.422,4
61,0,35879,Kelly Kraft,-0.718,-2.872,4
62,0,34076,Joel Dahmen,-0.817,-3.269,4
63,0,60895,Kris Kim,-0.826,-3.305,4
64,0,51950,Max McGreevy,-0.874,-3.494,4
65,0,48319,Tom Whitney,-1.048,-4.192,4
66,0,35532,Tom Hoge,-1.102,-4.406,4
