RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,22405,Justin Rose,3.955,.989,2.562,.404,4
2,6,25396,Kevin Na,3.013,-.109,2.455,.668,4
3,39,33122,Russell Knox,2.216,.274,1.127,.815,4
4,9,25632,Jimmy Walker,2.168,.197,1.603,.367,4
5,0,26329,Louis Oosthuizen,2.111,-.116,1.406,.821,4
6,0,27556,Ted Potter Jr.,2.108,.336,.807,.965,4
7,0,12782,Tim Herron,1.863,.182,1.352,.328,4
8,0,45486,Joaquin Niemann,1.852,.350,1.449,.053,4
9,-2,32333,Kevin Tway,1.802,1.045,.542,.215,4
10,0,36689,Brooks Koepka,1.775,1.293,-.693,1.175,4
11,-5,34046,Jordan Spieth,1.770,.365,.611,.795,4
12,0,28132,Tyrone Van Aswegen,1.699,-.032,1.411,.320,4
13,0,29926,Danny Lee,1.686,.553,.788,.345,4
14,14,23621,Rory Sabbatini,1.656,.290,.235,1.131,4
15,0,06527,Steve Stricker,1.635,.251,.514,.871,4
16,0,12510,Chad Campbell,1.617,-.108,1.815,-.090,4
17,0,46970,Jon Rahm,1.545,1.086,-.064,.522,4
18,36,23541,Ben Crane,1.505,.434,.707,.363,4
19,43,39997,Corey Conners,1.500,.366,1.461,-.327,4
20,51,32150,Michael Thompson,1.379,.059,1.080,.240,4
21,0,35532,Tom Hoge,1.363,.594,.248,.521,4
22,13,19803,Ryan Armour,1.360,-.165,.039,1.486,4
22,0,35506,Mackenzie Hughes,1.360,.401,.848,.110,4
24,-12,34076,Joel Dahmen,1.241,.122,1.104,.015,4
25,0,39328,Conrad Shindler,1.229,.529,.086,.614,4
26,0,24924,Bill Haas,1.225,-.166,.452,.938,4
27,0,47959,Bryson DeChambeau,1.176,.742,.190,.244,4
28,-27,24502,Adam Scott,1.165,.946,.323,-.104,4
29,0,20229,Stewart Cink,1.155,.495,1.027,-.368,4
30,0,30926,Chris Kirk,1.029,.487,.948,-.407,4
31,0,23108,Matt Kuchar,1.017,.067,.660,.290,4
32,0,34563,Chesson Hadley,.975,-.061,.901,.135,4
33,0,31646,Emiliano Grillo,.956,-.283,1.152,.087,4
34,0,33399,Adam Hadwin,.918,.821,.302,-.204,4
35,9,34256,Andrew Putnam,.842,.016,.795,.030,4
36,0,34174,John Huh,.830,-.068,.674,.224,4
37,3,33418,Shawn Stefani,.743,.015,.988,-.261,4
38,0,32816,Satoshi Kodaira,.728,-.382,1.698,-.588,4
39,0,27649,Brandt Snedeker,.601,.139,-.486,.948,4
40,0,39113,Shubhankar Sharma,.505,.247,1.066,-.808,4
41,0,20472,Alex Cejka,.461,.126,-.881,1.215,4
42,9,49771,J.T. Poston,.386,.167,-.095,.315,4
43,0,33413,Ben Martin,.318,.032,-.001,.288,4
44,-27,31420,Anirban Lahiri,.273,.355,-.756,.674,4
45,11,23325,Vaughn Taylor,.270,.228,-.401,.443,4
46,0,46601,Trey Mullinax,.245,.494,-.149,-.100,4
47,23,37278,Nicholas Lindheim,.235,-.743,.723,.255,4
48,0,32757,Patton Kizzire,.206,-.646,.623,.230,4
49,0,27644,Brian Harman,.186,.679,-.122,-.371,4
50,-4,45526,Abraham Ancer,.169,.144,.357,-.332,4
51,0,39327,Ben Silverman,.081,.839,-.214,-.544,4
52,0,46501,Ollie Schniederjans,.069,.016,-.013,.065,4
53,0,31202,William McGirt,.045,-.985,.941,.089,4
54,-44,29908,C.T. Pan,.027,.462,.033,-.468,4
55,-28,31560,Brian Stuard,-.058,.307,-.519,.154,4
56,0,30944,Jason Kokrak,-.069,.616,.102,-.786,4
57,15,50526,Tom Lovelady,-.145,.249,-.346,-.048,4
58,0,27064,Jhonattan Vegas,-.172,.303,-.304,-.171,4
59,-7,46442,Maverick McNealy,-.220,.397,.167,-.785,4
60,0,10809,Jim Furyk,-.276,-.244,.280,-.312,4
61,0,32102,Rickie Fowler,-.278,.073,-.390,.039,4
62,0,27214,Kevin Streelman,-.279,-.059,.511,-.730,4
63,-2,31416,Derek Fathauer,-.304,-.816,.671,-.159,4
64,0,34098,Russell Henley,-.323,-.575,.608,-.356,4
65,-36,34431,Robert Streb,-.457,-.504,-.048,.096,4
66,0,37455,Si Woo Kim,-.458,.648,-.991,-.115,4
67,-4,35461,Beau Hossler,-.603,.655,-1.270,.013,4
68,0,48084,Wesley Bryan,-.671,-.683,.417,-.405,4
69,0,47128,Richy Werenski,-.825,-.106,-.256,-.463,4
70,0,12716,Charley Hoffman,-.890,.207,-.938,-.159,4
71,0,34099,Harris English,-.927,-1.638,-.027,.738,4
72,-61,45609,Tyler Duncan,-.929,.154,-.587,-.496,4
73,0,37454,Whee Kim,-1.020,-.686,-.331,-.003,4
74,0,20645,John Senden,-1.048,-.106,-.592,-.351,4
75,0,29478,Kevin Kisner,-1.229,-.468,-.857,.097,4
76,0,35421,Brandon Harkins,-1.239,.642,-.995,-.886,4
77,0,24361,Pat Perez,-1.266,.075,-.875,-.466,4
78,-58,32876,Martin Piller,-2.265,-.700,-1.402,-.162,4
