RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,47995,Davis Riley,2.353,9.411,4
2,0,29479,Scott Brown,2.140,8.558,4
3,0,49766,Hank Lebioda,1.852,7.408,4
4,0,52372,Cameron Champ,1.689,6.754,4
5,0,35617,Martin Trainer,1.570,6.280,4
6,0,35879,Kelly Kraft,1.534,6.136,4
7,0,52374,Brandon Wu,1.497,5.988,4
8,0,28775,Nate Lashley,1.488,5.952,4
9,0,45526,Abraham Ancer,1.430,5.719,4
10,0,39262,Alvaro Ortiz,1.382,5.527,4
11,0,36699,Patrick Rodgers,1.244,4.976,4
12,0,48117,Kurt Kitayama,1.242,4.967,4
13,0,48084,Wesley Bryan,1.231,4.922,4
14,0,24924,Bill Haas,1.143,4.573,4
15,0,32816,Satoshi Kodaira,1.105,4.420,4
16,0,26476,Chez Reavie,.957,3.827,4
17,0,24925,Jonathan Byrd,.949,3.797,4
18,0,46970,Jon Rahm,.888,3.552,4
19,0,25240,D.A. Points,.865,3.458,4
20,0,24358,Robert Garrigus,.796,3.185,4
21,0,36799,Stephan Jaeger,.717,2.866,4
22,0,34360,Patrick Reed,.704,2.817,4
23,0,31646,Emiliano Grillo,.684,2.737,4
23,0,40162,Justin Lower,.684,2.735,4
25,0,35110,Brett Drewitt,.634,2.537,4
26,0,27958,Ryan Blaum,.627,2.507,4
27,0,46340,Alex Smalley,.606,2.425,4
28,0,36884,Ben Kohles,.544,2.177,4
29,0,31420,Anirban Lahiri,.516,2.062,4
30,0,34466,Peter Malnati,.496,1.983,4
31,0,48822,Sebastián Muñoz,.494,1.975,4
32,0,35449,Adam Long,.491,1.965,4
33,0,46550,Brandon Hagy,.471,1.883,4
34,0,30750,Tommy Gainey,.449,1.796,4
35,0,25572,Graeme McDowell,.448,1.790,4
36,0,29908,C.T. Pan,.404,1.615,4
37,0,48699,Callum Tarren,.377,1.509,4
38,0,51634,Sahith Theegala,.367,1.468,4
39,0,34174,John Huh,.348,1.393,4
40,0,36326,David Lipsky,.345,1.380,4
41,0,58849,Turk Pettit,.276,1.102,4
42,0,34213,Grayson Murray,.240,.958,4
43,0,49964,Aaron Wise,.111,.442,4
44,0,33419,Cameron Tringale,.076,.302,4
45,0,35310,Lanto Griffin,.063,.253,4
46,0,33667,Carlos Ortiz,.012,.048,4
47,0,51766,Wyndham Clark,-.015,-.059,4
48,0,32662,Michael Gligic,-.070,-.281,4
49,0,30978,Kiradech Aphibarnrat,-.088,-.351,4
50,0,46414,Aaron Rai,-.128,-.513,4
51,0,25818,Scott Piercy,-.237,-.950,4
52,0,27139,David Skinns,-.249,-.998,4
53,0,31560,Brian Stuard,-.289,-1.157,4
54,0,50095,Austin Smotherman,-.296,-1.184,4
55,0,51997,Andrew Novak,-.400,-1.601,4
56,0,56320,Bryson Nimmer,-.418,-1.674,4
57,0,48887,Matt Wallace,-.448,-1.794,4
58,0,30927,Brendon Todd,-.480,-1.921,4
59,0,46601,Trey Mullinax,-.484,-1.938,4
60,0,29725,Tony Finau,-.496,-1.985,4
61,0,51890,Greyson Sigg,-.530,-2.119,4
62,0,36801,Mark Hubbard,-.542,-2.167,4
63,0,27974,Sung Kang,-.619,-2.477,4
64,0,29535,Brice Garnett,-.696,-2.783,4
65,0,27214,Kevin Streelman,-.729,-2.916,4
66,0,55708,Hayden Buckley,-.827,-3.308,4
67,0,31323,Gary Woodland,-.865,-3.461,4
68,0,54628,Lee Hodges,-.958,-3.831,4
69,0,52375,Doug Ghim,-.975,-3.899,4
70,0,26300,Matt Jones,-1.233,-4.931,4
71,0,24361,Pat Perez,-1.274,-5.096,4
72,0,25396,Kevin Na,-1.342,-5.369,4
73,0,39436,Joshua Creel,-1.345,-5.382,4
74,0,21961,Charles Howell III,-1.521,-6.084,4
