RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,50525,Collin Morikawa,72.22,52,72,-0.25
2,0,40026,Daniel Berger,69.44,50,72,-0.14
2,0,27064,Jhonattan Vegas,69.44,50,72,-0.08
4,0,47959,Bryson DeChambeau,68.06,49,72,-0.29
4,0,21209,Sergio Garcia,68.06,49,72,-0.24
4,0,46970,Jon Rahm,68.06,49,72,-0.27
4,0,36699,Patrick Rodgers,68.06,49,72,-0.16
8,0,34098,Russell Henley,66.67,48,72,-0.19
8,0,33204,Shane Lowry,66.67,48,72,-0.08
8,0,32839,Hideki Matsuyama,66.67,48,72,-0.15
8,0,28237,Rory McIlroy,66.67,48,72,-0.23
8,0,56278,Matthew Wolff,66.67,48,72,-0.27
13,0,45522,Christiaan Bezuidenhout,65.28,47,72,-0.17
13,0,47056,Rikuya Hoshino,65.28,47,72,-0.23
13,0,35506,Mackenzie Hughes,65.28,47,72,-0.26
13,0,39834,Guido Migliozzi,65.28,47,72,-0.13
13,0,48081,Xander Schauffele,65.28,47,72,-0.28
18,0,25364,Paul Casey,63.89,46,72,-0.28
18,0,39971,Sungjae Im,63.89,46,72,-0.13
18,0,36689,Brooks Koepka,63.89,46,72,-0.28
18,0,46732,Rick Lamb,63.89,46,72,-0.15
18,0,45486,Joaquin Niemann,63.89,46,72,-0.13
18,0,34046,Jordan Spieth,63.89,46,72,-0.22
24,0,26499,Rafa Cabrera Bello,62.50,45,72,-0.09
24,0,29974,Branden Grace,62.50,45,72,-0.24
24,0,27408,Martin Kaymer,62.50,45,72,-0.27
24,0,52215,Robert MacIntyre,62.50,45,72,-0.09
24,0,23814,Edoardo Molinari,62.50,45,72,-0.18
24,0,26329,Louis Oosthuizen,62.50,45,72,-0.33
24,0,26341,Wade Ormsby,62.50,45,72,-0.16
24,0,26476,Chez Reavie,62.50,45,72,-0.13
24,0,27214,Kevin Streelman,62.50,45,72,-0.18
33,0,34099,Harris English,61.11,44,72,-0.27
33,0,30925,Dustin Johnson,61.11,44,72,-0.23
33,0,26331,Charl Schwartzel,61.11,44,72,-0.11
33,0,33448,Justin Thomas,61.11,44,72,-0.14
33,0,52411,Kyle Westmoreland,61.11,44,72,-0.16
38,0,35450,Patrick Cantlay,59.72,43,72,-0.16
38,0,40098,Matt Fitzpatrick,59.72,43,72,-0.19
38,0,12716,Charley Hoffman,59.72,43,72,-0.16
38,0,35532,Tom Hoge,59.72,43,72,-0.19
38,0,37455,Si Woo Kim,59.72,43,72,-0.26
38,0,56272,Wilco Nienaber,59.72,43,72,-0.16
38,0,49771,J.T. Poston,59.72,43,72,-0.19
38,0,31323,Gary Woodland,59.72,43,72,-0.21
46,0,30911,Tommy Fleetwood,58.33,42,72,-0.17
46,0,20396,Lee Westwood,58.33,42,72,-0.10
48,0,33404,Chris Baker,56.94,41,72,-0.27
48,0,29478,Kevin Kisner,56.94,41,72,-0.12
48,0,34360,Patrick Reed,56.94,41,72,-0.17
48,0,46046,Scottie Scheffler,56.94,41,72,-0.37
48,0,24502,Adam Scott,56.94,41,72,-0.32
48,0,25804,Bubba Watson,56.94,41,72,-0.24
54,0,20229,Stewart Cink,55.56,40,72,-0.10
54,0,35310,Lanto Griffin,55.56,40,72,-0.30
54,0,26851,Marc Leishman,55.56,40,72,-0.15
54,0,01810,Phil Mickelson,55.56,40,72,-0.08
54,0,24138,Ian Poulter,55.56,40,72,-0.28
54,0,51890,Greyson Sigg,55.56,40,72,-0.15
54,0,54783,Dylan Wu,55.56,40,72,-0.18
61,0,45836,Richard Bland,54.17,39,72,-0.21
61,0,29970,Dylan Frittelli,54.17,39,72,-0.15
61,0,25198,Francesco Molinari,54.17,39,72,-0.31
64,0,56630,Akshay Bhatia,52.78,38,72,-0.21
64,0,33399,Adam Hadwin,52.78,38,72,-0.26
66,0,26300,Matt Jones,50.00,36,72,-0.06
66,0,32640,Troy Merritt,50.00,36,72,-0.08
66,0,55789,Taylor Montgomery,50.00,36,72,-0.14
69,0,27644,Brian Harman,48.61,35,72,-0.43
70,0,28679,Fabián Gómez,45.83,33,72,-0.06
71,0,25632,Jimmy Walker,44.44,32,72,-0.13
