RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,56272,Wilco Nienaber,346.6,2773,8
2,0,47959,Bryson DeChambeau,333.9,2671,8
3,0,56278,Matthew Wolff,324.0,2592,8
4,0,31323,Gary Woodland,323.1,2585,8
5,0,36699,Patrick Rodgers,322.8,2582,8
6,0,52411,Kyle Westmoreland,322.4,2579,8
7,0,48081,Xander Schauffele,321.1,2569,8
8,0,28237,Rory McIlroy,320.4,2563,8
9,0,29970,Dylan Frittelli,319.3,2554,8
10,0,25364,Paul Casey,318.6,2549,8
11,0,55789,Taylor Montgomery,318.4,2547,8
12,0,46970,Jon Rahm,317.6,2541,8
12,0,27064,Jhonattan Vegas,317.6,2541,8
14,0,33448,Justin Thomas,317.5,2540,8
15,0,45486,Joaquin Niemann,317.4,2539,8
16,0,54783,Dylan Wu,316.0,2528,8
17,0,52215,Robert MacIntyre,315.9,2527,8
18,0,12716,Charley Hoffman,315.4,2523,8
19,0,20229,Stewart Cink,315.0,2520,8
20,0,34099,Harris English,314.4,2515,8
21,0,56630,Akshay Bhatia,313.6,2509,8
22,0,36689,Brooks Koepka,313.4,2507,8
23,0,29974,Branden Grace,312.9,2503,8
24,0,21209,Sergio Garcia,312.1,2497,8
25,0,40098,Matt Fitzpatrick,312.0,2496,8
26,0,35310,Lanto Griffin,311.9,2495,8
26,0,26300,Matt Jones,311.9,2495,8
28,0,01810,Phil Mickelson,311.5,2492,8
29,0,26331,Charl Schwartzel,311.1,2489,8
30,0,40026,Daniel Berger,311.0,2488,8
31,0,34046,Jordan Spieth,310.8,2486,8
32,0,47056,Rikuya Hoshino,310.6,2485,8
33,0,30925,Dustin Johnson,309.9,2479,8
33,0,25804,Bubba Watson,309.9,2479,8
35,0,39834,Guido Migliozzi,309.8,2478,8
36,0,24502,Adam Scott,309.5,2476,8
37,0,30911,Tommy Fleetwood,309.3,2474,8
38,0,32839,Hideki Matsuyama,309.1,2473,8
39,0,50525,Collin Morikawa,308.4,2467,8
40,0,46046,Scottie Scheffler,307.5,2460,8
41,0,51890,Greyson Sigg,307.1,2457,8
42,0,35450,Patrick Cantlay,306.5,2452,8
43,0,33404,Chris Baker,306.1,2449,8
44,0,46732,Rick Lamb,306.0,2448,8
45,0,34098,Russell Henley,305.4,2443,8
45,0,34360,Patrick Reed,305.4,2443,8
47,0,23814,Edoardo Molinari,305.3,2442,8
48,0,25632,Jimmy Walker,304.6,2437,8
49,0,33204,Shane Lowry,302.9,2423,8
50,0,27408,Martin Kaymer,302.5,2420,8
51,0,20396,Lee Westwood,302.4,2419,8
52,0,33399,Adam Hadwin,302.3,2418,8
53,0,35506,Mackenzie Hughes,301.1,2409,8
54,0,49771,J.T. Poston,300.6,2405,8
55,0,26329,Louis Oosthuizen,300.5,2404,8
56,0,25198,Francesco Molinari,300.4,2403,8
57,0,45836,Richard Bland,299.9,2399,8
58,0,27214,Kevin Streelman,298.4,2387,8
59,0,45522,Christiaan Bezuidenhout,297.8,2382,8
60,0,37455,Si Woo Kim,297.6,2381,8
61,0,39971,Sungjae Im,297.1,2377,8
62,0,26499,Rafa Cabrera Bello,296.8,2374,8
63,0,27644,Brian Harman,296.1,2369,8
64,0,26851,Marc Leishman,295.4,2363,8
65,0,29478,Kevin Kisner,294.1,2353,8
66,0,32640,Troy Merritt,291.6,2333,8
66,0,24138,Ian Poulter,291.6,2333,8
68,0,28679,Fabián Gómez,291.0,2328,8
69,0,35532,Tom Hoge,290.9,2327,8
70,0,26476,Chez Reavie,290.6,2325,8
71,0,26341,Wade Ormsby,286.9,2295,8
