RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,29926,Danny Lee,21.00,21,1
2,13,24361,Pat Perez,24.00,24,1
3,12,36689,Brooks Koepka,25.00,25,1
3,0,29772,Michael Lorenzo-Vera,25.00,25,1
5,0,25364,Paul Casey,26.00,26,1
5,0,26735,Marty Jertson,26.00,26,1
5,29,27974,Sung Kang,26.00,26,1
8,0,35450,Patrick Cantlay,27.00,27,1
8,0,25900,Lucas Glover,27.00,27,1
8,0,35879,Kelly Kraft,27.00,27,1
8,0,36326,David Lipsky,27.00,27,1
8,7,32839,Hideki Matsuyama,27.00,27,1
8,0,48887,Matt Wallace,27.00,27,1
8,50,49964,Aaron Wise,27.00,27,1
15,0,34076,Joel Dahmen,28.00,28,1
15,0,30911,Tommy Fleetwood,28.00,28,1
15,0,47238,Jazz Janewattananond,28.00,28,1
15,0,27129,Luke List,28.00,28,1
15,0,24964,Ryan Vermeer,28.00,28,1
20,0,47504,Sam Burns,29.00,29,1
20,-5,26499,Rafa Cabrera Bello,29.00,29,1
20,0,28089,Jason Day,29.00,29,1
20,0,33399,Adam Hadwin,29.00,29,1
20,0,25431,Rob Labritz,29.00,29,1
20,0,35449,Adam Long,29.00,29,1
20,0,25572,Graeme McDowell,29.00,29,1
20,0,25198,Francesco Molinari,29.00,29,1
20,0,34256,Andrew Putnam,29.00,29,1
20,0,26476,Chez Reavie,29.00,29,1
20,0,22405,Justin Rose,29.00,29,1
20,0,24502,Adam Scott,29.00,29,1
32,0,23614,Rich Beem,30.00,30,1
32,0,33141,Keegan Bradley,30.00,30,1
32,0,32102,Rickie Fowler,30.00,30,1
32,0,12716,Charley Hoffman,30.00,30,1
32,0,39977,Max Homa,30.00,30,1
32,0,29420,Billy Horschel,30.00,30,1
32,0,01810,Phil Mickelson,30.00,30,1
32,15,27349,Alex Noren,30.00,30,1
32,0,26329,Louis Oosthuizen,30.00,30,1
32,15,34046,Jordan Spieth,30.00,30,1
32,0,37189,Harold Varner III,30.00,30,1
32,0,25632,Jimmy Walker,30.00,30,1
32,0,31323,Gary Woodland,30.00,30,1
45,-30,45526,Abraham Ancer,31.00,31,1
45,-30,30978,Kiradech Aphibarnrat,31.00,31,1
45,0,52372,Cameron Champ,31.00,31,1
45,0,40098,Matt Fitzpatrick,31.00,31,1
45,0,34363,Tyrrell Hatton,31.00,31,1
45,0,48117,Kurt Kitayama,31.00,31,1
45,0,23108,Matt Kuchar,31.00,31,1
45,0,35296,Haotong Li,31.00,31,1
45,0,33968,Thorbjørn Olesen,31.00,31,1
45,-30,25818,Scott Piercy,31.00,31,1
45,2,33293,Thomas Pieters,31.00,31,1
45,0,27649,Brandt Snedeker,31.00,31,1
45,-11,32333,Kevin Tway,31.00,31,1
45,0,40006,Erik van Rooyen,31.00,31,1
59,-44,40026,Daniel Berger,32.00,32,1
59,0,29268,Bronson Burgoon,32.00,32,1
59,0,31646,Emiliano Grillo,32.00,32,1
59,-53,28938,Justin Harding,32.00,32,1
59,0,21961,Charles Howell III,32.00,32,1
59,0,30925,Dustin Johnson,32.00,32,1
59,0,24024,Zach Johnson,32.00,32,1
59,0,28300,Joost Luiten,32.00,32,1
59,0,29221,Webb Simpson,32.00,32,1
59,0,35891,Cameron Smith,32.00,32,1
59,-44,39324,J.J. Spaun,32.00,32,1
59,0,32139,Danny Willett,32.00,32,1
71,0,33803,Lucas Bjerregaard,33.00,33,1
71,0,29725,Tony Finau,33.00,33,1
71,0,27896,Ross Fisher,33.00,33,1
71,-56,35461,Beau Hossler,33.00,33,1
71,0,33204,Shane Lowry,33.00,33,1
71,0,49771,J.T. Poston,33.00,33,1
71,0,48081,Xander Schauffele,33.00,33,1
71,-37,21528,Henrik Stenson,33.00,33,1
79,0,30944,Jason Kokrak,34.00,34,1
80,0,39997,Corey Conners,35.00,35,1
80,0,39058,Lucas Herbert,35.00,35,1
80,0,28237,Rory McIlroy,35.00,35,1
