RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,23320,Ryan Palmer,76.19,16,21
2,5,20396,Lee Westwood,75.00,12,16
3,0,45526,Abraham Ancer,73.91,17,23
4,0,21209,Sergio Garcia,73.68,14,19
4,0,33204,Shane Lowry,73.68,14,19
6,26,52375,Doug Ghim,73.33,11,15
7,1,25364,Paul Casey,71.43,15,21
8,-5,45522,Christiaan Bezuidenhout,70.00,21,30
9,20,39971,Sungjae Im,69.57,16,23
10,0,47959,Bryson DeChambeau,68.18,15,22
11,0,27554,Scott Harrington,66.67,18,27
12,0,49771,J.T. Poston,65.38,17,26
13,0,40042,Tyler McCumber,65.22,15,23
14,0,33448,Justin Thomas,65.00,13,20
15,0,27644,Brian Harman,64.00,16,25
16,25,30944,Jason Kokrak,63.16,12,19
17,0,35532,Tom Hoge,62.96,17,27
18,14,46402,Talor Gooch,62.50,15,24
19,0,35891,Cameron Smith,62.07,18,29
20,-9,39997,Corey Conners,61.90,13,21
21,18,24024,Zach Johnson,61.54,16,26
22,0,37455,Si Woo Kim,61.11,11,18
23,-9,28089,Jason Day,60.87,14,23
24,-5,33141,Keegan Bradley,60.00,15,25
24,0,26596,Ryan Moore,60.00,15,25
26,6,29518,Brendan Steele,59.26,16,27
27,0,33597,Harry Higgs,59.09,13,22
27,0,26329,Louis Oosthuizen,59.09,13,22
29,0,40026,Daniel Berger,58.33,14,24
29,0,33399,Adam Hadwin,58.33,14,24
29,0,25493,Nick Taylor,58.33,14,24
29,3,30927,Brendon Todd,58.33,14,24
33,0,32448,James Hahn,57.89,11,19
34,0,29479,Scott Brown,57.14,16,28
34,-8,47993,Denny McCarthy,57.14,16,28
34,0,46970,Jon Rahm,57.14,8,14
34,0,24502,Adam Scott,57.14,16,28
34,0,27064,Jhonattan Vegas,57.14,16,28
39,0,25818,Scott Piercy,56.00,14,25
40,0,30925,Dustin Johnson,55.56,15,27
40,0,26300,Matt Jones,55.56,15,27
42,27,36699,Patrick Rodgers,55.17,16,29
43,0,29970,Dylan Frittelli,55.00,11,20
43,0,22056,Cameron Percy,55.00,11,20
45,0,28775,Nate Lashley,54.55,18,33
45,0,49964,Aaron Wise,54.55,12,22
47,-24,30926,Chris Kirk,54.17,13,24
47,0,35449,Adam Long,54.17,13,24
49,0,49298,Kramer Hickok,53.85,14,26
49,0,31560,Brian Stuard,53.85,14,26
51,-42,12716,Charley Hoffman,52.63,10,19
52,0,29420,Billy Horschel,52.38,11,21
53,0,34360,Patrick Reed,52.17,12,23
54,0,45486,Joaquin Niemann,50.00,9,18
54,0,32150,Michael Thompson,50.00,11,22
56,-11,33122,Russell Knox,48.15,13,27
57,-10,32757,Patton Kizzire,47.62,10,21
58,-5,47679,Victor Perez,47.37,9,19
59,-40,21961,Charles Howell III,47.06,8,17
60,0,50525,Collin Morikawa,46.15,12,26
61,0,19803,Ryan Armour,45.83,11,24
61,-2,25900,Lucas Glover,45.83,11,24
63,0,32791,K.H. Lee,45.00,9,20
63,0,01810,Phil Mickelson,45.00,9,20
65,-25,47483,Will Zalatoris,44.44,8,18
66,-47,34046,Jordan Spieth,43.75,7,16
67,0,23621,Rory Sabbatini,43.48,10,23
68,-39,40098,Matt Fitzpatrick,41.18,7,17
69,-24,27936,Martin Laird,40.91,9,22
70,-6,37189,Harold Varner III,38.89,7,18
71,-19,35310,Lanto Griffin,36.36,8,22
