RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,46970,Jon Rahm,80.56,58,72,-0.24
2,46,52375,Doug Ghim,79.17,57,72,-0.21
3,19,34046,Jordan Spieth,77.78,56,72,-0.23
3,-2,20396,Lee Westwood,77.78,56,72,-0.30
5,26,40098,Matt Fitzpatrick,76.39,55,72,-0.29
5,17,21961,Charles Howell III,76.39,55,72,-0.33
7,0,37455,Si Woo Kim,75.00,54,72,-0.30
7,0,45486,Joaquin Niemann,75.00,54,72,-0.24
7,2,37189,Harold Varner III,75.00,54,72,-0.20
7,-5,47483,Will Zalatoris,75.00,54,72,-0.30
11,0,21209,Sergio Garcia,73.61,53,72,-0.25
11,0,32448,James Hahn,73.61,53,72,-0.23
11,45,12716,Charley Hoffman,73.61,53,72,-0.30
11,-7,30944,Jason Kokrak,73.61,53,72,-0.36
11,0,33204,Shane Lowry,73.61,53,72,-0.23
11,32,47679,Victor Perez,73.61,53,72,-0.32
17,0,29970,Dylan Frittelli,72.22,52,72,-0.25
17,0,32791,K.H. Lee,72.22,52,72,-0.25
17,0,01810,Phil Mickelson,72.22,52,72,-0.31
17,0,22056,Cameron Percy,72.22,52,72,-0.29
17,0,33448,Justin Thomas,72.22,52,72,-0.42
22,9,25364,Paul Casey,70.83,51,72,-0.37
22,-14,39997,Corey Conners,70.83,51,72,-0.33
22,0,29420,Billy Horschel,70.83,51,72,-0.22
22,9,32757,Patton Kizzire,70.83,51,72,-0.27
22,0,23320,Ryan Palmer,70.83,51,72,-0.22
27,-25,47959,Bryson DeChambeau,69.44,50,72,-0.42
27,-14,35310,Lanto Griffin,69.44,50,72,-0.38
27,0,33597,Harry Higgs,69.44,50,72,-0.28
27,-11,27936,Martin Laird,69.44,50,72,-0.18
27,0,26329,Louis Oosthuizen,69.44,50,72,-0.24
27,0,32150,Michael Thompson,69.44,50,72,-0.28
27,0,49964,Aaron Wise,69.44,50,72,-0.14
34,0,45526,Abraham Ancer,68.06,49,72,-0.20
34,-21,28089,Jason Day,68.06,49,72,-0.22
34,-3,39971,Sungjae Im,68.06,49,72,-0.35
34,0,40042,Tyler McCumber,68.06,49,72,-0.27
34,0,34360,Patrick Reed,68.06,49,72,-0.31
34,0,23621,Rory Sabbatini,68.06,49,72,-0.24
40,0,19803,Ryan Armour,66.67,48,72,-0.33
40,0,40026,Daniel Berger,66.67,48,72,-0.35
40,-18,25900,Lucas Glover,66.67,48,72,-0.35
40,8,46402,Talor Gooch,66.67,48,72,-0.40
40,0,33399,Adam Hadwin,66.67,48,72,-0.29
40,3,30926,Chris Kirk,66.67,48,72,-0.29
40,0,35449,Adam Long,66.67,48,72,-0.31
40,0,25493,Nick Taylor,66.67,48,72,-0.23
40,8,30927,Brendon Todd,66.67,48,72,-0.33
49,-27,33141,Keegan Bradley,65.28,47,72,-0.30
49,0,27644,Brian Harman,65.28,47,72,-0.47
49,0,26596,Ryan Moore,65.28,47,72,-0.34
49,0,25818,Scott Piercy,65.28,47,72,-0.19
53,0,49298,Kramer Hickok,63.89,46,72,-0.30
53,12,24024,Zach Johnson,63.89,46,72,-0.28
53,0,50525,Collin Morikawa,63.89,46,72,-0.33
53,0,49771,J.T. Poston,63.89,46,72,-0.33
53,0,31560,Brian Stuard,63.89,46,72,-0.28
58,0,27554,Scott Harrington,62.50,45,72,-0.16
58,0,35532,Tom Hoge,62.50,45,72,-0.33
58,0,30925,Dustin Johnson,62.50,45,72,-0.36
58,0,26300,Matt Jones,62.50,45,72,-0.29
58,7,33122,Russell Knox,62.50,45,72,-0.31
58,-54,29518,Brendan Steele,62.50,45,72,-0.29
64,0,29479,Scott Brown,61.11,44,72,-0.34
64,-48,47993,Denny McCarthy,61.11,44,72,-0.32
64,0,24502,Adam Scott,61.11,44,72,-0.34
64,0,27064,Jhonattan Vegas,61.11,44,72,-0.23
68,-46,36699,Patrick Rodgers,59.72,43,72,-0.30
68,0,35891,Cameron Smith,59.72,43,72,-0.42
70,-39,45522,Christiaan Bezuidenhout,58.33,42,72,-0.26
71,0,28775,Nate Lashley,54.17,39,72,-0.31
