RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,22405,Justin Rose,25.00,25,1
2,0,46717,Viktor Hovland,26.00,26,1
2,0,35891,Cameron Smith,26.00,26,1
2,0,34046,Jordan Spieth,26.00,26,1
5,0,59652,Sam Bennett,27.00,27,1
5,0,28089,Jason Day,27.00,27,1
5,0,55182,Tom Kim,27.00,27,1
5,0,45486,Joaquin Niemann,27.00,27,1
5,15,49960,Sepp Straka,27.00,27,1
10,0,34099,Harris English,28.00,28,1
10,0,34098,Russell Henley,28.00,28,1
10,0,36689,Brooks Koepka,28.00,28,1
10,0,01810,Phil Mickelson,28.00,28,1
10,0,28252,Seamus Power,28.00,28,1
10,0,24502,Adam Scott,28.00,28,1
10,0,57366,Cameron Young,28.00,28,1
17,0,01226,Fred Couples,29.00,29,1
17,0,29725,Tony Finau,29.00,29,1
17,0,29420,Billy Horschel,29.00,29,1
17,0,39971,Sungjae Im,29.00,29,1
17,19,37455,Si Woo Kim,29.00,29,1
17,0,48081,Xander Schauffele,29.00,29,1
17,0,37189,Harold Varner III,29.00,29,1
24,0,33141,Keegan Bradley,30.00,30,1
24,0,29936,Ryan Fox,30.00,30,1
24,0,39977,Max Homa,30.00,30,1
24,-18,30926,Chris Kirk,30.00,30,1
24,0,33204,Shane Lowry,30.00,30,1
24,0,50525,Collin Morikawa,30.00,30,1
24,0,33293,Thomas Pieters,30.00,30,1
24,0,46970,Jon Rahm,30.00,30,1
24,0,34360,Patrick Reed,30.00,30,1
24,0,30692,Scott Stallings,30.00,30,1
34,0,40098,Matt Fitzpatrick,31.00,31,1
34,0,30911,Tommy Fleetwood,31.00,31,1
34,0,46402,Talor Gooch,31.00,31,1
34,0,35506,Mackenzie Hughes,31.00,31,1
34,0,30925,Dustin Johnson,31.00,31,1
34,0,32791,K.H. Lee,31.00,31,1
34,-14,32839,Hideki Matsuyama,31.00,31,1
34,0,49947,Taylor Moore,31.00,31,1
42,0,47504,Sam Burns,32.00,32,1
42,0,46046,Scottie Scheffler,32.00,32,1
42,0,26331,Charl Schwartzel,32.00,32,1
42,0,51634,Sahith Theegala,32.00,32,1
42,0,31323,Gary Woodland,32.00,32,1
47,0,34363,Tyrrell Hatton,33.00,33,1
47,0,24024,Zach Johnson,33.00,33,1
47,0,39546,Keith Mitchell,33.00,33,1
47,0,47529,Mito Pereira,33.00,33,1
47,0,49771,J.T. Poston,33.00,33,1
52,0,45526,Abraham Ancer,35.00,35,1
52,0,35450,Patrick Cantlay,35.00,35,1
