RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,63,32150,Michael Thompson,2.467,9.866,4
2,0,45522,Christiaan Bezuidenhout,2.033,8.131,4
3,15,34466,Peter Malnati,1.875,7.499,4
4,0,29535,Brice Garnett,1.797,7.188,4
5,0,24138,Ian Poulter,1.270,5.081,4
6,0,28252,Seamus Power,1.266,5.064,4
7,0,35461,Beau Hossler,1.259,5.034,4
8,0,27139,David Skinns,1.196,4.784,4
9,0,23320,Ryan Palmer,1.107,4.428,4
10,39,23108,Matt Kuchar,1.021,4.085,4
11,0,48822,Sebastián Muñoz,1.019,4.074,4
12,0,52374,Brandon Wu,1.005,4.019,4
13,-5,32791,K.H. Lee,.974,3.894,4
14,36,28089,Jason Day,.960,3.838,4
15,0,24924,Bill Haas,.908,3.631,4
16,9,48699,Callum Tarren,.894,3.577,4
17,0,34610,Matthias Schwab,.860,3.439,4
18,0,47856,Seth Reeves,.854,3.416,4
19,0,46442,Maverick McNealy,.850,3.400,4
20,0,33448,Justin Thomas,.833,3.330,4
21,0,47995,Davis Riley,.769,3.075,4
22,0,45540,Jared Wolfe,.743,2.970,4
23,0,51894,Vince Whaley,.651,2.604,4
24,0,27349,Alex Noren,.625,2.499,4
25,0,30692,Scott Stallings,.616,2.462,4
26,0,39328,Conrad Shindler,.588,2.353,4
27,0,36699,Patrick Rodgers,.568,2.273,4
28,0,31646,Emiliano Grillo,.533,2.133,4
29,0,45486,Joaquin Niemann,.527,2.109,4
30,0,25198,Francesco Molinari,.502,2.008,4
31,0,30978,Kiradech Aphibarnrat,.490,1.961,4
31,0,46414,Aaron Rai,.490,1.960,4
33,0,48084,Wesley Bryan,.488,1.952,4
34,0,26851,Marc Leishman,.481,1.923,4
35,0,32839,Hideki Matsuyama,.421,1.683,4
36,0,34046,Jordan Spieth,.362,1.449,4
37,0,36326,David Lipsky,.339,1.356,4
38,0,48081,Xander Schauffele,.330,1.318,4
39,-16,50095,Austin Smotherman,.279,1.114,4
40,0,30944,Jason Kokrak,.248,.992,4
41,0,29484,Peter Uihlein,.241,.963,4
42,0,24502,Adam Scott,.235,.940,4
43,-13,35310,Lanto Griffin,.231,.923,4
44,0,35532,Tom Hoge,.214,.855,4
45,0,28775,Nate Lashley,.159,.634,4
46,0,40115,Adam Svensson,.150,.601,4
47,16,29970,Dylan Frittelli,.143,.570,4
48,-26,47347,Adam Schenk,.082,.329,4
49,0,36801,Mark Hubbard,.074,.297,4
50,0,51950,Max McGreevy,-.005,-.020,4
51,0,35617,Martin Trainer,-.064,-.256,4
52,0,26331,Charl Schwartzel,-.077,-.308,4
53,-1,32662,Michael Gligic,-.099,-.395,4
54,0,39546,Keith Mitchell,-.100,-.399,4
55,-12,28114,Dawie van der Walt,-.104,-.417,4
56,0,29974,Branden Grace,-.113,-.451,4
57,0,51997,Andrew Novak,-.124,-.495,4
58,-5,37212,Paul Barjon,-.157,-.630,4
59,0,49960,Sepp Straka,-.171,-.684,4
60,0,23325,Vaughn Taylor,-.174,-.697,4
61,0,55182,Tom Kim,-.186,-.746,4
62,0,33667,Carlos Ortiz,-.193,-.772,4
63,0,34563,Chesson Hadley,-.212,-.850,4
64,0,34255,Joseph Bramlett,-.278,-1.111,4
65,0,46601,Trey Mullinax,-.283,-1.133,4
66,0,24361,Pat Perez,-.311,-1.246,4
67,0,39324,J.J. Spaun,-.321,-1.283,4
68,-56,40162,Justin Lower,-.337,-1.350,4
69,0,46046,Scottie Scheffler,-.396,-1.586,4
70,-5,49947,Taylor Moore,-.485,-1.940,4
71,0,47579,Kyle Wilshire,-.546,-2.186,4
72,-58,23621,Rory Sabbatini,-.585,-2.340,4
73,0,45609,Tyler Duncan,-.635,-2.539,4
74,-71,32448,James Hahn,-.640,-2.559,4
75,-56,27064,Jhonattan Vegas,-.644,-2.577,4
76,0,52372,Cameron Champ,-.656,-2.624,4
77,-35,36871,Matthew NeSmith,-.703,-2.813,4
78,0,47529,Mito Pereira,-.721,-2.886,4
79,0,30911,Tommy Fleetwood,-.732,-2.929,4
80,-39,36799,Stephan Jaeger,-.789,-3.158,4
81,0,49964,Aaron Wise,-.875,-3.502,4
82,0,30925,Dustin Johnson,-.916,-3.664,4
83,0,32757,Patton Kizzire,-.951,-3.803,4
84,0,51634,Sahith Theegala,-1.457,-5.828,4
