RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,47420,Jake Knapp,2.290,9.160,4
2,0,37275,Sam Ryder,1.770,7.079,4
3,0,37378,Min Woo Lee,1.654,6.616,4
4,0,29420,Billy Horschel,1.607,6.427,4
5,0,34021,Bud Cauley,1.556,6.222,4
6,0,40250,Taylor Pendrith,1.543,6.172,4
7,44,49771,J.T. Poston,1.427,5.709,4
8,0,29936,Ryan Fox,1.364,5.456,4
9,-7,47993,Denny McCarthy,1.250,5.000,4
10,-3,28237,Rory McIlroy,1.244,4.977,4
11,37,33448,Justin Thomas,1.167,4.666,4
12,0,59018,Ryan Gerard,1.149,4.596,4
13,0,56630,Akshay Bhatia,1.126,4.503,4
14,0,36799,Stephan Jaeger,1.078,4.312,4
15,26,30926,Chris Kirk,1.012,4.048,4
16,9,40026,Daniel Berger,1.009,4.036,4
17,0,60067,Joe Highsmith,0.948,3.793,4
18,0,57586,Jesper Svensson,0.931,3.723,4
19,31,47483,Will Zalatoris,0.872,3.489,4
20,0,58168,Davis Thompson,0.771,3.084,4
21,-8,39997,Corey Conners,0.746,2.985,4
22,25,25900,Lucas Glover,0.733,2.931,4
23,10,46414,Aaron Rai,0.705,2.818,4
24,0,59143,Mac Meissner,0.701,2.802,4
25,-4,33141,Keegan Bradley,0.652,2.606,4
26,0,35461,Beau Hossler,0.629,2.514,4
27,-19,35532,Tom Hoge,0.619,2.475,4
28,0,27770,Camilo Villegas,0.548,2.192,4
29,8,35450,Patrick Cantlay,0.532,2.129,4
30,0,40162,Justin Lower,0.519,2.076,4
31,0,50484,Hayden Springer,0.499,1.996,4
32,-9,52215,Robert MacIntyre,0.402,1.608,4
33,0,51634,Sahith Theegala,0.380,1.518,4
34,0,34099,Harris English,0.367,1.467,4
35,0,48117,Kurt Kitayama,0.289,1.157,4
36,10,39324,J.J. Spaun,0.282,1.129,4
37,0,48153,Matthieu Pavon,0.276,1.103,4
38,0,47995,Davis Riley,0.223,0.892,4
39,0,23108,Matt Kuchar,0.189,0.757,4
40,0,57366,Cameron Young,0.150,0.600,4
41,-10,30911,Tommy Fleetwood,0.094,0.377,4
42,0,59141,Matt McCarty,0.066,0.265,4
43,0,54607,Danny Walker,0.050,0.198,4
44,-41,49960,Sepp Straka,0.023,0.092,4
45,4,46046,Scottie Scheffler,0.011,0.045,4
46,-29,60004,Jacob Bridgeman,-0.010,-0.040,4
47,0,46601,Trey Mullinax,-0.062,-0.249,4
48,-21,33948,Byeong Hun An,-0.071,-0.286,4
49,0,52666,Sami Valimaki,-0.125,-0.499,4
50,-40,34098,Russell Henley,-0.235,-0.939,4
51,-35,39971,Sungjae Im,-0.251,-1.004,4
52,0,46340,Alex Smalley,-0.273,-1.091,4
53,0,31646,Emiliano Grillo,-0.329,-1.315,4
54,0,58933,Will Chandler,-0.358,-1.431,4
55,0,49947,Taylor Moore,-0.397,-1.590,4
56,-20,50525,Collin Morikawa,-0.515,-2.059,4
57,-48,33204,Shane Lowry,-0.524,-2.097,4
58,0,32102,Rickie Fowler,-0.530,-2.121,4
59,-31,37455,Si Woo Kim,-0.593,-2.373,4
60,0,12716,Charley Hoffman,-0.629,-2.517,4
61,0,57900,Chandler Phillips,-0.643,-2.571,4
62,-17,56781,Isaiah Salinda,-0.783,-3.134,4
63,0,34046,Jordan Spieth,-0.966,-3.864,4
64,-34,51950,Max McGreevy,-1.001,-4.005,4
65,-36,57362,Austin Eckroat,-1.057,-4.229,4
66,0,29908,C.T. Pan,-1.220,-4.879,4
67,0,55182,Tom Kim,-1.233,-4.934,4
67,-33,48081,Xander Schauffele,-1.233,-4.934,4
69,0,52513,Carson Young,-1.288,-5.153,4
70,0,34076,Joel Dahmen,-1.344,-5.377,4
71,0,27064,Jhonattan Vegas,-1.740,-6.959,4
72,0,51696,Rico Hoey,-1.782,-7.128,4
