RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,67,57362,Austin Eckroat,1.835,7.340,4
2,0,35449,Adam Long,1.822,7.290,4
3,6,24502,Adam Scott,1.471,5.885,4
4,0,32816,Satoshi Kodaira,1.424,5.698,4
5,0,31202,William McGirt,1.393,5.574,4
6,0,30750,Tommy Gainey,1.365,5.462,4
7,44,30163,Henrik Norlander,1.353,5.412,4
8,0,47128,Richy Werenski,1.334,5.335,4
9,0,27974,Sung Kang,1.315,5.259,4
10,40,34255,Joseph Bramlett,1.309,5.235,4
11,15,20229,Stewart Cink,1.301,5.206,4
12,0,37338,Zecheng Dou,1.295,5.180,4
13,0,49453,Trevor Cone,1.277,5.108,4
14,0,58696,Peter Kuest,1.230,4.919,4
15,0,45522,Christiaan Bezuidenhout,1.195,4.782,4
16,49,36799,Stephan Jaeger,1.094,4.376,4
17,0,46441,Robby Shelton,1.083,4.331,4
18,0,20593,Greg Chalmers,1.066,4.263,4
19,24,47079,Harrison Endycott,1.051,4.205,4
20,0,27936,Martin Laird,1.023,4.092,4
21,0,32333,Kevin Tway,0.995,3.979,4
22,0,22371,Aaron Baddeley,0.907,3.628,4
23,0,35506,Mackenzie Hughes,0.905,3.621,4
24,34,37455,Si Woo Kim,0.872,3.488,4
25,0,29289,S.Y. Noh,0.816,3.263,4
26,2,28775,Nate Lashley,0.763,3.053,4
27,0,29908,C.T. Pan,0.745,2.981,4
28,0,28089,Jason Day,0.673,2.692,4
29,38,36871,Matt NeSmith,0.630,2.520,4
30,0,25818,Scott Piercy,0.593,2.373,4
31,0,51070,Vincent Norrman,0.508,2.033,4
32,0,34363,Tyrrell Hatton,0.487,1.949,4
33,0,49964,Aaron Wise,0.473,1.892,4
34,0,36724,Augusto Núñez,0.443,1.774,4
35,0,28420,Ryan Brehm,0.435,1.739,4
36,0,59442,Parker Coody,0.423,1.692,4
37,0,27129,Luke List,0.361,1.444,4
38,1,47983,Chad Ramey,0.334,1.335,4
39,23,55182,Tom Kim,0.314,1.257,4
40,0,28259,Sangmoon Bae,0.305,1.219,4
41,0,32839,Hideki Matsuyama,0.293,1.173,4
42,0,24925,Jonathan Byrd,0.252,1.007,4
43,0,35532,Tom Hoge,0.244,0.977,4
44,0,31577,Tano Goya,0.165,0.659,4
45,0,40162,Justin Lower,0.158,0.633,4
46,0,56762,Will Gordon,0.138,0.552,4
46,0,54421,Garrick Higgo,0.138,0.554,4
48,0,24924,Bill Haas,0.116,0.465,4
49,0,52513,Carson Young,0.084,0.338,4
50,0,33399,Adam Hadwin,0.038,0.153,4
51,0,46046,Scottie Scheffler,0.018,0.071,4
52,-18,23320,Ryan Palmer,0.012,0.047,4
53,0,27554,Scott Harrington,-0.041,-0.165,4
54,0,53165,Doc Redman,-0.081,-0.324,4
55,0,55789,Taylor Montgomery,-0.088,-0.353,4
56,-50,23108,Matt Kuchar,-0.137,-0.549,4
57,-44,25632,Jimmy Walker,-0.177,-0.708,4
58,-41,28252,Seamus Power,-0.211,-0.844,4
59,0,52374,Brandon Wu,-0.305,-1.221,4
60,-22,52375,Doug Ghim,-0.343,-1.371,4
61,0,24140,Sean O'Hair,-0.353,-1.411,4
62,0,33486,Roger Sloan,-0.419,-1.674,4
63,0,50188,S.H. Kim,-0.452,-1.807,4
64,0,27963,Chris Stroud,-0.456,-1.825,4
65,-38,19803,Ryan Armour,-0.460,-1.839,4
66,0,33948,Byeong Hun An,-0.488,-1.952,4
67,0,47591,Eric Cole,-0.524,-2.095,4
68,0,51997,Andrew Novak,-0.561,-2.243,4
69,0,29535,Brice Garnett,-0.658,-2.633,4
70,0,51894,Vince Whaley,-0.673,-2.691,4
71,0,34431,Robert Streb,-0.742,-2.966,4
72,0,31557,Jim Herman,-0.746,-2.982,4
73,0,32757,Patton Kizzire,-0.821,-3.282,4
74,0,35879,Kelly Kraft,-0.831,-3.325,4
75,0,32448,James Hahn,-0.876,-3.504,4
76,0,57975,Harry Hall,-0.946,-3.784,4
77,0,47102,David Micheluzzi,-1.029,-4.117,4
78,0,28679,Fabián Gómez,-1.068,-4.270,4
79,0,52372,Cameron Champ,-1.199,-4.796,4
80,-24,55893,Sam Stevens,-1.319,-5.276,4
81,0,51414,Brent Grant,-1.382,-5.526,4
82,0,58168,Davis Thompson,-1.573,-6.291,4
83,-79,32791,K.H. Lee,-1.745,-6.981,4
84,0,25900,Lucas Glover,-2.133,-8.530,4
