RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,48153,Matthieu Pavon,25.00,25,1
2,0,47504,Sam Burns,26.00,26,1
2,9,30925,Dustin Johnson,26.00,26,1
2,0,25818,Scott Piercy,26.00,26,1
5,0,27349,Alex Noren,27.00,27,1
6,0,32366,Kevin Chappell,28.00,28,1
6,0,25686,Jason Dufner,28.00,28,1
6,0,55413,Luis Gagne,28.00,28,1
6,0,46439,Will Grimmer,28.00,28,1
6,0,24924,Bill Haas,28.00,28,1
6,0,24361,Pat Perez,28.00,28,1
6,0,24138,Ian Poulter,28.00,28,1
13,0,30978,Kiradech Aphibarnrat,29.00,29,1
13,22,22371,Aaron Baddeley,29.00,29,1
13,0,34098,Russell Henley,29.00,29,1
13,0,48126,Calum Hill,29.00,29,1
13,22,21961,Charles Howell III,29.00,29,1
13,0,34242,Andrew Johnston,29.00,29,1
13,0,33122,Russell Knox,29.00,29,1
13,0,39537,Chris Naegel,29.00,29,1
13,0,26329,Louis Oosthuizen,29.00,29,1
13,-11,06527,Steve Stricker,29.00,29,1
13,0,33448,Justin Thomas,29.00,29,1
13,22,29484,Peter Uihlein,29.00,29,1
25,0,33948,Byeong Hun An,30.00,30,1
25,0,33974,Dean Burmester,30.00,30,1
25,0,55412,Mickey DeMorat,30.00,30,1
25,0,40098,Matt Fitzpatrick,30.00,30,1
25,0,10809,Jim Furyk,30.00,30,1
25,0,29974,Branden Grace,30.00,30,1
25,0,12716,Charley Hoffman,30.00,30,1
25,0,24024,Zach Johnson,30.00,30,1
25,0,36699,Patrick Rodgers,30.00,30,1
25,0,22405,Justin Rose,30.00,30,1
25,0,48081,Xander Schauffele,30.00,30,1
25,22,27649,Brandt Snedeker,30.00,30,1
37,0,26499,Rafa Cabrera Bello,31.00,31,1
37,0,47959,Bryson DeChambeau,31.00,31,1
37,0,29725,Tony Finau,31.00,31,1
37,-26,19846,Brian Gay,31.00,31,1
37,0,27644,Brian Harman,31.00,31,1
37,-26,36689,Brooks Koepka,31.00,31,1
37,0,32839,Hideki Matsuyama,31.00,31,1
37,0,54318,Matt Parziale,31.00,31,1
37,0,34360,Patrick Reed,31.00,31,1
37,0,29221,Webb Simpson,31.00,31,1
37,0,25349,Tim Wilkinson,31.00,31,1
48,0,35450,Patrick Cantlay,32.00,32,1
48,0,25364,Paul Casey,32.00,32,1
48,0,29936,Ryan Fox,32.00,32,1
48,0,34363,Tyrrell Hatton,32.00,32,1
48,0,52330,Dylan Meyer,32.00,32,1
48,14,21528,Henrik Stenson,32.00,32,1
48,0,27064,Jhonattan Vegas,32.00,32,1
48,0,36685,Cameron Wilson,32.00,32,1
48,0,31323,Gary Woodland,32.00,32,1
57,0,40026,Daniel Berger,33.00,33,1
57,0,27896,Ross Fisher,33.00,33,1
57,0,32102,Rickie Fowler,33.00,33,1
57,0,26851,Marc Leishman,33.00,33,1
57,-52,01810,Phil Mickelson,33.00,33,1
57,0,25198,Francesco Molinari,33.00,33,1
57,0,25632,Jimmy Walker,33.00,33,1
64,-29,45609,Tyler Duncan,34.00,34,1
64,0,35296,Haotong Li,34.00,34,1
64,0,29518,Brendan Steele,34.00,34,1
67,0,30911,Tommy Fleetwood,35.00,35,1
