RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,24024,Zach Johnson,61.29,19,31
2,0,55413,Luis Gagne,59.46,22,37
3,0,32839,Hideki Matsuyama,57.14,16,28
4,0,26499,Rafa Cabrera Bello,56.25,18,32
5,0,26329,Louis Oosthuizen,55.56,15,27
6,-2,30925,Dustin Johnson,54.55,12,22
6,0,33448,Justin Thomas,54.55,18,33
8,0,27349,Alex Noren,53.85,21,39
9,0,25818,Scott Piercy,52.94,18,34
10,0,22405,Justin Rose,51.85,14,27
11,0,40026,Daniel Berger,51.61,16,31
11,0,48153,Matthieu Pavon,51.61,16,31
13,-12,06527,Steve Stricker,51.52,17,33
14,0,25364,Paul Casey,50.00,14,28
14,0,30911,Tommy Fleetwood,50.00,11,22
14,0,29974,Branden Grace,50.00,17,34
14,0,29221,Webb Simpson,50.00,13,26
14,4,27649,Brandt Snedeker,50.00,17,34
14,17,21528,Henrik Stenson,50.00,13,26
14,0,27064,Jhonattan Vegas,50.00,15,30
14,0,25349,Tim Wilkinson,50.00,16,32
22,0,24361,Pat Perez,48.39,15,31
23,0,34363,Tyrrell Hatton,48.15,13,27
24,-14,36689,Brooks Koepka,47.83,11,23
25,0,10809,Jim Furyk,47.22,17,36
25,0,25632,Jimmy Walker,47.22,17,36
27,0,24924,Bill Haas,47.06,16,34
28,0,25686,Jason Dufner,46.67,14,30
29,0,27644,Brian Harman,46.43,13,28
29,0,12716,Charley Hoffman,46.43,13,28
31,0,32102,Rickie Fowler,46.15,12,26
32,0,40098,Matt Fitzpatrick,45.83,11,24
33,0,55412,Mickey DeMorat,45.45,15,33
33,0,24138,Ian Poulter,45.45,15,33
35,0,47959,Bryson DeChambeau,44.83,13,29
35,0,34242,Andrew Johnston,44.83,13,29
37,0,26851,Marc Leishman,44.44,12,27
38,0,33122,Russell Knox,43.33,13,30
39,0,34098,Russell Henley,42.86,12,28
39,0,39537,Chris Naegel,42.86,15,35
41,-15,22371,Aaron Baddeley,42.31,11,26
42,0,47504,Sam Burns,41.94,13,31
42,-1,21961,Charles Howell III,41.94,13,31
44,0,54318,Matt Parziale,41.38,12,29
44,0,31323,Gary Woodland,41.38,12,29
46,0,27896,Ross Fisher,40.74,11,27
46,0,29936,Ryan Fox,40.74,11,27
48,0,33974,Dean Burmester,40.63,13,32
48,0,52330,Dylan Meyer,40.63,13,32
50,0,48126,Calum Hill,40.00,12,30
51,0,36699,Patrick Rodgers,39.29,11,28
51,0,48081,Xander Schauffele,39.29,11,28
53,0,46439,Will Grimmer,37.84,14,37
54,0,30978,Kiradech Aphibarnrat,37.04,10,27
54,0,35450,Patrick Cantlay,37.04,10,27
54,0,29725,Tony Finau,37.04,10,27
57,0,34360,Patrick Reed,36.00,9,25
58,0,36685,Cameron Wilson,35.00,14,40
59,-39,19846,Brian Gay,34.48,10,29
60,0,35296,Haotong Li,33.33,7,21
60,0,29518,Brendan Steele,33.33,9,27
62,-49,45609,Tyler Duncan,32.00,8,25
63,0,33948,Byeong Hun An,31.25,10,32
64,-19,29484,Peter Uihlein,29.63,8,27
65,0,32366,Kevin Chappell,29.41,10,34
66,0,25198,Francesco Molinari,28.57,8,28
67,-29,01810,Phil Mickelson,25.93,7,27
