RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,44,24024,Zach Johnson,24.00,24,1
2,0,39971,Sungjae Im,25.00,25,1
2,0,22405,Justin Rose,25.00,25,1
4,59,32366,Kevin Chappell,26.00,26,1
4,0,06567,Vijay Singh,26.00,26,1
4,52,35891,Cameron Smith,26.00,26,1
4,59,35225,Brandon Stone,26.00,26,1
8,0,29479,Scott Brown,27.00,27,1
8,55,46435,Austin Cook,27.00,27,1
8,0,19846,Brian Gay,27.00,27,1
8,37,25198,Francesco Molinari,27.00,27,1
8,-2,24138,Ian Poulter,27.00,27,1
8,48,26331,Charl Schwartzel,27.00,27,1
8,21,29221,Webb Simpson,27.00,27,1
8,0,48887,Matt Wallace,27.00,27,1
8,31,31323,Gary Woodland,27.00,27,1
8,11,08793,Tiger Woods,27.00,27,1
18,0,20229,Stewart Cink,28.00,28,1
18,27,29725,Tony Finau,28.00,28,1
18,0,29936,Ryan Fox,28.00,28,1
18,0,10809,Jim Furyk,28.00,28,1
18,-12,32839,Hideki Matsuyama,28.00,28,1
18,0,45486,Joaquin Niemann,28.00,28,1
18,38,33968,Thorbjørn Olesen,28.00,28,1
18,0,46501,Ollie Schniederjans,28.00,28,1
18,0,27963,Chris Stroud,28.00,28,1
18,21,33448,Justin Thomas,28.00,28,1
18,0,25632,Jimmy Walker,28.00,28,1
29,-21,32102,Rickie Fowler,29.00,29,1
29,0,21961,Charles Howell III,29.00,29,1
29,16,30925,Dustin Johnson,29.00,29,1
29,0,30926,Chris Kirk,29.00,29,1
29,0,26596,Ryan Moore,29.00,29,1
29,-26,25396,Kevin Na,29.00,29,1
29,-21,24361,Pat Perez,29.00,29,1
29,0,33293,Thomas Pieters,29.00,29,1
29,0,34046,Jordan Spieth,29.00,29,1
38,7,33948,Byeong Hun An,30.00,30,1
38,-19,26499,Rafa Cabrera Bello,30.00,30,1
38,0,29970,Dylan Frittelli,30.00,30,1
38,1,29974,Branden Grace,30.00,30,1
38,-30,31646,Emiliano Grillo,30.00,30,1
38,18,29478,Kevin Kisner,30.00,30,1
38,-30,33122,Russell Knox,30.00,30,1
38,25,32816,Satoshi Kodaira,30.00,30,1
38,0,30944,Jason Kokrak,30.00,30,1
38,-30,26851,Marc Leishman,30.00,30,1
38,-9,24502,Adam Scott,30.00,30,1
38,0,27095,Nick Watney,30.00,30,1
50,0,33141,Keegan Bradley,31.00,31,1
50,-49,35450,Patrick Cantlay,31.00,31,1
50,-31,27644,Brian Harman,31.00,31,1
50,0,29420,Billy Horschel,31.00,31,1
50,0,26908,Yuta Ikeda,31.00,31,1
50,0,27408,Martin Kaymer,31.00,31,1
50,-31,36689,Brooks Koepka,31.00,31,1
50,0,29772,Michael Lorenzo-Vera,31.00,31,1
50,-31,46970,Jon Rahm,31.00,31,1
50,0,26476,Chez Reavie,31.00,31,1
60,3,40026,Daniel Berger,32.00,32,1
60,-15,28089,Jason Day,32.00,32,1
60,-41,30911,Tommy Fleetwood,32.00,32,1
60,0,27324,Seungsu Han,32.00,32,1
60,0,34098,Russell Henley,32.00,32,1
60,0,55752,Ben Kern,32.00,32,1
60,0,33204,Shane Lowry,32.00,32,1
60,0,34256,Andrew Putnam,32.00,32,1
60,-52,48081,Xander Schauffele,32.00,32,1
60,0,27649,Brandt Snedeker,32.00,32,1
60,0,39324,J.J. Spaun,32.00,32,1
60,0,45478,Julian Suri,32.00,32,1
60,-4,27064,Jhonattan Vegas,32.00,32,1
73,0,29535,Brice Garnett,33.00,33,1
73,-44,34363,Tyrrell Hatton,33.00,33,1
73,-65,28237,Rory McIlroy,33.00,33,1
73,0,34709,Eddie Pepperell,33.00,33,1
73,-34,27556,Ted Potter Jr.,33.00,33,1
78,-33,27896,Ross Fisher,34.00,34,1
78,0,34575,Adrian Otaegui,34.00,34,1
80,-61,33410,Andrew Landry,36.00,36,1
