RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,28089,Jason Day,26.75,107,4,25
2,9,27644,Brian Harman,27.00,108,4,23
2,0,27349,Alex Noren,27.00,108,4,24
2,0,26329,Louis Oosthuizen,27.00,108,4,25
5,27,39997,Corey Conners,27.25,109,4,25
5,0,24024,Zach Johnson,27.25,109,4,26
5,20,55182,Tom Kim,27.25,109,4,26
8,0,55721,Alex Fitzpatrick,27.50,110,4,23
8,11,32102,Rickie Fowler,27.50,110,4,26
8,0,39971,Sungjae Im,27.50,110,4,25
8,0,27506,Oliver Wilson,27.50,110,4,26
12,0,55509,Hurly Long,27.75,111,4,27
12,0,35913,Michael Stewart,27.75,111,4,25
14,0,47056,Rikuya Hoshino,28.00,112,4,23
14,0,34360,Patrick Reed,28.00,112,4,26
14,0,21528,Henrik Stenson,28.00,112,4,25
17,23,33948,Byeong Hun An,28.25,113,4,27
17,0,45836,Richard Bland,28.25,113,4,24
17,0,20229,Stewart Cink,28.25,113,4,24
17,15,33653,Thomas Detry,28.25,113,4,25
17,0,40098,Matt Fitzpatrick,28.25,113,4,26
17,-14,30911,Tommy Fleetwood,28.25,113,4,25
17,-14,39977,Max Homa,28.25,113,4,27
17,38,37250,Romain Langasque,28.25,113,4,27
17,0,45523,Thriston Lawrence,28.25,113,4,26
17,0,46970,Jon Rahm,28.25,113,4,24
17,23,29531,Richie Ramsay,28.25,113,4,27
17,0,35891,Cameron Smith,28.25,113,4,26
29,11,52453,Nicolai Hojgaard,28.50,114,4,25
30,0,35450,Patrick Cantlay,28.75,115,4,27
30,-5,29936,Ryan Fox,28.75,115,4,26
30,31,55955,Matthew Jordan,28.75,115,4,26
30,-19,37378,Min Woo Lee,28.75,115,4,24
34,-25,28237,Rory McIlroy,29.00,116,4,26
34,41,46646,Antoine Rozner,29.00,116,4,28
34,0,39113,Shubhankar Sharma,29.00,116,4,26
34,0,30692,Scott Stallings,29.00,116,4,26
34,0,49960,Sepp Straka,29.00,116,4,24
34,0,32139,Danny Willett,29.00,116,4,28
40,0,45522,Christiaan Bezuidenhout,29.25,117,4,28
40,0,39412,Zack Fischer,29.25,117,4,26
40,0,34363,Tyrrell Hatton,29.25,117,4,27
40,0,65374,Brandon Robinson Thompson,29.25,117,4,27
44,0,47959,Bryson DeChambeau,29.50,118,4,26
44,0,31646,Emiliano Grillo,29.50,118,4,29
44,-41,34409,David Lingmerth,29.50,118,4,28
44,-42,52215,Robert MacIntyre,29.50,118,4,28
44,6,39834,Guido Migliozzi,29.50,118,4,28
44,0,24502,Adam Scott,29.50,118,4,27
44,21,46464,Jordan Smith,29.50,118,4,27
51,17,34310,Alexander Björk,29.75,119,4,28
51,0,34362,Laurie Canter,29.75,119,4,26
51,-26,46717,Viktor Hovland,29.75,119,4,28
51,0,54422,Christo Lamprecht,29.75,119,4,27
51,0,34575,Adrian Otaegui,29.75,119,4,28
51,-40,49771,J.T. Poston,29.75,119,4,28
51,-26,48081,Xander Schauffele,29.75,119,4,27
51,0,34046,Jordan Spieth,29.75,119,4,27
51,-1,31323,Gary Woodland,29.75,119,4,25
51,0,57366,Cameron Young,29.75,119,4,28
61,-24,51766,Wyndham Clark,30.00,120,4,29
61,0,35174,Matthew Southgate,30.00,120,4,27
63,5,20766,Padraig Harrington,30.25,121,4,28
63,0,32839,Hideki Matsuyama,30.25,121,4,29
63,-8,47679,Victor Perez,30.25,121,4,29
63,-23,23481,Marcel Siem,30.25,121,4,27
67,7,28300,Joost Luiten,30.50,122,4,27
67,0,33293,Thomas Pieters,30.50,122,4,29
67,-30,52666,Sami Valimaki,30.50,122,4,26
70,0,36689,Brooks Koepka,30.75,123,4,30
70,-15,34256,Andrew Putnam,30.75,123,4,28
70,0,30927,Brendon Todd,30.75,123,4,29
73,-59,48117,Kurt Kitayama,31.25,125,4,28
73,0,33674,Adrian Meronk,31.25,125,4,28
75,-20,46046,Scottie Scheffler,31.50,126,4,27
76,0,45526,Abraham Ancer,32.25,129,4,30
