RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,46970,Jon Rahm,1.514,6.057,4
2,0,50525,Collin Morikawa,1.413,5.652,4
3,0,47504,Sam Burns,1.273,5.091,4
4,0,39977,Max Homa,1.133,4.531,4
5,0,40098,Matt Fitzpatrick,0.839,3.357,4
6,0,35450,Patrick Cantlay,0.738,2.953,4
7,0,32791,K.H. Lee,0.688,2.752,4
8,0,28252,Seamus Power,0.667,2.667,4
9,0,30692,Scott Stallings,0.645,2.578,4
10,0,35532,Tom Hoge,0.556,2.223,4
11,0,29725,Tony Finau,0.555,2.219,4
12,0,46046,Scottie Scheffler,0.538,2.152,4
13,0,47483,Will Zalatoris,0.509,2.034,4
14,0,39324,J.J. Spaun,0.385,1.540,4
15,0,32839,Hideki Matsuyama,0.368,1.470,4
16,0,49964,Aaron Wise,0.335,1.338,4
17,0,49960,Sepp Straka,0.324,1.296,4
18,0,29420,Billy Horschel,0.322,1.286,4
19,0,49771,J.T. Poston,0.149,0.596,4
20,0,35506,Mackenzie Hughes,0.129,0.516,4
20,0,34046,Jordan Spieth,0.129,0.514,4
22,0,57366,Cameron Young,0.109,0.434,4
23,0,46717,Viktor Hovland,-0.060,-0.242,4
24,0,39971,Sungjae Im,-0.197,-0.787,4
25,0,39997,Corey Conners,-0.234,-0.935,4
26,0,55182,Tom Kim,-0.270,-1.080,4
27,0,33448,Justin Thomas,-0.325,-1.302,4
28,0,27644,Brian Harman,-0.368,-1.474,4
29,0,27129,Luke List,-0.528,-2.112,4
30,0,46601,Trey Mullinax,-0.678,-2.714,4
31,0,47983,Chad Ramey,-0.698,-2.791,4
32,0,28420,Ryan Brehm,-0.726,-2.906,4
33,0,26476,Chez Reavie,-1.141,-4.564,4
34,0,24502,Adam Scott,-1.420,-5.679,4
35,0,33141,Keegan Bradley,-1.421,-5.684,4
36,0,34098,Russell Henley,-1.487,-5.950,4
37,0,51634,Sahith Theegala,-1.558,-6.234,4
38,0,40115,Adam Svensson,-2.148,-8.593,4
