RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,34360,Patrick Reed,26.00,104,4,25
2,0,28237,Rory McIlroy,27.25,109,4,23
3,67,29725,Tony Finau,27.75,111,4,23
3,0,29478,Kevin Kisner,27.75,111,4,27
5,0,25364,Paul Casey,28.00,112,4,24
5,-1,01810,Phil Mickelson,28.00,112,4,27
5,0,46970,Jon Rahm,28.00,112,4,26
5,0,29221,Webb Simpson,28.00,112,4,24
9,2,32102,Rickie Fowler,28.25,113,4,26
9,0,32816,Satoshi Kodaira,28.25,113,4,26
9,10,23108,Matt Kuchar,28.25,113,4,27
9,0,26851,Marc Leishman,28.25,113,4,26
13,0,30978,Kiradech Aphibarnrat,28.50,114,4,24
13,0,35891,Cameron Smith,28.50,114,4,27
15,0,29974,Branden Grace,28.75,115,4,24
15,0,35296,Haotong Li,28.75,115,4,25
17,0,40098,Matt Fitzpatrick,29.00,116,4,28
17,0,37455,Si Woo Kim,29.00,116,4,28
17,2,24138,Ian Poulter,29.00,116,4,24
17,0,25632,Jimmy Walker,29.00,116,4,27
21,0,01226,Fred Couples,29.25,117,4,27
21,0,52375,Doug Ghim,29.25,117,4,26
21,0,27644,Brian Harman,29.25,117,4,27
21,0,12716,Charley Hoffman,29.25,117,4,27
21,29,34046,Jordan Spieth,29.25,117,4,24
21,42,21528,Henrik Stenson,29.25,117,4,28
21,0,27064,Jhonattan Vegas,29.25,117,4,26
21,0,08793,Tiger Woods,29.25,117,4,28
29,21,40026,Daniel Berger,29.50,118,4,28
29,0,24024,Zach Johnson,29.50,118,4,26
29,0,26329,Louis Oosthuizen,29.50,118,4,23
32,0,32839,Hideki Matsuyama,29.75,119,4,27
32,0,26476,Chez Reavie,29.75,119,4,28
34,0,28089,Jason Day,30.00,120,4,27
34,0,33399,Adam Hadwin,30.00,120,4,27
34,0,34363,Tyrrell Hatton,30.00,120,4,25
34,-8,34098,Russell Henley,30.00,120,4,27
34,0,30925,Dustin Johnson,30.00,120,4,26
34,0,27408,Martin Kaymer,30.00,120,4,28
34,0,26596,Ryan Moore,30.00,120,4,28
34,0,06567,Vijay Singh,30.00,120,4,26
42,0,26499,Rafa Cabrera Bello,30.25,121,4,28
42,18,22405,Justin Rose,30.25,121,4,28
42,0,48081,Xander Schauffele,30.25,121,4,28
42,0,33448,Justin Thomas,30.25,121,4,23
46,0,01666,Bernhard Langer,30.50,122,4,27
46,0,25804,Bubba Watson,30.50,122,4,27
48,0,30911,Tommy Fleetwood,30.75,123,4,29
48,0,29454,Bernd Wiesberger,30.75,123,4,30
50,0,47959,Bryson DeChambeau,31.00,124,4,27
50,0,25198,Francesco Molinari,31.00,124,4,28
52,0,24502,Adam Scott,31.25,125,4,29
53,0,30110,Kyle Stanley,31.75,127,4,31
