RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,21528,Henrik Stenson,83.33,60,72,-0.25
2,0,47128,Richy Werenski,80.56,58,72,-0.28
3,0,06527,Steve Stricker,79.17,57,72,-0.35
4,18,26331,Charl Schwartzel,77.78,56,72,-0.32
5,12,40026,Daniel Berger,76.39,55,72,-0.29
5,66,29725,Tony Finau,76.39,55,72,-0.31
5,0,40098,Matt Fitzpatrick,76.39,55,72,-0.25
5,0,30926,Chris Kirk,76.39,55,72,-0.20
5,8,29221,Webb Simpson,76.39,55,72,-0.44
10,0,29479,Scott Brown,75.00,54,72,-0.31
10,0,30911,Tommy Fleetwood,75.00,54,72,-0.41
10,0,29974,Branden Grace,75.00,54,72,-0.26
10,0,23353,J.J. Henry,75.00,54,72,-0.22
10,0,23108,Matt Kuchar,75.00,54,72,-0.37
10,0,26596,Ryan Moore,75.00,54,72,-0.30
10,0,46970,Jon Rahm,75.00,54,72,-0.22
17,0,39954,Cody Gribble,73.61,53,72,-0.34
17,-13,35461,Beau Hossler,73.61,53,72,-0.23
17,5,36689,Brooks Koepka,73.61,53,72,-0.38
17,44,27064,Jhonattan Vegas,73.61,53,72,-0.32
21,0,35450,Patrick Cantlay,72.22,52,72,-0.33
21,9,27896,Ross Fisher,72.22,52,72,-0.27
21,24,29535,Brice Garnett,72.22,52,72,-0.31
21,0,30925,Dustin Johnson,72.22,52,72,-0.33
21,0,27349,Alex Noren,72.22,52,72,-0.37
21,54,48081,Xander Schauffele,72.22,52,72,-0.38
21,0,24502,Adam Scott,72.22,52,72,-0.25
21,0,34046,Jordan Spieth,72.22,52,72,-0.37
29,32,33948,Byeong Hun An,70.83,51,72,-0.31
29,0,26499,Rafa Cabrera Bello,70.83,51,72,-0.45
29,-7,33399,Adam Hadwin,70.83,51,72,-0.27
29,16,35421,Brandon Harkins,70.83,51,72,-0.29
29,16,21961,Charles Howell III,70.83,51,72,-0.31
29,0,29908,C.T. Pan,70.83,51,72,-0.33
29,0,32333,Kevin Tway,70.83,51,72,-0.24
29,-28,27095,Nick Watney,70.83,51,72,-0.35
37,32,28089,Jason Day,69.44,50,72,-0.36
37,0,37455,Si Woo Kim,69.44,50,72,-0.32
37,-20,33204,Shane Lowry,69.44,50,72,-0.32
37,24,34213,Grayson Murray,69.44,50,72,-0.32
37,-28,08793,Tiger Woods,69.44,50,72,-0.40
42,-38,47959,Bryson DeChambeau,68.06,49,72,-0.33
42,-39,31646,Emiliano Grillo,68.06,49,72,-0.37
42,-2,35506,Mackenzie Hughes,68.06,49,72,-0.39
42,0,30944,Jason Kokrak,68.06,49,72,-0.31
42,0,25396,Kevin Na,68.06,49,72,-0.39
42,3,27556,Ted Potter Jr.,68.06,49,72,-0.33
42,0,24138,Ian Poulter,68.06,49,72,-0.35
42,-29,34360,Patrick Reed,68.06,49,72,-0.29
42,19,23621,Rory Sabbatini,68.06,49,72,-0.37
42,0,25632,Jimmy Walker,68.06,49,72,-0.37
42,0,25804,Bubba Watson,68.06,49,72,-0.27
53,0,33141,Keegan Bradley,66.67,48,72,-0.44
53,-31,46435,Austin Cook,66.67,48,72,-0.40
53,-31,25686,Jason Dufner,66.67,48,72,-0.44
53,0,29461,Jamie Lovemark,66.67,48,72,-0.42
53,0,23320,Ryan Palmer,66.67,48,72,-0.38
53,0,26476,Chez Reavie,66.67,48,72,-0.38
53,0,22405,Justin Rose,66.67,48,72,-0.42
60,0,21209,Sergio Garcia,65.28,47,72,-0.32
60,-43,34563,Chesson Hadley,65.28,47,72,-0.49
60,0,27936,Martin Laird,65.28,47,72,-0.43
60,0,29926,Danny Lee,65.28,47,72,-0.40
60,0,26851,Marc Leishman,65.28,47,72,-0.28
60,-15,37189,Harold Varner III,65.28,47,72,-0.51
66,0,33410,Andrew Landry,63.89,46,72,-0.28
66,-36,33448,Justin Thomas,63.89,46,72,-0.41
66,0,28132,Tyrone Van Aswegen,63.89,46,72,-0.30
69,0,29420,Billy Horschel,62.50,45,72,-0.44
70,-11,27963,Chris Stroud,59.72,43,72,-0.30
71,0,30978,Kiradech Aphibarnrat,58.33,42,72,-0.40
