RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,39067,MJ Daffue,24.00,24,1
1,0,30925,Dustin Johnson,24.00,24,1
3,1,40098,Matt Fitzpatrick,25.00,25,1
3,0,55182,Tom Kim,25.00,25,1
3,0,34409,David Lingmerth,25.00,25,1
3,0,47347,Adam Schenk,25.00,25,1
3,0,49964,Aaron Wise,25.00,25,1
8,53,33399,Adam Hadwin,26.00,26,1
8,0,34256,Andrew Putnam,26.00,26,1
8,24,22405,Justin Rose,26.00,26,1
8,0,24502,Adam Scott,26.00,26,1
12,0,61143,Austin Greaser,27.00,27,1
12,0,50525,Collin Morikawa,27.00,27,1
12,8,48822,Sebastián Muñoz,27.00,27,1
12,0,35986,Todd Sinnott,27.00,27,1
16,0,59652,Sam Bennett,28.00,28,1
16,0,45836,Richard Bland,28.00,28,1
16,0,33141,Keegan Bradley,28.00,28,1
16,0,55708,Hayden Buckley,28.00,28,1
16,0,59095,Chris Gotterup,28.00,28,1
16,0,27644,Brian Harman,28.00,28,1
16,-15,28237,Rory McIlroy,28.00,28,1
16,0,39834,Guido Migliozzi,28.00,28,1
16,0,28252,Seamus Power,28.00,28,1
16,34,36699,Patrick Rodgers,28.00,28,1
16,0,48081,Xander Schauffele,28.00,28,1
16,0,48699,Callum Tarren,28.00,28,1
28,4,47504,Sam Burns,29.00,29,1
28,0,35450,Patrick Cantlay,29.00,29,1
28,0,51586,Stewart Hagestad,29.00,29,1
28,0,34363,Tyrrell Hatton,29.00,29,1
28,0,36689,Brooks Koepka,29.00,29,1
28,0,26851,Marc Leishman,29.00,29,1
28,0,36871,Matthew NeSmith,29.00,29,1
28,0,34360,Patrick Reed,29.00,29,1
28,4,46046,Scottie Scheffler,29.00,29,1
28,0,46405,Sebastian Soderberg,29.00,29,1
28,0,55893,Sam Stevens,29.00,29,1
28,0,33419,Cameron Tringale,29.00,29,1
40,0,34099,Harris English,30.00,30,1
40,-8,47988,Nick Hardy,30.00,30,1
40,0,35461,Beau Hossler,30.00,30,1
40,-33,35506,Mackenzie Hughes,30.00,30,1
40,0,51491,Brandon Matthews,30.00,30,1
40,0,39537,Chris Naegel,30.00,30,1
40,0,45486,Joaquin Niemann,30.00,30,1
40,0,47995,Davis Riley,30.00,30,1
40,0,34046,Jordan Spieth,30.00,30,1
40,-8,33448,Justin Thomas,30.00,30,1
40,0,31323,Gary Woodland,30.00,30,1
40,0,47483,Will Zalatoris,30.00,30,1
52,0,34076,Joel Dahmen,31.00,31,1
52,0,47959,Bryson DeChambeau,31.00,31,1
52,0,37378,Min Woo Lee,31.00,31,1
52,0,32839,Hideki Matsuyama,31.00,31,1
52,0,47993,Denny McCarthy,31.00,31,1
52,0,34213,Grayson Murray,31.00,31,1
52,0,46970,Jon Rahm,31.00,31,1
59,0,32791,K.H. Lee,32.00,32,1
59,0,33293,Thomas Pieters,32.00,32,1
59,0,63123,Travis Vick,32.00,32,1
62,0,27909,Wil Besseling,33.00,33,1
62,0,34255,Joseph Bramlett,33.00,33,1
62,0,39977,Max Homa,33.00,33,1
