RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,27554,Scott Harrington,2.277,9.108,4
2,14,35461,Beau Hossler,2.072,8.289,4
3,0,39546,Keith Mitchell,1.579,6.316,4
4,0,26851,Marc Leishman,1.521,6.083,4
5,0,48081,Xander Schauffele,1.419,5.676,4
6,28,46402,Talor Gooch,1.402,5.609,4
7,7,46441,Robby Shelton,1.259,5.037,4
8,55,29926,Danny Lee,1.245,4.981,4
9,-4,47504,Sam Burns,1.155,4.619,4
10,30,24024,Zach Johnson,1.035,4.140,4
11,2,34099,Harris English,.991,3.962,4
12,0,45522,Christiaan Bezuidenhout,.986,3.942,4
13,0,53165,Doc Redman,.950,3.799,4
14,55,33597,Harry Higgs,.847,3.388,4
15,0,34363,Tyrrell Hatton,.839,3.357,4
16,0,27974,Sung Kang,.804,3.217,4
17,0,30927,Brendon Todd,.803,3.210,4
18,0,19846,Brian Gay,.754,3.014,4
19,1,36699,Patrick Rodgers,.742,2.969,4
20,0,34360,Patrick Reed,.628,2.513,4
21,0,32640,Troy Merritt,.598,2.391,4
22,0,30944,Jason Kokrak,.555,2.220,4
23,0,39977,Max Homa,.539,2.156,4
24,-1,24138,Ian Poulter,.500,1.998,4
25,0,32139,Danny Willett,.483,1.933,4
26,0,40098,Matt Fitzpatrick,.408,1.631,4
27,31,35449,Adam Long,.362,1.448,4
28,0,25572,Graeme McDowell,.287,1.148,4
29,0,47959,Bryson DeChambeau,.284,1.136,4
30,0,29223,Sam Saunders,.280,1.120,4
31,7,39971,Sungjae Im,.271,1.085,4
32,0,32102,Rickie Fowler,.250,1.001,4
32,6,29970,Dylan Frittelli,.250,.998,4
34,0,25396,Kevin Na,.196,.783,4
35,0,35532,Tom Hoge,.185,.740,4
36,10,56278,Matthew Wolff,.177,.709,4
37,0,35310,Lanto Griffin,.174,.694,4
38,0,48887,Matt Wallace,.148,.590,4
39,-12,20229,Stewart Cink,.121,.482,4
40,19,34021,Bud Cauley,.031,.123,4
41,-37,23325,Vaughn Taylor,.012,.047,4
42,0,25863,Rod Perry,.011,.045,4
43,0,29479,Scott Brown,-.002,-.009,4
44,0,36689,Brooks Koepka,-.020,-.081,4
45,0,28237,Rory McIlroy,-.130,-.522,4
46,20,37189,Harold Varner III,-.135,-.541,4
47,0,12716,Charley Hoffman,-.173,-.693,4
48,1,29420,Billy Horschel,-.196,-.786,4
49,0,32366,Kevin Chappell,-.199,-.798,4
50,-7,32791,K.H. Lee,-.222,-.890,4
51,0,25493,Nick Taylor,-.244,-.978,4
52,-41,51766,Wyndham Clark,-.328,-1.312,4
53,0,46717,Viktor Hovland,-.377,-1.509,4
54,0,34076,Joel Dahmen,-.398,-1.593,4
55,0,27942,Rob Oppenheim,-.420,-1.681,4
56,0,06527,Steve Stricker,-.423,-1.691,4
57,-3,26300,Matt Jones,-.437,-1.750,4
58,0,40058,Zac Blair,-.440,-1.761,4
59,-31,25632,Jimmy Walker,-.563,-2.253,4
60,0,50525,Collin Morikawa,-.603,-2.414,4
61,-20,23621,Rory Sabbatini,-.700,-2.800,4
62,0,45526,Abraham Ancer,-.711,-2.843,4
63,0,32254,Xinjun Zhang,-.789,-3.157,4
64,0,01706,Davis Love III,-.801,-3.204,4
65,0,33141,Keegan Bradley,-.929,-3.717,4
66,0,26596,Ryan Moore,-1.121,-4.485,4
67,0,46046,Scottie Scheffler,-1.212,-4.849,4
68,0,32839,Hideki Matsuyama,-1.502,-6.008,4
69,-36,33948,Byeong Hun An,-2.293,-9.171,4
