RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,8,47993,Denny McCarthy,1.982,7.927,4
2,24,37340,Chase Wright,1.802,7.209,4
3,0,32757,Patton Kizzire,1.653,6.614,4
4,0,33399,Adam Hadwin,1.590,6.361,4
5,0,50493,Justin Suh,1.548,6.194,4
6,0,39546,Keith Mitchell,1.522,6.087,4
7,0,25900,Lucas Glover,1.516,6.063,4
8,0,32640,Troy Merritt,1.515,6.061,4
9,0,26951,Johnson Wagner,1.433,5.732,4
10,0,21407,Arjun Atwal,1.395,5.581,4
11,0,47959,Bryson DeChambeau,1.305,5.222,4
12,0,51766,Wyndham Clark,1.166,4.666,4
13,14,19803,Ryan Armour,1.123,4.493,4
14,0,33141,Keegan Bradley,1.004,4.017,4
15,0,32816,Satoshi Kodaira,1.000,4.000,4
16,52,35532,Tom Hoge,.916,3.665,4
17,17,46523,Joey Garber,.907,3.628,4
18,0,35461,Beau Hossler,.883,3.533,4
19,0,27644,Brian Harman,.848,3.392,4
20,4,33418,Shawn Stefani,.817,3.268,4
21,0,26758,David Hearn,.808,3.231,4
22,0,20572,Rod Pampling,.729,2.917,4
23,0,37380,Curtis Luck,.700,2.800,4
24,0,01677,Tom Lehman,.590,2.361,4
25,0,28679,Fabián Gómez,.534,2.135,4
26,-4,33486,Roger Sloan,.530,2.122,4
27,0,37275,Sam Ryder,.489,1.955,4
28,37,39971,Sungjae Im,.479,1.918,4
29,0,47128,Richy Werenski,.452,1.808,4
30,41,34021,Bud Cauley,.406,1.623,4
31,0,29479,Scott Brown,.320,1.282,4
32,0,34431,Robert Streb,.277,1.107,4
33,30,32200,Roberto Castro,.270,1.080,4
34,0,33449,Zack Sucher,.266,1.066,4
35,0,40026,Daniel Berger,.220,.879,4
36,0,25818,Scott Piercy,.206,.826,4
37,10,33667,Carlos Ortiz,.178,.713,4
38,14,47504,Sam Burns,.177,.710,4
39,0,56278,Matthew Wolff,.169,.675,4
40,-12,34466,Peter Malnati,.164,.658,4
41,0,49766,Hank Lebioda,.107,.429,4
42,-25,39324,J.J. Spaun,.090,.360,4
43,0,29223,Sam Saunders,.071,.284,4
44,-29,29535,Brice Garnett,.066,.265,4
45,-42,46402,Talor Gooch,.053,.211,4
46,-1,35506,Mackenzie Hughes,.050,.201,4
47,0,50525,Collin Morikawa,.049,.195,4
48,-10,32839,Hideki Matsuyama,.048,.193,4
49,0,25686,Jason Dufner,.044,.175,4
50,-1,21961,Charles Howell III,.002,.007,4
51,0,24361,Pat Perez,-.005,-.018,4
52,0,19846,Brian Gay,-.013,-.050,4
53,11,25493,Nick Taylor,-.028,-.112,4
54,-31,45486,Joaquin Niemann,-.071,-.285,4
55,0,36689,Brooks Koepka,-.116,-.462,4
56,0,49633,Charlie Danielson,-.200,-.801,4
57,0,29725,Tony Finau,-.219,-.876,4
58,0,48822,Sebastián Muñoz,-.270,-1.078,4
59,-45,46717,Viktor Hovland,-.291,-1.163,4
60,2,29268,Bronson Burgoon,-.315,-1.260,4
61,-26,33419,Cameron Tringale,-.333,-1.333,4
62,-32,34360,Patrick Reed,-.437,-1.749,4
63,0,36799,Stephan Jaeger,-.496,-1.983,4
64,-9,47990,Kyle Jones,-.662,-2.646,4
65,0,28089,Jason Day,-.979,-3.916,4
66,-15,27214,Kevin Streelman,-1.143,-4.572,4
67,0,28132,Tyrone Van Aswegen,-1.165,-4.661,4
68,0,27936,Martin Laird,-1.224,-4.896,4
69,-12,29970,Dylan Frittelli,-1.253,-5.011,4
70,0,40115,Adam Svensson,-1.285,-5.139,4
71,-28,29518,Brendan Steele,-1.564,-6.255,4
72,0,39997,Corey Conners,-1.656,-6.622,4
73,0,49298,Kramer Hickok,-1.757,-7.026,4
