RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,24,31420,Anirban Lahiri,1.805,7.220,4
2,0,34563,Chesson Hadley,1.725,6.899,4
3,0,36799,Stephan Jaeger,1.692,6.768,4
4,0,31416,Derek Fathauer,1.382,5.527,4
5,-1,35461,Beau Hossler,1.370,5.482,4
6,0,27974,Sung Kang,1.209,4.835,4
7,0,08793,Tiger Woods,1.194,4.775,4
8,0,27958,Ryan Blaum,1.091,4.364,4
9,0,27556,Ted Potter Jr.,1.003,4.014,4
10,0,47347,Adam Schenk,.980,3.921,4
11,55,19803,Ryan Armour,.978,3.914,4
12,0,40058,Zac Blair,.969,3.877,4
13,0,49771,J.T. Poston,.955,3.819,4
14,0,46501,Ollie Schniederjans,.876,3.504,4
15,25,32448,James Hahn,.829,3.316,4
16,4,36699,Patrick Rodgers,.822,3.290,4
17,0,25198,Francesco Molinari,.802,3.207,4
18,0,23541,Ben Crane,.674,2.695,4
19,0,29420,Billy Horschel,.589,2.357,4
20,-11,40009,Dominic Bozzelli,.582,2.330,4
21,0,32102,Rickie Fowler,.557,2.230,4
22,0,45486,Joaquin Niemann,.516,2.066,4
23,0,45526,Abraham Ancer,.491,1.966,4
24,0,34076,Joel Dahmen,.430,1.719,4
25,0,34256,Andrew Putnam,.424,1.697,4
26,0,26851,Marc Leishman,.414,1.657,4
27,-10,29479,Scott Brown,.396,1.585,4
28,0,33948,Byeong Hun An,.382,1.530,4
29,39,50526,Tom Lovelady,.353,1.414,4
30,0,29908,C.T. Pan,.340,1.361,4
31,18,37275,Sam Ryder,.322,1.287,4
32,0,27895,Jonas Blixt,.312,1.247,4
33,38,34174,John Huh,.292,1.168,4
34,0,31323,Gary Woodland,.266,1.065,4
35,0,53165,Doc Redman,.253,1.011,4
36,-22,34409,David Lingmerth,.250,1.000,4
37,-30,30110,Kyle Stanley,.193,.772,4
38,0,29268,Bronson Burgoon,.179,.718,4
39,7,28679,Fabián Gómez,.170,.682,4
40,0,25396,Kevin Na,.141,.566,4
41,0,26951,Johnson Wagner,.110,.442,4
42,0,33410,Andrew Landry,.102,.408,4
42,0,52330,Dylan Meyer,.102,.407,4
44,0,19846,Brian Gay,.099,.395,4
45,0,25632,Jimmy Walker,.035,.142,4
46,-45,20472,Alex Cejka,.006,.024,4
47,0,22056,Cameron Percy,-.029,-.116,4
48,0,35376,Roberto Díaz,-.096,-.385,4
49,0,24924,Bill Haas,-.114,-.456,4
50,-5,28500,Martin Flores,-.127,-.507,4
51,0,23320,Ryan Palmer,-.131,-.524,4
52,-26,47287,Ethan Tracy,-.139,-.557,4
53,0,24358,Robert Garrigus,-.209,-.834,4
54,-21,32333,Kevin Tway,-.277,-1.106,4
55,0,37189,Harold Varner III,-.278,-1.111,4
56,0,32640,Troy Merritt,-.294,-1.177,4
57,3,45609,Tyler Duncan,-.361,-1.443,4
58,-17,28252,Seamus Power,-.379,-1.514,4
59,-40,35421,Brandon Harkins,-.407,-1.628,4
60,-13,39324,J.J. Spaun,-.468,-1.871,4
61,-9,27214,Kevin Streelman,-.615,-2.461,4
62,0,27963,Chris Stroud,-.624,-2.495,4
63,0,26758,David Hearn,-.636,-2.544,4
64,-48,33399,Adam Hadwin,-.642,-2.569,4
65,0,39997,Corey Conners,-.646,-2.582,4
66,0,30978,Kiradech Aphibarnrat,-.656,-2.625,4
67,-33,35310,Lanto Griffin,-.701,-2.802,4
68,0,32254,Xinjun Zhang,-.728,-2.912,4
69,-38,35545,Blayne Barber,-.774,-3.094,4
70,0,52375,Doug Ghim,-.793,-3.171,4
71,0,27095,Nick Watney,-.797,-3.188,4
72,0,21961,Charles Howell III,-.892,-3.566,4
73,-68,20229,Stewart Cink,-1.095,-4.380,4
74,-61,29461,Jamie Lovemark,-1.414,-5.654,4
