PLAYER_ID,PLAYER_NAME,TOURNAMENT_NAME,GIR_PERCENTAGE,TOTAL_DRIVING_DISTANCE,FIR_PERCENTAGE,SCRAMBLING_PERCENTAGE,PUTTS_PER_ROUND,R1_PUTTS
21209,Sergio Garcia,2021 The Open Championship,80.56,304.0,64.29,42.86,32.25,28
46970,Jon Rahm,2021 The Open Championship,80.56,308.8,69.64,57.14,30.5,30
29725,Tony Finau,2021 The Open Championship,76.39,298.6,62.5,52.94,31.0,30
34587,Chan Kim,2021 The Open Championship,76.39,291.9,53.57,47.06,31.5,33
25364,Paul Casey,2021 The Open Championship,75.0,280.9,62.5,72.22,30.0,31
39997,Corey Conners,2021 The Open Championship,75.0,290.5,66.07,50.0,30.0,29
29420,Billy Horschel,2021 The Open Championship,75.0,286.5,58.93,50.0,31.5,28
33204,Shane Lowry,2021 The Open Championship,75.0,277.8,71.43,44.44,30.5,31
50525,Collin Morikawa,2021 The Open Championship,75.0,285.8,60.71,77.78,27.75,27
48867,Matti Schmid,2021 The Open Championship,75.0,291.0,69.64,50.0,32.0,34
27649,Brandt Snedeker,2021 The Open Championship,75.0,280.8,67.86,50.0,30.5,32
33948,Byeong Hun An,2021 The Open Championship,73.61,303.4,53.57,63.16,30.0,26
36689,Brooks Koepka,2021 The Open Championship,73.61,304.3,64.29,57.89,30.0,32
52215,Robert MacIntyre,2021 The Open Championship,73.61,291.8,64.29,57.89,29.25,31
26329,Louis Oosthuizen,2021 The Open Championship,73.61,297.1,69.64,68.42,29.0,26
34046,Jordan Spieth,2021 The Open Championship,73.61,296.6,66.07,63.16,28.5,27
45526,Abraham Ancer,2021 The Open Championship,72.22,276.0,60.71,55.0,31.0,31
40026,Daniel Berger,2021 The Open Championship,72.22,281.5,73.21,80.0,30.0,30
29936,Ryan Fox,2021 The Open Championship,72.22,312.3,35.71,45.0,31.25,31
46402,Talor Gooch,2021 The Open Championship,72.22,287.5,62.5,75.0,31.0,29
35506,Mackenzie Hughes,2021 The Open Championship,72.22,286.9,60.71,60.0,29.5,29
27214,Kevin Streelman,2021 The Open Championship,72.22,294.1,66.07,55.0,29.75,30
30911,Tommy Fleetwood,2021 The Open Championship,70.83,293.3,50.0,61.9,29.5,28
46717,Viktor Hovland,2021 The Open Championship,70.83,282.0,62.5,66.67,29.5,27
30944,Jason Kokrak,2021 The Open Championship,70.83,298.3,46.43,57.14,30.5,33
46046,Scottie Scheffler,2021 The Open Championship,70.83,304.5,66.07,61.9,29.0,30
48887,Matt Wallace,2021 The Open Championship,70.83,284.4,51.79,52.38,30.5,30
45194,Marcus Armitage,2021 The Open Championship,69.44,275.6,62.5,50.0,30.25,28
45836,Richard Bland,2021 The Open Championship,69.44,274.5,75.0,59.09,31.5,34
29970,Dylan Frittelli,2021 The Open Championship,69.44,308.0,57.14,72.73,28.25,28
35310,Lanto Griffin,2021 The Open Championship,69.44,299.5,66.07,68.18,29.75,29
30925,Dustin Johnson,2021 The Open Championship,69.44,301.6,60.71,50.0,28.75,30
54190,Richard Mansell,2021 The Open Championship,69.44,296.1,58.93,54.55,31.0,35
46414,Aaron Rai,2021 The Open Championship,69.44,277.4,76.79,63.64,29.75,27
24502,Adam Scott,2021 The Open Championship,69.44,263.6,60.71,68.18,30.25,30
23481,Marcel Siem,2021 The Open Championship,69.44,263.9,69.64,77.27,29.25,26
35314,Andy Sullivan,2021 The Open Championship,69.44,277.1,66.07,63.64,29.5,28
33448,Justin Thomas,2021 The Open Championship,69.44,294.3,64.29,63.64,30.5,35
35181,Daniel van Tonder,2021 The Open Championship,69.44,291.3,62.5,59.09,29.75,28
47959,Bryson DeChambeau,2021 The Open Championship,68.06,305.3,46.43,56.52,30.25,31
32102,Rickie Fowler,2021 The Open Championship,68.06,283.4,48.21,52.17,30.5,27
31646,Emiliano Grillo,2021 The Open Championship,68.06,286.0,57.14,56.52,28.25,31
27644,Brian Harman,2021 The Open Championship,68.06,274.5,64.29,39.13,28.5,27
22405,Justin Rose,2021 The Open Championship,68.06,290.9,58.93,60.87,29.25,27
33974,Dean Burmester,2021 The Open Championship,66.67,289.8,57.14,58.33,30.25,33
40098,Matt Fitzpatrick,2021 The Open Championship,66.67,280.6,64.29,70.83,29.5,31
28938,Justin Harding,2021 The Open Championship,66.67,274.8,58.93,62.5,29.0,27
39977,Max Homa,2021 The Open Championship,66.67,290.9,60.71,79.17,29.5,26
34500,Ryosuke Kinoshita,2021 The Open Championship,66.67,261.9,64.29,66.67,29.5,26
45847,JC Ritchie,2021 The Open Championship,66.67,273.3,60.71,54.17,28.75,29
46646,Antoine Rozner,2021 The Open Championship,66.67,275.1,60.71,41.67,30.5,28
34541,Poom Saksansin,2021 The Open Championship,66.67,257.3,67.86,54.17,31.75,32
20396,Lee Westwood,2021 The Open Championship,66.67,295.6,64.29,45.83,30.25,32
29454,Bernd Wiesberger,2021 The Open Championship,66.67,276.8,60.71,41.67,30.75,32
34076,Joel Dahmen,2021 The Open Championship,65.28,270.8,69.64,64.0,30.0,26
20766,Padraig Harrington,2021 The Open Championship,65.28,290.0,58.93,52.0,30.5,32
30812,Benjamin Hebert,2021 The Open Championship,65.28,273.9,69.64,72.0,29.25,27
29478,Kevin Kisner,2021 The Open Championship,65.28,286.4,60.71,48.0,30.5,31
28237,Rory McIlroy,2021 The Open Championship,65.28,303.5,60.71,44.0,29.25,27
26476,Chez Reavie,2021 The Open Championship,65.28,270.9,67.86,56.0,29.75,31
34708,Jack Senior,2021 The Open Championship,65.28,290.3,67.86,56.0,29.75,30
35891,Cameron Smith,2021 The Open Championship,65.28,286.8,57.14,56.0,28.25,29
32139,Danny Willett,2021 The Open Championship,65.28,268.1,69.64,52.0,29.0,30
45522,Christiaan Bezuidenhout,2021 The Open Championship,63.89,281.4,58.93,50.0,29.5,28
34099,Harris English,2021 The Open Championship,63.89,287.9,67.86,46.15,29.25,32
47989,Sam Horsfield,2021 The Open Championship,63.89,299.0,51.79,46.15,29.75,29
45486,Joaquin Niemann,2021 The Open Championship,63.89,294.6,57.14,57.69,30.5,30
48081,Xander Schauffele,2021 The Open Championship,63.89,300.0,50.0,61.54,28.5,27
29221,Webb Simpson,2021 The Open Championship,63.89,273.3,53.57,57.69,28.0,28
29518,Brendan Steele,2021 The Open Championship,63.89,290.8,58.93,61.54,29.75,32
33419,Cameron Tringale,2021 The Open Championship,63.89,285.3,60.71,65.38,28.0,29
48640,Johannes Veerman,2021 The Open Championship,63.89,287.9,57.14,65.38,29.0,28
46837,Yuxin Lin,2021 The Open Championship,62.5,296.5,69.64,51.85,30.75,30
47504,Sam Burns,2021 The Open Championship,61.11,293.8,46.43,50.0,30.5,30
50722,Jon Thomson,2021 The Open Championship,61.11,278.5,53.57,57.14,29.25,25
24138,Ian Poulter,2021 The Open Championship,59.72,273.3,66.07,62.07,27.75,26
47238,Jazz Janewattananond,2021 The Open Championship,56.94,272.9,60.71,64.52,27.75,27
