RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,45526,Abraham Ancer,76.56,49,64
1,17,39997,Corey Conners,76.56,49,64
3,0,47959,Bryson DeChambeau,75.00,48,64
3,0,29420,Billy Horschel,75.00,48,64
5,0,48632,Yuto Katsuragawa,73.44,47,64
5,0,55182,Tom Kim,73.44,47,64
5,20,30926,Chris Kirk,73.44,47,64
8,0,27644,Brian Harman,71.88,46,64
8,0,23802,Brad Kennedy,71.88,46,64
8,0,25198,Francesco Molinari,71.88,46,64
8,0,47679,Victor Perez,71.88,46,64
12,0,52444,Filippo Celli,70.31,45,64
12,0,46402,Talor Gooch,70.31,45,64
12,0,34098,Russell Henley,70.31,45,64
12,0,39971,Sungjae Im,70.31,45,64
12,0,32839,Hideki Matsuyama,70.31,45,64
12,0,48822,Sebastián Muñoz,70.31,45,64
12,0,46798,Anthony Quayle,70.31,45,64
19,34,34363,Tyrrell Hatton,68.75,44,64
19,0,48018,Sadom Kaewkanjana,68.75,44,64
19,0,46046,Scottie Scheffler,68.75,44,64
19,0,24502,Adam Scott,68.75,44,64
19,15,33419,Cameron Tringale,68.75,44,64
24,0,33204,Shane Lowry,67.19,43,64
24,-19,35891,Cameron Smith,67.19,43,64
24,0,32139,Danny Willett,67.19,43,64
27,0,39058,Lucas Herbert,65.63,42,64
27,0,54421,Garrick Higgo,65.63,42,64
27,0,29478,Kevin Kisner,65.63,42,64
27,0,24138,Ian Poulter,65.63,42,64
27,0,46410,Jamie Rutherford,65.63,42,64
27,0,33448,Justin Thomas,65.63,42,64
27,0,20396,Lee Westwood,65.63,42,64
34,0,25364,Paul Casey,64.06,41,64
34,0,33653,Thomas Detry,64.06,41,64
34,0,61560,Aaron Jarvis,64.06,41,64
34,0,30925,Dustin Johnson,64.06,41,64
34,0,37455,Si Woo Kim,64.06,41,64
34,0,30944,Jason Kokrak,64.06,41,64
34,0,28237,Rory McIlroy,64.06,41,64
34,-22,46970,Jon Rahm,64.06,41,64
34,0,48081,Xander Schauffele,64.06,41,64
34,-16,34046,Jordan Spieth,64.06,41,64
34,0,45227,Lars Van Meijel,64.06,41,64
34,0,57366,Cameron Young,64.06,41,64
46,3,35450,Patrick Cantlay,62.50,40,64
46,0,29954,Robert Dinwiddie,62.50,40,64
46,0,37378,Min Woo Lee,62.50,40,64
46,0,46601,Trey Mullinax,62.50,40,64
46,0,28723,John Parry,62.50,40,64
46,-12,46464,Jordan L Smith,62.50,40,64
46,0,51634,Sahith Theegala,62.50,40,64
46,0,37189,Harold Varner III,62.50,40,64
46,0,49964,Aaron Wise,62.50,40,64
46,0,47483,Will Zalatoris,62.50,40,64
56,-7,52096,Adri Arnaus,60.94,39,64
56,0,60369,Sam Bairstow,60.94,39,64
56,0,34362,Laurie Canter,60.94,39,64
56,0,54480,Justin De Los Santos,60.94,39,64
56,-22,40098,Matt Fitzpatrick,60.94,39,64
56,-38,30911,Tommy Fleetwood,60.94,39,64
56,0,21209,Sergio Garcia,60.94,39,64
56,0,52453,Nicolai Hojgaard,60.94,39,64
56,0,46717,Viktor Hovland,60.94,39,64
56,-38,45523,Thriston Lawrence,60.94,39,64
56,0,54190,Richard Mansell,60.94,39,64
67,1,51766,Wyndham Clark,59.38,38,64
67,0,29725,Tony Finau,59.38,38,64
67,-33,29970,Dylan Frittelli,59.38,38,64
67,-55,34364,David Law,59.38,38,64
71,-69,45522,Christiaan Bezuidenhout,57.81,37,64
71,0,34360,Patrick Reed,57.81,37,64
71,-12,31569,Jason Scrivener,57.81,37,64
74,-56,33974,Dean Burmester,56.25,36,64
74,0,48898,David Carey,56.25,36,64
74,0,33674,Adrian Meronk,56.25,36,64
74,-49,45486,Joaquin Niemann,56.25,36,64
78,-19,45194,Marcus Armitage,54.69,35,64
78,-10,47504,Sam Burns,54.69,35,64
78,-19,48117,Kurt Kitayama,54.69,35,64
78,0,52215,Robert MacIntyre,54.69,35,64
82,0,33293,Thomas Pieters,53.13,34,64
83,0,63342,Barclay Brown,51.56,33,64
