RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,55,27214,Kevin Streelman,2.301,9.202,4
2,0,47983,Chad Ramey,2.018,8.071,4
3,0,26476,Chez Reavie,1.839,7.357,4
4,0,55454,Carl Yuan,1.795,7.178,4
5,23,48867,Matti Schmid,1.675,6.699,4
6,47,59141,Matt McCarty,1.646,6.584,4
7,0,45609,Tyler Duncan,1.578,6.311,4
8,0,33408,Tyson Alexander,1.550,6.199,4
9,50,60067,Joe Highsmith,1.491,5.963,4
10,0,36699,Patrick Rodgers,1.439,5.756,4
11,0,34099,Harris English,1.287,5.149,4
12,32,52513,Carson Young,1.221,4.884,4
13,0,32333,Kevin Tway,1.182,4.727,4
14,0,34374,Erik Barnes,1.068,4.271,4
15,0,50188,S.H. Kim,1.038,4.152,4
16,6,30163,Henrik Norlander,1.019,4.076,4
17,43,56762,Will Gordon,0.983,3.933,4
18,-5,36799,Stephan Jaeger,0.886,3.544,4
19,22,47988,Nick Hardy,0.797,3.189,4
20,0,57975,Harry Hall,0.764,3.056,4
21,0,51287,Ryo Hisatsune,0.754,3.016,4
22,-5,33486,Roger Sloan,0.649,2.596,4
23,17,48084,Wesley Bryan,0.642,2.568,4
24,0,51950,Max McGreevy,0.606,2.423,4
25,0,40006,Erik van Rooyen,0.588,2.353,4
26,-8,29936,Ryan Fox,0.569,2.274,4
27,0,47806,Raul Pereda,0.557,2.229,4
28,-23,51894,Vince Whaley,0.503,2.010,4
29,0,51349,Nico Echavarria,0.502,2.009,4
30,18,34587,Chan Kim,0.483,1.933,4
31,0,25493,Nick Taylor,0.466,1.865,4
32,0,51890,Greyson Sigg,0.463,1.853,4
33,0,52372,Cameron Champ,0.446,1.785,4
34,0,48319,Tom Whitney,0.440,1.760,4
35,0,28252,Seamus Power,0.411,1.644,4
36,16,46601,Trey Mullinax,0.356,1.422,4
37,31,51696,Rico Hoey,0.252,1.009,4
38,7,52514,Trace Crowe,0.224,0.895,4
39,11,34563,Chesson Hadley,0.217,0.867,4
40,-13,54591,Ben Griffin,0.182,0.729,4
41,-15,32757,Patton Kizzire,0.174,0.694,4
42,0,50493,Justin Suh,0.030,0.118,4
43,0,54813,Philip Knowles,0.020,0.081,4
44,-14,40026,Daniel Berger,0.016,0.064,4
45,0,56149,Wilson Furr,-0.061,-0.246,4
46,0,38991,Alejandro Tosti,-0.101,-0.406,4
47,-26,46340,Alex Smalley,-0.151,-0.606,4
48,0,35310,Lanto Griffin,-0.156,-0.624,4
49,0,40115,Adam Svensson,-0.172,-0.688,4
50,0,25818,Scott Piercy,-0.210,-0.840,4
51,-48,60004,Jacob Bridgeman,-0.251,-1.006,4
52,-9,36884,Ben Kohles,-0.279,-1.117,4
53,4,54628,Lee Hodges,-0.298,-1.192,4
54,0,37275,Sam Ryder,-0.305,-1.221,4
55,0,39324,J.J. Spaun,-0.437,-1.747,4
56,0,30926,Chris Kirk,-0.477,-1.909,4
57,-19,32791,K.H. Lee,-0.627,-2.507,4
58,-7,28775,Nate Lashley,-0.638,-2.554,4
59,-45,35461,Beau Hossler,-0.683,-2.733,4
60,-45,25900,Lucas Glover,-0.692,-2.769,4
61,-24,59143,Mac Meissner,-0.734,-2.935,4
62,-7,52375,Doug Ghim,-0.756,-3.023,4
63,3,34255,Joseph Bramlett,-1.030,-4.121,4
64,0,34310,Alexander Björk,-1.109,-4.435,4
65,0,34076,Joel Dahmen,-1.152,-4.609,4
66,0,54783,Dylan Wu,-1.280,-5.120,4
67,0,40058,Zac Blair,-1.281,-5.125,4
68,0,54328,Norman Xiong,-1.748,-6.994,4
69,0,48117,Kurt Kitayama,-1.906,-7.623,4
