RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,23325,Vaughn Taylor,2.019,8.075,4
2,33,29420,Billy Horschel,1.744,6.975,4
3,0,33803,Lucas Bjerregaard,1.616,6.463,4
4,0,47993,Denny McCarthy,1.502,6.010,4
5,0,29725,Tony Finau,1.406,5.626,4
6,23,34709,Eddie Pepperell,1.316,5.265,4
7,33,27064,Jhonattan Vegas,1.280,5.121,4
8,0,19846,Brian Gay,1.194,4.777,4
9,0,28089,Jason Day,1.170,4.680,4
10,2,47959,Bryson DeChambeau,1.169,4.677,4
10,0,35532,Tom Hoge,1.169,4.676,4
12,0,27644,Brian Harman,1.166,4.664,4
13,50,22405,Justin Rose,1.078,4.314,4
14,0,29221,Webb Simpson,1.071,4.285,4
15,0,10809,Jim Furyk,1.050,4.201,4
16,0,21209,Sergio Garcia,.897,3.590,4
17,0,29535,Brice Garnett,.844,3.377,4
18,-3,40098,Matt Fitzpatrick,.817,3.268,4
19,0,46501,Ollie Schniederjans,.753,3.011,4
20,-14,27974,Sung Kang,.738,2.954,4
21,0,28252,Seamus Power,.736,2.944,4
22,27,49771,J.T. Poston,.709,2.837,4
23,47,32839,Hideki Matsuyama,.670,2.680,4
24,0,24502,Adam Scott,.647,2.588,4
25,-6,32102,Rickie Fowler,.640,2.559,4
25,40,26596,Ryan Moore,.640,2.560,4
27,0,35891,Cameron Smith,.625,2.501,4
28,30,29478,Kevin Kisner,.539,2.158,4
29,7,21961,Charles Howell III,.526,2.104,4
30,0,34261,Scott Langley,.467,1.870,4
31,0,32150,Michael Thompson,.447,1.788,4
32,-10,27649,Brandt Snedeker,.438,1.754,4
33,0,46970,Jon Rahm,.436,1.746,4
34,22,30911,Tommy Fleetwood,.429,1.715,4
35,0,34076,Joel Dahmen,.428,1.713,4
36,-16,48887,Matt Wallace,.425,1.699,4
37,0,36689,Brooks Koepka,.413,1.653,4
38,0,47128,Richy Werenski,.373,1.493,4
39,0,31646,Emiliano Grillo,.349,1.395,4
40,-6,35617,Martin Trainer,.287,1.150,4
41,0,08793,Tiger Woods,.254,1.015,4
42,-38,25198,Francesco Molinari,.250,1.001,4
43,-29,39546,Keith Mitchell,.233,.934,4
44,0,45526,Abraham Ancer,.210,.839,4
45,-6,28237,Rory McIlroy,.166,.663,4
46,0,23621,Rory Sabbatini,.156,.626,4
47,0,25493,Nick Taylor,.046,.185,4
48,0,30925,Dustin Johnson,-.014,-.055,4
49,0,40026,Daniel Berger,-.018,-.070,4
50,0,34021,Bud Cauley,-.030,-.118,4
51,0,24138,Ian Poulter,-.059,-.236,4
52,0,33410,Andrew Landry,-.096,-.384,4
53,4,25632,Jimmy Walker,-.100,-.401,4
54,0,33448,Justin Thomas,-.128,-.511,4
55,0,37455,Si Woo Kim,-.144,-.575,4
56,-25,25818,Scott Piercy,-.279,-1.116,4
57,0,35879,Kelly Kraft,-.336,-1.342,4
58,2,33141,Keegan Bradley,-.343,-1.373,4
59,0,33948,Byeong Hun An,-.366,-1.465,4
60,0,29974,Branden Grace,-.396,-1.584,4
61,8,30944,Jason Kokrak,-.438,-1.753,4
62,-25,27129,Luke List,-.492,-1.969,4
63,0,31323,Gary Woodland,-.495,-1.981,4
64,0,33968,Thorbjørn Olesen,-.536,-2.143,4
65,-22,25804,Bubba Watson,-.648,-2.593,4
66,0,33122,Russell Knox,-.674,-2.697,4
67,-25,34360,Patrick Reed,-.859,-3.436,4
68,-40,30926,Chris Kirk,-1.062,-4.248,4
69,-46,27408,Martin Kaymer,-1.081,-4.324,4
70,0,29908,C.T. Pan,-1.159,-4.634,4
71,0,26329,Louis Oosthuizen,-1.311,-5.243,4
72,0,39997,Corey Conners,-1.467,-5.866,4
73,0,23108,Matt Kuchar,-1.673,-6.692,4
