RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,48081,Xander Schauffele,2.003,8.014,4
2,0,47993,Denny McCarthy,1.669,6.675,4
3,0,59866,Nick Dunlap,1.492,5.969,4
4,0,28089,Jason Day,1.453,5.812,4
5,0,40098,Matt Fitzpatrick,1.330,5.319,4
6,0,49771,J.T. Poston,1.324,5.297,4
7,0,39971,Sungjae Im,1.174,4.697,4
8,0,29420,Billy Horschel,1.173,4.694,4
9,0,33141,Keegan Bradley,1.044,4.178,4
10,0,27349,Alex Noren,1.000,4.001,4
11,0,50525,Collin Morikawa,0.915,3.661,4
12,0,28252,Seamus Power,0.881,3.525,4
13,-2,40250,Taylor Pendrith,0.782,3.127,4
14,0,34256,Andrew Putnam,0.711,2.845,4
15,0,52955,Ludvig Åberg,0.707,2.827,4
16,0,33653,Thomas Detry,0.664,2.656,4
17,0,45522,Christiaan Bezuidenhout,0.624,2.496,4
18,17,30911,Tommy Fleetwood,0.601,2.405,4
19,0,49960,Sepp Straka,0.558,2.232,4
20,0,34098,Russell Henley,0.550,2.201,4
21,0,29725,Tony Finau,0.427,1.710,4
22,0,46046,Scottie Scheffler,0.382,1.527,4
23,0,34466,Peter Malnati,0.378,1.512,4
24,-12,28237,Rory McIlroy,0.300,1.199,4
25,0,32839,Hideki Matsuyama,0.290,1.161,4
26,17,47504,Sam Burns,0.274,1.097,4
27,0,54628,Lee Hodges,0.199,0.795,4
28,0,47591,Eric Cole,0.144,0.578,4
29,-27,47679,Victor Perez,0.112,0.447,4
30,0,23108,Matt Kuchar,0.069,0.276,4
31,0,58168,Davis Thompson,-0.096,-0.385,4
32,0,47483,Will Zalatoris,-0.111,-0.445,4
33,0,33399,Adam Hadwin,-0.116,-0.463,4
34,0,39977,Max Homa,-0.120,-0.478,4
35,6,56630,Akshay Bhatia,-0.190,-0.758,4
36,0,31646,Emiliano Grillo,-0.206,-0.824,4
37,0,33948,Byeong Hun An,-0.216,-0.864,4
38,0,46717,Viktor Hovland,-0.220,-0.880,4
39,23,40115,Adam Svensson,-0.316,-1.263,4
40,0,35532,Tom Hoge,-0.331,-1.323,4
41,0,37455,Si Woo Kim,-0.398,-1.592,4
42,0,25493,Nick Taylor,-0.428,-1.713,4
43,0,27644,Brian Harman,-0.580,-2.318,4
44,0,51634,Sahith Theegala,-0.654,-2.617,4
45,-1,33204,Shane Lowry,-0.674,-2.694,4
46,0,33448,Justin Thomas,-0.880,-3.519,4
47,0,57366,Cameron Young,-0.953,-3.811,4
48,-41,39997,Corey Conners,-0.963,-3.853,4
49,0,57362,Austin Eckroat,-1.141,-4.563,4
50,0,66701,Jackson Koivun,-1.178,-4.710,4
51,-25,55182,Tom Kim,-1.265,-5.061,4
52,0,45157,Cam Davis,-1.705,-6.820,4
