RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,47993,Denny McCarthy,2.820,11.279,4
2,0,55789,Taylor Montgomery,1.573,6.292,4
3,14,46717,Viktor Hovland,1.517,6.068,4
4,0,24502,Adam Scott,1.483,5.932,4
5,0,34363,Tyrrell Hatton,1.395,5.581,4
6,0,33141,Keegan Bradley,1.342,5.369,4
7,0,47591,Eric Cole,1.287,5.148,4
8,10,50493,Justin Suh,1.215,4.859,4
9,0,28252,Seamus Power,1.195,4.781,4
10,0,49771,J.T. Poston,1.080,4.321,4
11,-2,47347,Adam Schenk,0.988,3.952,4
12,0,48887,Matt Wallace,0.929,3.716,4
13,0,23108,Matt Kuchar,0.907,3.628,4
14,21,26476,Chez Reavie,0.877,3.509,4
15,0,51766,Wyndham Clark,0.873,3.492,4
16,34,23983,Luke Donald,0.828,3.313,4
17,12,45522,Christiaan Bezuidenhout,0.657,2.628,4
17,-12,34256,Andrew Putnam,0.657,2.629,4
19,0,51634,Sahith Theegala,0.652,2.606,4
20,0,32839,Hideki Matsuyama,0.642,2.566,4
21,4,36326,David Lipsky,0.598,2.391,4
22,0,54421,Garrick Higgo,0.541,2.165,4
23,24,34099,Harris English,0.536,2.145,4
24,0,32139,Danny Willett,0.523,2.091,4
25,23,47504,Sam Burns,0.465,1.860,4
26,-5,36799,Stephan Jaeger,0.439,1.754,4
27,-15,27349,Alex Noren,0.422,1.686,4
28,0,39971,Sungjae Im,0.390,1.558,4
29,4,49960,Sepp Straka,0.384,1.536,4
30,-4,29936,Ryan Fox,0.358,1.431,4
31,-12,34098,Russell Henley,0.326,1.302,4
32,0,48081,Xander Schauffele,0.319,1.276,4
33,35,36699,Patrick Rodgers,0.283,1.130,4
34,0,33204,Shane Lowry,0.274,1.097,4
35,0,28237,Rory McIlroy,0.230,0.921,4
36,0,31323,Gary Woodland,0.138,0.553,4
37,-1,57362,Austin Eckroat,0.134,0.537,4
38,21,54628,Lee Hodges,0.121,0.483,4
39,0,40098,Matt Fitzpatrick,0.084,0.335,4
40,20,55893,Sam Stevens,0.047,0.187,4
41,0,34255,Joseph Bramlett,-0.010,-0.040,4
42,-1,32102,Rickie Fowler,-0.015,-0.062,4
43,0,34046,Jordan Spieth,-0.027,-0.108,4
44,0,20229,Stewart Cink,-0.043,-0.172,4
45,0,50188,S.H. Kim,-0.074,-0.295,4
46,-44,31646,Emiliano Grillo,-0.085,-0.339,4
47,0,39546,Keith Mitchell,-0.127,-0.510,4
48,24,35461,Beau Hossler,-0.141,-0.565,4
49,0,27649,Brandt Snedeker,-0.150,-0.600,4
50,0,47995,Davis Riley,-0.157,-0.627,4
51,-11,36801,Mark Hubbard,-0.165,-0.659,4
52,-3,37455,Si Woo Kim,-0.198,-0.794,4
53,-7,39324,J.J. Spaun,-0.509,-2.037,4
54,0,58168,Davis Thompson,-0.556,-2.226,4
55,-40,33653,Thomas Detry,-0.569,-2.276,4
56,13,33948,Byeong Hun An,-0.620,-2.479,4
57,0,35450,Patrick Cantlay,-0.860,-3.440,4
58,0,35310,Lanto Griffin,-0.900,-3.602,4
59,4,27129,Luke List,-0.925,-3.699,4
60,0,40250,Taylor Pendrith,-1.262,-5.047,4
61,0,46970,Jon Rahm,-1.307,-5.227,4
62,0,37275,Sam Ryder,-1.573,-6.291,4
63,0,59652,Sam Bennett,-1.626,-6.504,4
64,-13,35532,Tom Hoge,-2.076,-8.303,4
65,6,46046,Scottie Scheffler,-2.129,-8.516,4
