RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,25198,Francesco Molinari,4.326,1.092,2.466,.767,4
2,0,21961,Charles Howell III,2.269,.623,1.367,.279,4
3,0,23320,Ryan Palmer,2.258,-.100,1.974,.384,4
4,19,20229,Stewart Cink,2.222,1.234,.396,.592,4
5,0,29268,Bronson Burgoon,2.198,.592,.925,.681,4
6,36,19803,Ryan Armour,2.149,.526,1.680,-.057,4
7,0,45526,Abraham Ancer,2.136,1.525,.078,.532,4
8,0,19846,Brian Gay,2.029,1.029,.420,.580,4
9,0,33410,Andrew Landry,2.025,1.129,.625,.272,4
10,0,32640,Troy Merritt,1.672,.413,1.431,-.173,4
11,0,27974,Sung Kang,1.669,-.484,1.979,.173,4
12,0,08793,Tiger Woods,1.434,.380,.639,.414,4
13,39,39324,J.J. Spaun,1.345,1.531,.564,-.749,4
14,0,32102,Rickie Fowler,1.320,.439,.901,-.020,4
15,0,52330,Dylan Meyer,1.276,.994,.525,-.244,4
16,0,27963,Chris Stroud,1.251,.276,.529,.446,4
17,5,27214,Kevin Streelman,1.243,1.252,.779,-.789,4
18,0,26851,Marc Leishman,1.213,.459,-.066,.820,4
19,0,24358,Robert Garrigus,1.086,.567,.120,.399,4
20,0,29908,C.T. Pan,1.037,.003,.380,.654,4
21,38,35421,Brandon Harkins,1.034,.387,1.177,-.529,4
22,0,39997,Corey Conners,1.023,.693,.783,-.454,4
23,0,26758,David Hearn,1.013,.103,.933,-.023,4
24,2,35461,Beau Hossler,1.007,.679,.947,-.619,4
25,0,23541,Ben Crane,.954,-.846,.844,.955,4
26,0,45486,Joaquin Niemann,.861,1.055,.062,-.256,4
27,0,29420,Billy Horschel,.788,.620,.940,-.772,4
28,0,30978,Kiradech Aphibarnrat,.784,1.439,-.949,.294,4
29,34,33399,Adam Hadwin,.770,.366,.322,.082,4
30,-17,45609,Tyler Duncan,.738,-.234,.699,.272,4
31,0,34076,Joel Dahmen,.698,-.353,1.201,-.151,4
32,0,22056,Cameron Percy,.656,-.305,.893,.068,4
33,0,37189,Harold Varner III,.655,-.705,1.104,.256,4
34,-3,35545,Blayne Barber,.651,.355,.122,.173,4
35,37,20472,Alex Cejka,.621,.100,-.955,1.476,4
36,-24,28679,Fabián Gómez,.457,-.303,.237,.523,4
37,0,34256,Andrew Putnam,.453,-.004,-.614,1.071,4
38,1,30110,Kyle Stanley,.434,.448,-1.045,1.031,4
39,0,34563,Chesson Hadley,.403,.236,.641,-.474,4
40,0,53165,Doc Redman,.375,.427,1.161,-1.214,4
41,30,47287,Ethan Tracy,.267,.583,.274,-.590,4
41,0,26951,Johnson Wagner,.267,-.108,.582,-.207,4
43,-6,28252,Seamus Power,.256,.715,-.079,-.380,4
44,0,27556,Ted Potter Jr.,.124,.681,1.217,-1.774,4
45,-13,27958,Ryan Blaum,.036,-.484,.523,-.003,4
46,22,28500,Martin Flores,.004,.562,-.530,-.028,4
47,0,33948,Byeong Hun An,-.005,-.616,-.278,.889,4
48,0,36799,Stephan Jaeger,-.065,.619,-.941,.257,4
49,0,27095,Nick Watney,-.076,-.115,.348,-.309,4
50,0,49771,J.T. Poston,-.078,.024,-.058,-.044,4
51,0,40058,Zac Blair,-.092,-.546,.087,.366,4
52,-11,34409,David Lingmerth,-.123,.464,-.309,-.278,4
53,0,32254,Xinjun Zhang,-.145,-.027,.531,-.649,4
54,-5,35310,Lanto Griffin,-.172,.000,.101,-.273,4
55,-45,31420,Anirban Lahiri,-.178,.281,-.600,.141,4
56,-39,37275,Sam Ryder,-.195,-.077,-.366,.249,4
57,0,46501,Ollie Schniederjans,-.249,-.726,.037,.439,4
58,0,52375,Doug Ghim,-.330,-.593,-.257,.520,4
59,0,31323,Gary Woodland,-.389,.595,.118,-1.102,4
60,0,27895,Jonas Blixt,-.435,.023,-.356,-.102,4
61,0,35376,Roberto Díaz,-.527,.604,-1.453,.322,4
62,0,47347,Adam Schenk,-.603,-.323,-.156,-.124,4
63,0,25632,Jimmy Walker,-.658,-.757,-1.525,1.623,4
64,-24,36699,Patrick Rodgers,-.945,.126,-.664,-.407,4
65,0,24924,Bill Haas,-1.009,-.686,-.375,.052,4
66,0,25396,Kevin Na,-1.014,-.442,.111,-.684,4
67,-3,29479,Scott Brown,-1.019,-1.411,1.058,-.666,4
68,-33,34174,John Huh,-1.165,-.924,-.301,.059,4
69,-24,50526,Tom Lovelady,-1.226,-.320,-.849,-.057,4
70,-32,32448,James Hahn,-1.452,.154,-1.429,-.177,4
71,3,40009,Dominic Bozzelli,-1.455,-.637,-.604,-.214,4
72,0,31416,Derek Fathauer,-1.505,-.295,-1.280,.071,4
73,-30,29461,Jamie Lovemark,-1.709,-1.188,-1.051,.530,4
74,-70,32333,Kevin Tway,-1.846,-.763,-.079,-1.004,4
