RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,14,24502,Adam Scott,1.443,5.772,4
2,44,46717,Viktor Hovland,1.105,4.420,4
3,32,46046,Scottie Scheffler,1.006,4.023,4
4,7,40250,Taylor Pendrith,0.999,3.997,4
5,15,28237,Rory McIlroy,0.878,3.512,4
6,11,33204,Shane Lowry,0.720,2.879,4
7,31,50525,Collin Morikawa,0.662,2.649,4
8,40,51634,Sahith Theegala,0.612,2.447,4
9,10,30911,Tommy Fleetwood,0.316,1.263,4
10,12,45522,Christiaan Bezuidenhout,0.271,1.083,4
11,18,34098,Russell Henley,0.267,1.068,4
12,20,48153,Matthieu Pavon,0.238,0.954,4
13,1,51766,Wyndham Clark,0.224,0.895,4
14,0,52215,Robert MacIntyre,0.203,0.812,4
15,-12,49960,Sepp Straka,-0.136,-0.542,4
16,7,56630,Akshay Bhatia,-0.152,-0.606,4
17,10,39971,Sungjae Im,-0.195,-0.778,4
18,-16,47504,Sam Burns,-0.221,-0.883,4
19,-3,48081,Xander Schauffele,-0.310,-1.240,4
20,16,29420,Billy Horschel,-0.365,-1.460,4
21,24,33448,Justin Thomas,-0.378,-1.510,4
22,12,33141,Keegan Bradley,-0.478,-1.913,4
23,0,32839,Hideki Matsuyama,-0.568,-2.272,4
24,1,35450,Patrick Cantlay,-0.583,-2.331,4
25,15,46414,Aaron Rai,-0.682,-2.729,4
26,-5,30926,Chris Kirk,-0.751,-3.005,4
27,-20,33948,Byeong Hun An,-0.797,-3.189,4
28,-24,52955,Ludvig Åberg,-0.804,-3.214,4
29,4,35532,Tom Hoge,-0.853,-3.410,4
30,17,29725,Tony Finau,-1.671,-6.685,4
