RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,19,50525,Collin Morikawa,2.455,0.730,0.840,0.885,4
2,38,51634,Sahith Theegala,2.255,0.527,1.086,0.642,4
3,29,46046,Scottie Scheffler,1.611,0.857,0.999,-0.245,4
4,13,34098,Russell Henley,1.600,-0.122,0.619,1.102,4
5,2,39971,Sungjae Im,1.561,0.493,0.027,1.040,4
6,15,33448,Justin Thomas,1.494,0.113,0.601,0.780,4
7,2,48081,Xander Schauffele,0.677,-0.114,-0.013,0.804,4
8,16,51766,Wyndham Clark,0.643,0.096,0.638,-0.091,4
9,7,47504,Sam Burns,0.588,0.019,1.023,-0.455,4
10,0,32839,Hideki Matsuyama,0.435,0.142,0.675,-0.382,4
11,-8,24502,Adam Scott,0.174,0.293,-0.471,0.352,4
12,-2,52955,Ludvig Åberg,0.170,0.588,-0.463,0.045,4
13,10,33204,Shane Lowry,0.147,0.071,0.208,-0.132,4
14,-12,29725,Tony Finau,0.038,-0.051,0.552,-0.463,4
15,-1,35450,Patrick Cantlay,-0.051,0.223,-0.490,0.216,4
16,12,33948,Byeong Hun An,-0.086,0.290,0.056,-0.432,4
17,16,48153,Matthieu Pavon,-0.122,-0.447,0.427,-0.102,4
18,9,40250,Taylor Pendrith,-0.133,-0.040,0.872,-0.965,4
19,16,46414,Aaron Rai,-0.201,-0.065,0.057,-0.194,4
20,-16,46717,Viktor Hovland,-0.239,-0.382,0.342,-0.199,4
21,-6,28237,Rory McIlroy,-0.262,0.349,-0.168,-0.443,4
22,0,52215,Robert MacIntyre,-0.337,0.175,-0.428,-0.083,4
23,-17,30911,Tommy Fleetwood,-0.449,-0.014,-0.242,-0.193,4
24,-12,29420,Billy Horschel,-0.769,-0.345,-0.764,0.341,4
25,-12,30926,Chris Kirk,-0.882,0.082,-1.038,0.073,4
26,-25,33141,Keegan Bradley,-1.405,-0.944,-0.376,-0.085,4
27,20,56630,Akshay Bhatia,-1.482,-0.377,-0.935,-0.170,4
28,8,49960,Sepp Straka,-1.748,-0.892,0.317,-1.172,4
29,-18,35532,Tom Hoge,-2.281,0.059,-2.393,0.053,4
30,9,45522,Christiaan Bezuidenhout,-3.404,-1.318,-1.561,-0.525,4
