RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,25804,Bubba Watson,24.00,24,1
1,0,47483,Will Zalatoris,24.00,24,1
3,0,30926,Chris Kirk,25.00,25,1
3,71,47529,Mito Pereira,25.00,25,1
5,0,40098,Matt Fitzpatrick,26.00,26,1
5,12,35310,Lanto Griffin,26.00,26,1
5,12,35461,Beau Hossler,26.00,26,1
5,0,36689,Brooks Koepka,26.00,26,1
5,0,34360,Patrick Reed,26.00,26,1
10,0,45526,Abraham Ancer,27.00,27,1
10,0,20229,Stewart Cink,27.00,27,1
10,0,29936,Ryan Fox,27.00,27,1
10,0,27644,Brian Harman,27.00,27,1
10,41,35532,Tom Hoge,27.00,27,1
10,0,39977,Max Homa,27.00,27,1
10,0,29420,Billy Horschel,27.00,27,1
10,28,30944,Jason Kokrak,27.00,27,1
10,7,26851,Marc Leishman,27.00,27,1
10,7,46442,Maverick McNealy,27.00,27,1
10,7,45486,Joaquin Niemann,27.00,27,1
10,28,28252,Seamus Power,27.00,27,1
10,0,29221,Webb Simpson,27.00,27,1
10,7,49964,Aaron Wise,27.00,27,1
10,0,57366,Cameron Young,27.00,27,1
25,0,45157,Cam Davis,28.00,28,1
25,26,28089,Jason Day,28.00,28,1
25,0,34098,Russell Henley,28.00,28,1
25,0,46717,Viktor Hovland,28.00,28,1
25,13,23108,Matt Kuchar,28.00,28,1
25,49,39546,Keith Mitchell,28.00,28,1
25,0,26329,Louis Oosthuizen,28.00,28,1
25,0,46970,Jon Rahm,28.00,28,1
25,0,22405,Justin Rose,28.00,28,1
25,0,35891,Cameron Smith,28.00,28,1
25,-17,34046,Jordan Spieth,28.00,28,1
25,0,29454,Bernd Wiesberger,28.00,28,1
37,0,33141,Keegan Bradley,29.00,29,1
37,0,25900,Lucas Glover,29.00,29,1
37,0,33399,Adam Hadwin,29.00,29,1
37,0,47056,Rikuya Hoshino,29.00,29,1
37,1,32757,Patton Kizzire,29.00,29,1
37,14,32791,K.H. Lee,29.00,29,1
37,0,27129,Luke List,29.00,29,1
37,0,28237,Rory McIlroy,29.00,29,1
37,0,32640,Troy Merritt,29.00,29,1
37,1,26331,Charl Schwartzel,29.00,29,1
37,0,27214,Kevin Streelman,29.00,29,1
37,0,33419,Cameron Tringale,29.00,29,1
49,0,34362,Laurie Canter,30.00,30,1
49,0,29725,Tony Finau,30.00,30,1
49,15,30911,Tommy Fleetwood,30.00,30,1
49,0,34363,Tyrrell Hatton,30.00,30,1
49,0,39058,Lucas Herbert,30.00,30,1
49,0,50525,Collin Morikawa,30.00,30,1
49,15,48822,Sebastián Muñoz,30.00,30,1
49,0,25396,Kevin Na,30.00,30,1
49,0,33293,Thomas Pieters,30.00,30,1
49,2,47347,Adam Schenk,30.00,30,1
49,25,49960,Sepp Straka,30.00,30,1
49,0,37189,Harold Varner III,30.00,30,1
49,0,31323,Gary Woodland,30.00,30,1
62,0,52096,Adri Arnaus,31.00,31,1
62,0,47504,Sam Burns,31.00,31,1
62,0,32102,Rickie Fowler,31.00,31,1
62,0,46402,Talor Gooch,31.00,31,1
62,0,28938,Justin Harding,31.00,31,1
62,0,49298,Kramer Hickok,31.00,31,1
62,0,37455,Si Woo Kim,31.00,31,1
62,0,33204,Shane Lowry,31.00,31,1
62,-45,32839,Hideki Matsuyama,31.00,31,1
62,0,47993,Denny McCarthy,31.00,31,1
62,0,26328,Shaun Norris,31.00,31,1
62,-45,47995,Davis Riley,31.00,31,1
62,-48,33448,Justin Thomas,31.00,31,1
75,0,52215,Robert MacIntyre,32.00,32,1
75,9,25198,Francesco Molinari,32.00,32,1
75,-67,48081,Xander Schauffele,32.00,32,1
78,0,29518,Brendan Steele,33.00,33,1
