RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,54,32757,Patton Kizzire,26.50,106,4,22
2,0,45157,Cam Davis,27.25,109,4,24
2,22,35532,Tom Hoge,27.25,109,4,27
4,0,40098,Matt Fitzpatrick,27.50,110,4,25
4,0,39058,Lucas Herbert,27.50,110,4,24
4,45,26851,Marc Leishman,27.50,110,4,23
7,26,28089,Jason Day,27.75,111,4,26
7,0,27644,Brian Harman,27.75,111,4,27
7,0,34363,Tyrrell Hatton,27.75,111,4,26
7,0,25396,Kevin Na,27.75,111,4,26
7,0,33419,Cameron Tringale,27.75,111,4,26
12,0,46402,Talor Gooch,28.00,112,4,25
12,28,23108,Matt Kuchar,28.00,112,4,25
12,0,26329,Louis Oosthuizen,28.00,112,4,27
12,0,57366,Cameron Young,28.00,112,4,27
16,0,32102,Rickie Fowler,28.25,113,4,26
16,0,33399,Adam Hadwin,28.25,113,4,27
16,0,47056,Rikuya Hoshino,28.25,113,4,26
16,47,35461,Beau Hossler,28.25,113,4,26
16,0,30926,Chris Kirk,28.25,113,4,25
16,0,47993,Denny McCarthy,28.25,113,4,27
16,0,32640,Troy Merritt,28.25,113,4,26
16,47,25198,Francesco Molinari,28.25,113,4,23
16,47,47529,Mito Pereira,28.25,113,4,25
16,8,28252,Seamus Power,28.25,113,4,26
16,0,29221,Webb Simpson,28.25,113,4,27
27,0,34362,Laurie Canter,28.50,114,4,27
27,0,36689,Brooks Koepka,28.50,114,4,26
27,6,30944,Jason Kokrak,28.50,114,4,25
27,-11,45486,Joaquin Niemann,28.50,114,4,27
27,0,34360,Patrick Reed,28.50,114,4,26
27,-8,26331,Charl Schwartzel,28.50,114,4,28
27,0,27214,Kevin Streelman,28.50,114,4,25
27,28,49964,Aaron Wise,28.50,114,4,27
27,0,31323,Gary Woodland,28.50,114,4,27
36,0,29725,Tony Finau,28.75,115,4,25
36,0,39977,Max Homa,28.75,115,4,27
36,0,27129,Luke List,28.75,115,4,27
36,0,22405,Justin Rose,28.75,115,4,26
36,-29,33448,Justin Thomas,28.75,115,4,26
41,0,47504,Sam Burns,29.00,116,4,27
41,14,30911,Tommy Fleetwood,29.00,116,4,27
41,0,29420,Billy Horschel,29.00,116,4,27
41,0,33204,Shane Lowry,29.00,116,4,27
41,0,28237,Rory McIlroy,29.00,116,4,25
41,-8,47995,Davis Riley,29.00,116,4,28
41,30,47347,Adam Schenk,29.00,116,4,26
41,0,35891,Cameron Smith,29.00,116,4,28
41,0,37189,Harold Varner III,29.00,116,4,28
41,0,25804,Bubba Watson,29.00,116,4,24
41,0,47483,Will Zalatoris,29.00,116,4,24
52,0,45526,Abraham Ancer,29.25,117,4,27
52,0,33141,Keegan Bradley,29.25,117,4,26
52,-33,32791,K.H. Lee,29.25,117,4,27
52,-33,32839,Hideki Matsuyama,29.25,117,4,27
52,-40,46442,Maverick McNealy,29.25,117,4,27
52,0,29454,Bernd Wiesberger,29.25,117,4,27
58,0,25900,Lucas Glover,29.50,118,4,25
58,20,35310,Lanto Griffin,29.50,118,4,26
58,0,34098,Russell Henley,29.50,118,4,28
58,0,50525,Collin Morikawa,29.50,118,4,28
62,0,20229,Stewart Cink,29.75,119,4,27
62,0,37455,Si Woo Kim,29.75,119,4,26
62,-22,39546,Keith Mitchell,29.75,119,4,26
62,-18,48822,Sebastián Muñoz,29.75,119,4,27
62,0,33293,Thomas Pieters,29.75,119,4,26
67,0,28938,Justin Harding,30.00,120,4,29
68,0,26328,Shaun Norris,30.25,121,4,29
68,-35,48081,Xander Schauffele,30.25,121,4,26
68,0,29518,Brendan Steele,30.25,121,4,27
71,0,52096,Adri Arnaus,30.50,122,4,29
71,0,29936,Ryan Fox,30.50,122,4,27
71,0,46970,Jon Rahm,30.50,122,4,28
71,-55,34046,Jordan Spieth,30.50,122,4,28
75,0,49298,Kramer Hickok,30.75,123,4,30
75,0,46717,Viktor Hovland,30.75,123,4,28
75,0,52215,Robert MacIntyre,30.75,123,4,29
75,-42,49960,Sepp Straka,30.75,123,4,29
