RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,27141,J.B. Holmes,2.043,8.170,4
2,23,27895,Jonas Blixt,1.989,7.956,4
3,30,34261,Scott Langley,1.927,7.707,4
4,-3,37455,Si Woo Kim,1.811,7.245,4
5,0,23325,Vaughn Taylor,1.599,6.395,4
6,0,33448,Justin Thomas,1.538,6.151,4
7,0,33667,Carlos Ortiz,1.233,4.931,4
8,-3,29725,Tony Finau,1.224,4.896,4
9,0,46970,Jon Rahm,1.179,4.717,4
10,0,26851,Marc Leishman,1.177,4.709,4
11,0,35879,Kelly Kraft,1.091,4.364,4
12,0,22371,Aaron Baddeley,1.057,4.226,4
13,0,29484,Peter Uihlein,.991,3.965,4
14,0,36699,Patrick Rodgers,.986,3.944,4
15,0,24502,Adam Scott,.967,3.868,4
16,0,27644,Brian Harman,.849,3.395,4
17,36,30925,Dustin Johnson,.846,3.382,4
18,0,21961,Charles Howell III,.820,3.279,4
19,18,26499,Rafa Cabrera Bello,.751,3.003,4
20,0,28237,Rory McIlroy,.720,2.881,4
21,0,34466,Peter Malnati,.706,2.822,4
22,0,49771,J.T. Poston,.682,2.726,4
23,0,49481,Tae Hee Lee,.680,2.721,4
24,0,25804,Bubba Watson,.679,2.714,4
25,0,29970,Dylan Frittelli,.644,2.575,4
26,0,37275,Sam Ryder,.627,2.506,4
27,0,35461,Beau Hossler,.586,2.342,4
28,-8,01810,Phil Mickelson,.521,2.084,4
29,0,27556,Ted Potter Jr.,.519,2.077,4
30,0,26596,Ryan Moore,.488,1.950,4
31,-10,10809,Jim Furyk,.443,1.772,4
32,0,47990,Kyle Jones,.434,1.737,4
33,-21,39977,Max Homa,.420,1.679,4
34,0,32139,Danny Willett,.407,1.628,4
35,0,45526,Abraham Ancer,.364,1.455,4
36,0,24361,Pat Perez,.360,1.441,4
37,0,47959,Bryson DeChambeau,.358,1.430,4
38,0,08793,Tiger Woods,.328,1.312,4
39,0,01706,Davis Love III,.311,1.242,4
40,0,21731,Freddie Jacobson,.286,1.143,4
41,0,35450,Patrick Cantlay,.227,.906,4
42,0,25396,Kevin Na,.184,.737,4
43,-21,25493,Nick Taylor,.173,.690,4
44,-29,19846,Brian Gay,.161,.642,4
45,0,32839,Hideki Matsuyama,.141,.563,4
46,0,48081,Xander Schauffele,.102,.408,4
47,0,34098,Russell Henley,.058,.231,4
48,-21,06522,Ernie Els,.053,.212,4
49,11,27974,Sung Kang,.043,.172,4
50,0,29908,C.T. Pan,.036,.144,4
51,0,35139,Richard Lee,.024,.096,4
52,0,20472,Alex Cejka,-.017,-.069,4
53,-21,32150,Michael Thompson,-.033,-.133,4
54,0,24924,Bill Haas,-.080,-.321,4
55,0,33141,Keegan Bradley,-.110,-.439,4
55,-14,34046,Jordan Spieth,-.110,-.440,4
57,0,28252,Seamus Power,-.113,-.451,4
58,-14,31560,Brian Stuard,-.130,-.520,4
59,0,29479,Scott Brown,-.157,-.629,4
60,0,27129,Luke List,-.177,-.707,4
61,-38,23108,Matt Kuchar,-.250,-1.002,4
62,0,32791,K.H. Lee,-.270,-1.080,4
63,0,35891,Cameron Smith,-.410,-1.641,4
64,-24,33399,Adam Hadwin,-.428,-1.712,4
65,0,21209,Sergio Garcia,-.484,-1.937,4
65,0,36799,Stephan Jaeger,-.484,-1.936,4
67,-29,30911,Tommy Fleetwood,-.590,-2.361,4
68,0,33418,Shawn Stefani,-.814,-3.257,4
69,0,27408,Martin Kaymer,-.939,-3.757,4
70,0,30944,Jason Kokrak,-.999,-3.995,4
71,0,45486,Joaquin Niemann,-1.089,-4.358,4
72,0,49298,Kramer Hickok,-1.102,-4.408,4
73,-22,25364,Paul Casey,-1.222,-4.889,4
74,0,24358,Robert Garrigus,-1.383,-5.531,4
75,-27,39954,Cody Gribble,-1.720,-6.879,4
76,0,25632,Jimmy Walker,-2.076,-8.305,4
