RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,40042,Tyler McCumber,25.00,25,1
2,7,45522,Christiaan Bezuidenhout,26.00,26,1
2,0,29479,Scott Brown,26.00,26,1
2,0,35532,Tom Hoge,26.00,26,1
2,0,34360,Patrick Reed,26.00,26,1
6,-1,33141,Keegan Bradley,27.00,27,1
6,20,39997,Corey Conners,27.00,27,1
6,8,46402,Talor Gooch,27.00,27,1
6,51,32757,Patton Kizzire,27.00,27,1
6,0,35891,Cameron Smith,27.00,27,1
6,0,33448,Justin Thomas,27.00,27,1
6,0,49964,Aaron Wise,27.00,27,1
13,0,29420,Billy Horschel,28.00,28,1
13,0,35449,Adam Long,28.00,28,1
13,0,01810,Phil Mickelson,28.00,28,1
13,0,23621,Rory Sabbatini,28.00,28,1
17,40,40098,Matt Fitzpatrick,29.00,29,1
17,0,21209,Sergio Garcia,29.00,29,1
17,0,27644,Brian Harman,29.00,29,1
17,0,27554,Scott Harrington,29.00,29,1
17,0,49298,Kramer Hickok,29.00,29,1
17,-12,24024,Zach Johnson,29.00,29,1
17,0,26300,Matt Jones,29.00,29,1
17,-16,30944,Jason Kokrak,29.00,29,1
17,0,28775,Nate Lashley,29.00,29,1
17,0,33204,Shane Lowry,29.00,29,1
17,17,47993,Denny McCarthy,29.00,29,1
17,0,26329,Louis Oosthuizen,29.00,29,1
17,0,25818,Scott Piercy,29.00,29,1
17,40,36699,Patrick Rodgers,29.00,29,1
17,17,30927,Brendon Todd,29.00,29,1
17,0,27064,Jhonattan Vegas,29.00,29,1
33,35,25900,Lucas Glover,30.00,30,1
33,-19,35310,Lanto Griffin,30.00,30,1
33,0,33597,Harry Higgs,30.00,30,1
33,-31,39971,Sungjae Im,30.00,30,1
33,0,37455,Si Woo Kim,30.00,30,1
33,-24,30926,Chris Kirk,30.00,30,1
33,0,32791,K.H. Lee,30.00,30,1
33,0,26596,Ryan Moore,30.00,30,1
33,0,45486,Joaquin Niemann,30.00,30,1
33,0,49771,J.T. Poston,30.00,30,1
33,0,24502,Adam Scott,30.00,30,1
33,24,29518,Brendan Steele,30.00,30,1
33,0,25493,Nick Taylor,30.00,30,1
46,0,40026,Daniel Berger,31.00,31,1
46,-32,25364,Paul Casey,31.00,31,1
46,11,28089,Jason Day,31.00,31,1
46,-20,47959,Bryson DeChambeau,31.00,31,1
46,3,52375,Doug Ghim,31.00,31,1
46,0,30925,Dustin Johnson,31.00,31,1
46,-12,33122,Russell Knox,31.00,31,1
46,0,50525,Collin Morikawa,31.00,31,1
46,0,23320,Ryan Palmer,31.00,31,1
46,-37,34046,Jordan Spieth,31.00,31,1
46,0,32150,Michael Thompson,31.00,31,1
46,3,47483,Will Zalatoris,31.00,31,1
58,0,19803,Ryan Armour,32.00,32,1
58,0,29970,Dylan Frittelli,32.00,32,1
58,0,32448,James Hahn,32.00,32,1
58,-49,12716,Charley Hoffman,32.00,32,1
58,-1,21961,Charles Howell III,32.00,32,1
58,0,22056,Cameron Percy,32.00,32,1
58,0,46970,Jon Rahm,32.00,32,1
58,0,31560,Brian Stuard,32.00,32,1
58,-32,20396,Lee Westwood,32.00,32,1
67,0,45526,Abraham Ancer,33.00,33,1
67,0,33399,Adam Hadwin,33.00,33,1
67,-65,47679,Victor Perez,33.00,33,1
67,-18,37189,Harold Varner III,33.00,33,1
71,-37,27936,Martin Laird,34.00,34,1
