RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,31560,Brian Stuard,82.14,46,56
2,4,30927,Brendon Todd,78.57,44,56
3,0,26596,Ryan Moore,76.79,43,56
4,0,35449,Adam Long,75.00,42,56
5,0,45526,Abraham Ancer,73.21,41,56
6,29,40098,Matt Fitzpatrick,71.43,40,56
7,-5,52375,Doug Ghim,69.64,39,56
7,65,21961,Charles Howell III,69.64,39,56
7,-5,39971,Sungjae Im,69.64,39,56
7,18,27936,Martin Laird,69.64,39,56
7,0,32791,K.H. Lee,69.64,39,56
7,0,50525,Collin Morikawa,69.64,39,56
13,-7,39997,Corey Conners,67.86,38,56
13,2,25900,Lucas Glover,67.86,38,56
13,0,27644,Brian Harman,67.86,38,56
13,0,49298,Kramer Hickok,67.86,38,56
13,2,47993,Denny McCarthy,67.86,38,56
18,37,45522,Christiaan Bezuidenhout,66.07,37,56
18,0,33399,Adam Hadwin,66.07,37,56
18,0,29420,Billy Horschel,66.07,37,56
18,26,47679,Victor Perez,66.07,37,56
18,0,32150,Michael Thompson,66.07,37,56
23,0,40026,Daniel Berger,64.29,36,56
23,-8,28089,Jason Day,64.29,36,56
23,47,30926,Chris Kirk,64.29,36,56
23,28,33122,Russell Knox,64.29,36,56
23,0,01810,Phil Mickelson,64.29,36,56
23,0,49771,J.T. Poston,64.29,36,56
23,28,34046,Jordan Spieth,64.29,36,56
30,0,19803,Ryan Armour,62.50,35,56
30,31,32757,Patton Kizzire,62.50,35,56
32,3,25364,Paul Casey,60.71,34,56
32,0,32448,James Hahn,60.71,34,56
32,0,34360,Patrick Reed,60.71,34,56
32,0,23621,Rory Sabbatini,60.71,34,56
32,0,33448,Justin Thomas,60.71,34,56
32,-10,47483,Will Zalatoris,60.71,34,56
38,0,35532,Tom Hoge,58.93,33,56
38,0,37455,Si Woo Kim,58.93,33,56
38,-13,30944,Jason Kokrak,58.93,33,56
38,0,22056,Cameron Percy,58.93,33,56
38,0,25493,Nick Taylor,58.93,33,56
38,0,27064,Jhonattan Vegas,58.93,33,56
44,0,40042,Tyler McCumber,57.14,32,56
44,0,26329,Louis Oosthuizen,57.14,32,56
44,0,23320,Ryan Palmer,57.14,32,56
47,-37,33141,Keegan Bradley,55.36,31,56
47,0,33597,Harry Higgs,55.36,31,56
47,0,30925,Dustin Johnson,55.36,31,56
47,14,36699,Patrick Rodgers,55.36,31,56
47,-32,29518,Brendan Steele,55.36,31,56
52,0,29479,Scott Brown,53.57,30,56
52,-27,47959,Bryson DeChambeau,53.57,30,56
52,0,21209,Sergio Garcia,53.57,30,56
52,-42,24024,Zach Johnson,53.57,30,56
52,0,33204,Shane Lowry,53.57,30,56
52,0,25818,Scott Piercy,53.57,30,56
52,-8,37189,Harold Varner III,53.57,30,56
59,0,27554,Scott Harrington,51.79,29,56
59,0,28775,Nate Lashley,51.79,29,56
59,-34,20396,Lee Westwood,51.79,29,56
62,0,46970,Jon Rahm,50.00,28,56
62,0,49964,Aaron Wise,50.00,28,56
64,-9,35310,Lanto Griffin,48.21,27,56
65,-30,46402,Talor Gooch,46.43,26,56
65,0,45486,Joaquin Niemann,46.43,26,56
65,0,24502,Adam Scott,46.43,26,56
68,0,29970,Dylan Frittelli,44.64,25,56
68,0,26300,Matt Jones,44.64,25,56
70,0,35891,Cameron Smith,42.86,24,56
71,-6,12716,Charley Hoffman,41.07,23,56
