RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,60,29725,Tony Finau,23.00,23,1
2,49,34046,Jordan Spieth,24.00,24,1
3,0,34360,Patrick Reed,26.00,26,1
4,0,01226,Fred Couples,27.00,27,1
4,0,32816,Satoshi Kodaira,27.00,27,1
4,9,23108,Matt Kuchar,27.00,27,1
4,0,26851,Marc Leishman,27.00,27,1
4,0,35296,Haotong Li,27.00,27,1
4,0,28237,Rory McIlroy,27.00,27,1
10,0,26499,Rafa Cabrera Bello,28.00,28,1
10,-8,32102,Rickie Fowler,28.00,28,1
10,0,12716,Charley Hoffman,28.00,28,1
10,0,24024,Zach Johnson,28.00,28,1
10,0,29478,Kevin Kisner,28.00,28,1
10,3,01810,Phil Mickelson,28.00,28,1
10,0,46970,Jon Rahm,28.00,28,1
10,0,48081,Xander Schauffele,28.00,28,1
10,41,21528,Henrik Stenson,28.00,28,1
10,0,08793,Tiger Woods,28.00,28,1
20,0,29974,Branden Grace,29.00,29,1
20,0,06567,Vijay Singh,29.00,29,1
22,29,40026,Daniel Berger,30.00,30,1
22,0,25364,Paul Casey,30.00,30,1
22,0,40098,Matt Fitzpatrick,30.00,30,1
22,0,52375,Doug Ghim,30.00,30,1
22,0,27644,Brian Harman,30.00,30,1
22,0,37455,Si Woo Kim,30.00,30,1
22,0,26476,Chez Reavie,30.00,30,1
22,6,22405,Justin Rose,30.00,30,1
22,0,35891,Cameron Smith,30.00,30,1
22,0,27064,Jhonattan Vegas,30.00,30,1
32,0,30911,Tommy Fleetwood,31.00,31,1
32,0,26596,Ryan Moore,31.00,31,1
32,0,29221,Webb Simpson,31.00,31,1
32,0,29454,Bernd Wiesberger,31.00,31,1
36,0,47959,Bryson DeChambeau,32.00,32,1
36,0,33399,Adam Hadwin,32.00,32,1
36,0,34363,Tyrrell Hatton,32.00,32,1
36,0,01666,Bernhard Langer,32.00,32,1
36,0,32839,Hideki Matsuyama,32.00,32,1
36,0,25198,Francesco Molinari,32.00,32,1
36,25,24138,Ian Poulter,32.00,32,1
36,0,25632,Jimmy Walker,32.00,32,1
44,0,30978,Kiradech Aphibarnrat,33.00,33,1
44,0,27408,Martin Kaymer,33.00,33,1
44,0,26329,Louis Oosthuizen,33.00,33,1
44,0,30110,Kyle Stanley,33.00,33,1
44,0,33448,Justin Thomas,33.00,33,1
49,0,28089,Jason Day,34.00,34,1
49,-21,34098,Russell Henley,34.00,34,1
49,0,30925,Dustin Johnson,34.00,34,1
49,0,24502,Adam Scott,34.00,34,1
49,0,25804,Bubba Watson,34.00,34,1
