RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,30911,Tommy Fleetwood,310.6,2485,8
2,0,30925,Dustin Johnson,304.9,2439,8
3,0,25804,Bubba Watson,304.0,2432,8
4,0,28237,Rory McIlroy,302.6,2421,8
5,0,33448,Justin Thomas,302.3,2418,8
6,0,34360,Patrick Reed,299.3,2394,8
7,0,26329,Louis Oosthuizen,297.0,2376,8
8,0,46970,Jon Rahm,295.4,2363,8
8,0,30110,Kyle Stanley,295.4,2363,8
10,0,29454,Bernd Wiesberger,295.3,2362,8
11,0,47959,Bryson DeChambeau,294.8,2358,8
12,10,22405,Justin Rose,294.4,2355,8
13,0,32839,Hideki Matsuyama,294.0,2352,8
14,0,08793,Tiger Woods,293.8,2350,8
15,0,34363,Tyrrell Hatton,293.6,2349,8
16,0,35891,Cameron Smith,293.3,2346,8
17,0,28089,Jason Day,292.1,2337,8
17,0,29974,Branden Grace,292.1,2337,8
17,0,35296,Haotong Li,292.1,2337,8
20,0,33399,Adam Hadwin,291.9,2335,8
21,0,26851,Marc Leishman,291.8,2334,8
21,0,25632,Jimmy Walker,291.8,2334,8
23,0,24024,Zach Johnson,291.0,2328,8
24,0,32816,Satoshi Kodaira,290.9,2327,8
25,6,32102,Rickie Fowler,290.6,2325,8
26,-24,29725,Tony Finau,290.3,2322,8
26,0,24502,Adam Scott,290.3,2322,8
28,0,26499,Rafa Cabrera Bello,289.5,2316,8
29,0,27064,Jhonattan Vegas,289.4,2315,8
30,0,25198,Francesco Molinari,289.1,2313,8
31,0,12716,Charley Hoffman,289.0,2312,8
32,0,30978,Kiradech Aphibarnrat,288.6,2309,8
33,-4,40026,Daniel Berger,288.1,2305,8
34,28,24138,Ian Poulter,288.0,2304,8
35,-16,34046,Jordan Spieth,287.1,2297,8
36,22,34098,Russell Henley,286.3,2290,8
36,0,26596,Ryan Moore,286.3,2290,8
38,-20,21528,Henrik Stenson,284.9,2279,8
39,0,52375,Doug Ghim,284.5,2276,8
40,0,29478,Kevin Kisner,283.6,2269,8
41,0,37455,Si Woo Kim,283.5,2268,8
42,23,23108,Matt Kuchar,283.3,2266,8
42,-29,01810,Phil Mickelson,283.3,2266,8
44,0,29221,Webb Simpson,283.0,2264,8
45,0,27644,Brian Harman,282.5,2260,8
46,0,06567,Vijay Singh,282.4,2259,8
47,0,25364,Paul Casey,281.8,2254,8
48,0,40098,Matt Fitzpatrick,280.5,2244,8
49,0,27408,Martin Kaymer,279.3,2234,8
50,0,26476,Chez Reavie,276.8,2214,8
51,0,48081,Xander Schauffele,276.4,2211,8
52,0,01226,Fred Couples,273.9,2191,8
53,0,01666,Bernhard Langer,270.1,2161,8
