RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,33204,Shane Lowry,79.17,57,72,-0.32
2,0,25198,Francesco Molinari,77.78,56,72,-0.18
3,0,29725,Tony Finau,75.00,54,72,-0.20
3,0,20396,Lee Westwood,75.00,54,72,-0.20
5,0,32102,Rickie Fowler,73.61,53,72,-0.34
5,0,34363,Tyrrell Hatton,73.61,53,72,-0.25
5,0,26329,Louis Oosthuizen,73.61,53,72,-0.23
5,0,23621,Rory Sabbatini,73.61,53,72,-0.17
9,0,35104,Tom Lewis,72.22,52,72,-0.27
9,0,48081,Xander Schauffele,72.22,52,72,-0.23
11,0,35450,Patrick Cantlay,70.83,51,72,-0.18
11,0,29136,Innchoon Hwang,70.83,51,72,-0.25
13,0,25364,Paul Casey,69.44,50,72,-0.14
13,0,30911,Tommy Fleetwood,69.44,50,72,-0.30
13,0,29936,Ryan Fox,69.44,50,72,-0.28
13,0,36514,Yuki Inamori,69.44,50,72,-0.18
13,0,29478,Kevin Kisner,69.44,50,72,-0.30
13,0,23108,Matt Kuchar,69.44,50,72,-0.22
13,0,25572,Graeme McDowell,69.44,50,72,-0.20
13,0,46970,Jon Rahm,69.44,50,72,-0.32
13,0,32139,Danny Willett,69.44,50,72,-0.32
22,0,52215,Robert MacIntyre,68.06,49,72,-0.29
22,0,46035,Callum Shinkwin,68.06,49,72,-0.20
22,0,35891,Cameron Smith,68.06,49,72,-0.27
25,0,33948,Byeong Hun An,66.67,48,72,-0.21
25,0,33399,Adam Hadwin,66.67,48,72,-0.23
25,0,30944,Jason Kokrak,66.67,48,72,-0.21
25,0,28300,Joost Luiten,66.67,48,72,-0.31
25,0,27349,Alex Noren,66.67,48,72,-0.25
25,0,39113,Shubhankar Sharma,66.67,48,72,-0.29
25,0,33448,Justin Thomas,66.67,48,72,-0.31
25,0,50674,Ashton Turner,66.67,48,72,-0.17
25,0,25804,Bubba Watson,66.67,48,72,-0.19
34,26,20229,Stewart Cink,65.28,47,72,-0.23
34,0,40098,Matt Fitzpatrick,65.28,47,72,-0.26
34,0,36689,Brooks Koepka,65.28,47,72,-0.34
34,0,33293,Thomas Pieters,65.28,47,72,-0.30
34,0,34360,Patrick Reed,65.28,47,72,-0.21
39,0,31395,Yosuke Asaji,63.89,46,72,-0.24
39,0,33803,Lucas Bjerregaard,63.89,46,72,-0.24
39,-35,25900,Lucas Glover,63.89,46,72,-0.28
39,0,29974,Branden Grace,63.89,46,72,-0.24
39,0,30812,Benjamin Hebert,63.89,46,72,-0.17
39,0,12716,Charley Hoffman,63.89,46,72,-0.13
39,0,27141,J.B. Holmes,63.89,46,72,-0.33
39,0,30925,Dustin Johnson,63.89,46,72,-0.28
39,0,29370,Mikko Korhonen,63.89,46,72,-0.26
39,0,29221,Webb Simpson,63.89,46,72,-0.24
39,0,34046,Jordan Spieth,63.89,46,72,-0.33
39,0,48887,Matt Wallace,63.89,46,72,-0.26
51,0,10809,Jim Furyk,62.50,45,72,-0.16
51,0,33968,Thorbjørn Olesen,62.50,45,72,-0.22
51,0,34256,Andrew Putnam,62.50,45,72,-0.22
51,-41,53165,Doc Redman,62.50,45,72,-0.33
51,0,27214,Kevin Streelman,62.50,45,72,-0.31
51,0,40006,Erik van Rooyen,62.50,45,72,-0.18
51,0,49964,Aaron Wise,62.50,45,72,-0.29
58,0,30978,Kiradech Aphibarnrat,61.11,44,72,-0.32
58,-48,29970,Dylan Frittelli,61.11,44,72,-0.25
58,0,21209,Sergio Garcia,61.11,44,72,-0.18
58,0,33122,Russell Knox,61.11,44,72,-0.27
58,0,37250,Romain Langasque,61.11,44,72,-0.09
58,0,21528,Henrik Stenson,61.11,44,72,-0.32
58,0,55940,Andrew Wilson,61.11,44,72,-0.32
65,0,32797,Sanghyun Park,59.72,43,72,-0.26
65,0,22405,Justin Rose,59.72,43,72,-0.28
65,0,31113,Paul Waring,59.72,43,72,-0.23
68,0,32252,Nino Bertasio,58.33,42,72,-0.21
68,0,28938,Justin Harding,58.33,42,72,-0.40
68,-58,30110,Kyle Stanley,58.33,42,72,-0.24
68,0,29454,Bernd Wiesberger,58.33,42,72,-0.21
72,0,06522,Ernie Els,56.94,41,72,-0.24
73,0,34709,Eddie Pepperell,54.17,39,72,-0.28
