RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,46046,Scottie Scheffler,76.39,55,72,-0.22
2,0,35450,Patrick Cantlay,75.00,54,72,-0.22
3,0,46970,Jon Rahm,72.22,52,72,-0.27
3,0,48081,Xander Schauffele,72.22,52,72,-0.23
5,0,55182,Tom Kim,70.83,51,72,-0.22
5,0,33204,Shane Lowry,70.83,51,72,-0.22
5,0,31323,Gary Woodland,70.83,51,72,-0.22
8,0,47504,Sam Burns,69.44,50,72,-0.34
8,0,24024,Zach Johnson,69.44,50,72,-0.12
8,0,47529,Mito Pereira,69.44,50,72,-0.18
11,0,29725,Tony Finau,66.67,48,72,-0.23
11,0,34098,Russell Henley,66.67,48,72,-0.25
11,0,30925,Dustin Johnson,66.67,48,72,-0.23
11,0,36689,Brooks Koepka,66.67,48,72,-0.33
11,0,57366,Cameron Young,66.67,48,72,-0.40
16,0,29936,Ryan Fox,65.28,47,72,-0.26
16,0,01810,Phil Mickelson,65.28,47,72,-0.43
16,0,51634,Sahith Theegala,65.28,47,72,-0.34
19,0,59652,Sam Bennett,63.89,46,72,-0.22
19,0,40098,Matt Fitzpatrick,63.89,46,72,-0.26
19,0,50525,Collin Morikawa,63.89,46,72,-0.28
19,0,24502,Adam Scott,63.89,46,72,-0.22
23,0,45526,Abraham Ancer,62.50,45,72,-0.18
23,0,46402,Talor Gooch,62.50,45,72,-0.29
23,0,34363,Tyrrell Hatton,62.50,45,72,-0.18
23,0,39546,Keith Mitchell,62.50,45,72,-0.24
23,0,49771,J.T. Poston,62.50,45,72,-0.18
23,0,34360,Patrick Reed,62.50,45,72,-0.38
29,0,46717,Viktor Hovland,61.11,44,72,-0.32
29,-26,32839,Hideki Matsuyama,61.11,44,72,-0.20
29,0,45486,Joaquin Niemann,61.11,44,72,-0.41
29,0,34046,Jordan Spieth,61.11,44,72,-0.45
29,0,30692,Scott Stallings,61.11,44,72,-0.25
34,0,28089,Jason Day,59.72,43,72,-0.19
34,0,34099,Harris English,59.72,43,72,-0.12
34,0,39971,Sungjae Im,59.72,43,72,-0.26
34,-5,37455,Si Woo Kim,59.72,43,72,-0.28
34,12,30926,Chris Kirk,59.72,43,72,-0.30
34,0,32791,K.H. Lee,59.72,43,72,-0.35
34,0,49947,Taylor Moore,59.72,43,72,-0.26
34,0,22405,Justin Rose,59.72,43,72,-0.35
34,0,26331,Charl Schwartzel,59.72,43,72,-0.14
43,0,30911,Tommy Fleetwood,58.33,42,72,-0.19
43,0,29420,Billy Horschel,58.33,42,72,-0.26
43,0,35506,Mackenzie Hughes,58.33,42,72,-0.36
46,0,39977,Max Homa,56.94,41,72,-0.29
47,0,33293,Thomas Pieters,55.56,40,72,-0.25
48,0,33141,Keegan Bradley,54.17,39,72,-0.28
48,0,01226,Fred Couples,54.17,39,72,-0.21
48,0,37189,Harold Varner III,54.17,39,72,-0.28
51,0,28252,Seamus Power,52.78,38,72,-0.42
51,-22,49960,Sepp Straka,52.78,38,72,-0.26
53,0,35891,Cameron Smith,50.00,36,72,-0.36
