RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,34360,Patrick Reed,27.25,109,4,24
2,0,35891,Cameron Smith,27.50,110,4,26
3,0,34098,Russell Henley,27.75,111,4,26
3,0,34046,Jordan Spieth,27.75,111,4,26
5,0,39971,Sungjae Im,28.00,112,4,26
5,0,45486,Joaquin Niemann,28.00,112,4,25
5,0,22405,Justin Rose,28.00,112,4,25
8,0,33141,Keegan Bradley,28.25,113,4,26
8,0,35506,Mackenzie Hughes,28.25,113,4,26
8,0,01810,Phil Mickelson,28.25,113,4,24
8,0,57366,Cameron Young,28.25,113,4,26
12,5,30926,Chris Kirk,28.50,114,4,26
12,0,50525,Collin Morikawa,28.50,114,4,27
12,0,28252,Seamus Power,28.50,114,4,27
12,0,51634,Sahith Theegala,28.50,114,4,26
12,0,37189,Harold Varner III,28.50,114,4,26
17,0,59652,Sam Bennett,28.75,115,4,27
17,0,46717,Viktor Hovland,28.75,115,4,26
17,4,37455,Si Woo Kim,28.75,115,4,28
17,46,32839,Hideki Matsuyama,28.75,115,4,26
17,0,46970,Jon Rahm,28.75,115,4,25
17,0,30692,Scott Stallings,28.75,115,4,26
23,0,28089,Jason Day,29.00,116,4,27
23,0,36689,Brooks Koepka,29.00,116,4,26
23,-6,49960,Sepp Straka,29.00,116,4,27
26,0,40098,Matt Fitzpatrick,29.25,117,4,27
26,0,32791,K.H. Lee,29.25,117,4,27
26,0,49947,Taylor Moore,29.25,117,4,27
29,0,01226,Fred Couples,29.50,118,4,29
29,0,30911,Tommy Fleetwood,29.50,118,4,25
29,0,46402,Talor Gooch,29.50,118,4,25
29,0,39977,Max Homa,29.50,118,4,28
33,0,29936,Ryan Fox,29.75,119,4,28
33,0,48081,Xander Schauffele,29.75,119,4,29
33,0,26331,Charl Schwartzel,29.75,119,4,29
36,0,34099,Harris English,30.00,120,4,28
36,0,29420,Billy Horschel,30.00,120,4,28
36,0,55182,Tom Kim,30.00,120,4,27
36,0,49771,J.T. Poston,30.00,120,4,26
36,0,24502,Adam Scott,30.00,120,4,28
36,0,31323,Gary Woodland,30.00,120,4,27
42,0,45526,Abraham Ancer,30.25,121,4,26
43,0,29725,Tony Finau,30.50,122,4,27
43,0,34363,Tyrrell Hatton,30.50,122,4,28
43,0,33293,Thomas Pieters,30.50,122,4,28
46,0,47504,Sam Burns,30.75,123,4,30
46,0,24024,Zach Johnson,30.75,123,4,29
48,0,30925,Dustin Johnson,31.00,124,4,29
48,0,33204,Shane Lowry,31.00,124,4,29
48,0,39546,Keith Mitchell,31.00,124,4,29
51,0,35450,Patrick Cantlay,31.25,125,4,28
52,0,47529,Mito Pereira,31.50,126,4,28
53,0,46046,Scottie Scheffler,31.75,127,4,29
