RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,46046,Scottie Scheffler,3.435,0.685,2.397,0.353,4
2,0,33448,Justin Thomas,3.017,1.169,1.060,0.788,4
3,68,34046,Jordan Spieth,2.880,0.203,2.114,0.563,4
4,0,34363,Tyrrell Hatton,2.370,1.047,1.524,-0.202,4
5,0,48081,Xander Schauffele,2.238,1.003,1.513,-0.278,4
6,0,29725,Tony Finau,2.204,0.599,1.148,0.457,4
7,0,39971,Sungjae Im,2.190,-0.038,1.077,1.152,4
8,42,25493,Nick Taylor,2.135,0.522,0.545,1.069,4
9,0,27064,Jhonattan Vegas,2.021,1.042,0.093,0.886,4
10,0,25686,Jason Dufner,1.932,-0.171,1.123,0.980,4
11,0,51766,Wyndham Clark,1.897,-0.257,1.142,1.011,4
12,0,47504,Sam Burns,1.833,0.755,0.298,0.780,4
13,0,28089,Jason Day,1.806,0.810,0.821,0.174,4
14,0,46970,Jon Rahm,1.715,0.631,0.369,0.715,4
15,-13,30692,Scott Stallings,1.560,-0.404,1.230,0.735,4
16,0,28237,Rory McIlroy,1.546,0.709,0.382,0.455,4
17,0,31323,Gary Woodland,1.535,0.273,0.964,0.298,4
18,0,33399,Adam Hadwin,1.279,0.325,0.897,0.057,4
19,-10,49947,Taylor Moore,1.257,0.859,0.742,-0.344,4
20,0,23320,Ryan Palmer,1.236,0.070,0.846,0.320,4
21,0,32102,Rickie Fowler,1.187,-0.924,1.355,0.755,4
22,0,36699,Patrick Rodgers,1.169,0.841,0.107,0.221,4
23,0,33141,Keegan Bradley,1.117,0.158,0.719,0.240,4
24,-8,35461,Beau Hossler,1.088,0.718,-0.137,0.507,4
25,0,29970,Dylan Frittelli,1.048,0.541,0.302,0.204,4
26,0,40098,Matt Fitzpatrick,1.013,0.067,-0.342,1.289,4
27,0,29221,Webb Simpson,0.982,-0.323,1.082,0.224,4
28,-20,52374,Brandon Wu,0.911,0.733,0.237,-0.059,4
29,0,39997,Corey Conners,0.859,0.781,0.116,-0.038,4
30,0,28775,Nate Lashley,0.819,0.525,0.619,-0.325,4
31,0,12716,Charley Hoffman,0.808,-0.076,0.846,0.038,4
32,0,25900,Lucas Glover,0.789,-0.157,1.088,-0.143,4
33,0,32839,Hideki Matsuyama,0.716,0.907,-1.056,0.865,4
34,-22,39546,Keith Mitchell,0.602,0.977,-0.144,-0.230,4
35,-5,46717,Viktor Hovland,0.501,1.053,0.034,-0.587,4
36,6,34076,Joel Dahmen,0.481,0.352,-0.355,0.484,4
37,26,48117,Kurt Kitayama,0.448,0.293,0.094,0.061,4
38,13,28252,Seamus Power,0.379,0.177,0.153,0.050,4
38,0,46414,Aaron Rai,0.379,-0.156,-0.109,0.644,4
40,17,35449,Adam Long,0.337,0.452,-0.453,0.338,4
41,0,46601,Trey Mullinax,0.299,1.244,-1.204,0.259,4
42,0,55708,Hayden Buckley,0.251,0.519,0.073,-0.340,4
43,0,32448,James Hahn,0.201,0.785,-0.367,-0.218,4
44,0,24024,Zach Johnson,0.108,0.152,0.065,-0.109,4
45,0,40006,Erik van Rooyen,0.060,0.123,0.416,-0.479,4
46,0,32791,K.H. Lee,-0.027,-0.262,0.223,0.012,4
47,0,39977,Max Homa,-0.066,-0.633,-0.014,0.581,4
48,0,37455,Si Woo Kim,-0.067,0.338,-0.553,0.148,4
49,0,37275,Sam Ryder,-0.078,-0.402,1.022,-0.697,4
50,0,20229,Stewart Cink,-0.128,-0.349,0.045,0.176,4
51,0,57366,Cameron Young,-0.229,0.391,-0.216,-0.403,4
52,0,27644,Brian Harman,-0.383,0.328,-0.547,-0.165,4
53,-9,51890,Greyson Sigg,-0.416,-0.496,0.044,0.036,4
54,-27,40250,Taylor Pendrith,-0.444,-0.327,0.230,-0.347,4
55,0,29420,Billy Horschel,-0.522,-0.895,0.422,-0.049,4
56,0,29926,Danny Lee,-0.528,-0.506,0.206,-0.228,4
57,0,51634,Sahith Theegala,-0.573,0.443,-1.308,0.292,4
58,0,40162,Justin Lower,-0.605,-0.687,0.355,-0.272,4
59,2,47347,Adam Schenk,-0.669,-0.058,-0.828,0.217,4
60,0,39058,Lucas Herbert,-0.740,0.663,-0.933,-0.469,4
61,0,55182,Tom Kim,-0.838,-0.728,-0.089,-0.021,4
62,0,31557,Jim Herman,-0.842,0.566,-0.656,-0.751,4
63,0,34563,Chesson Hadley,-0.939,-0.179,-0.406,-0.353,4
64,0,23108,Matt Kuchar,-1.090,0.069,-1.132,-0.026,4
65,0,32333,Kevin Tway,-1.564,-1.261,0.253,-0.556,4
66,0,35879,Kelly Kraft,-2.325,-0.527,-1.569,-0.229,4
