RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,30911,Tommy Fleetwood,2.038,8.152,4
2,0,23108,Matt Kuchar,1.813,7.252,4
3,0,40006,Erik van Rooyen,1.787,7.148,4
4,0,34264,Hudson Swafford,1.723,6.894,4
5,0,24138,Ian Poulter,1.400,5.600,4
6,0,30927,Brendon Todd,1.367,5.467,4
7,0,37189,Harold Varner III,1.342,5.370,4
8,0,32640,Troy Merritt,1.250,5.001,4
9,0,25818,Scott Piercy,1.216,4.865,4
10,0,27644,Brian Harman,1.060,4.240,4
11,0,34076,Joel Dahmen,1.024,4.097,4
12,0,33419,Cameron Tringale,.946,3.784,4
13,0,34363,Tyrrell Hatton,.917,3.670,4
14,0,35449,Adam Long,.915,3.659,4
15,0,33204,Shane Lowry,.862,3.450,4
16,0,29420,Billy Horschel,.803,3.213,4
17,0,25572,Graeme McDowell,.710,2.839,4
18,0,27349,Alex Noren,.682,2.727,4
19,0,24361,Pat Perez,.673,2.694,4
20,0,32757,Patton Kizzire,.672,2.690,4
21,0,49964,Aaron Wise,.657,2.627,4
22,0,19846,Brian Gay,.655,2.620,4
23,0,24925,Jonathan Byrd,.639,2.558,4
24,0,45486,Joaquin Niemann,.618,2.473,4
25,0,25396,Kevin Na,.576,2.304,4
26,0,53165,Doc Redman,.524,2.096,4
27,0,34431,Robert Streb,.486,1.946,4
28,0,46442,Maverick McNealy,.483,1.931,4
29,0,49771,J.T. Poston,.477,1.909,4
30,0,33413,Ben Martin,.471,1.886,4
31,0,49960,Sepp Straka,.454,1.817,4
32,0,39997,Corey Conners,.430,1.722,4
33,0,40115,Adam Svensson,.400,1.601,4
34,0,45157,Cam Davis,.345,1.380,4
35,0,47983,Chad Ramey,.337,1.347,4
36,0,24924,Bill Haas,.281,1.126,4
37,0,26331,Charl Schwartzel,.238,.951,4
38,0,45609,Tyler Duncan,.176,.706,4
39,0,29970,Dylan Frittelli,.175,.699,4
40,0,34610,Matthias Schwab,.170,.682,4
41,0,47993,Denny McCarthy,.163,.654,4
42,0,51766,Wyndham Clark,.156,.625,4
43,0,23983,Luke Donald,.131,.524,4
44,0,30944,Jason Kokrak,.126,.504,4
45,0,27770,Camilo Villegas,.092,.368,4
46,0,35450,Patrick Cantlay,.063,.251,4
47,0,33448,Justin Thomas,.037,.150,4
48,0,34255,Joseph Bramlett,.031,.125,4
49,0,52375,Doug Ghim,-.003,-.011,4
50,0,40026,Daniel Berger,-.019,-.074,4
51,0,33399,Adam Hadwin,-.055,-.218,4
52,0,34466,Peter Malnati,-.093,-.372,4
53,0,32139,Danny Willett,-.099,-.396,4
54,0,36871,Matthew NeSmith,-.184,-.735,4
55,0,57366,Cameron Young,-.223,-.892,4
56,0,51634,Sahith Theegala,-.271,-1.082,4
57,0,47529,Mito Pereira,-.372,-1.488,4
58,0,29974,Branden Grace,-.438,-1.750,4
59,0,37455,Si Woo Kim,-.597,-2.386,4
60,0,34046,Jordan Spieth,-.636,-2.545,4
61,0,20229,Stewart Cink,-.685,-2.738,4
62,0,50525,Collin Morikawa,-.708,-2.830,4
63,0,31420,Anirban Lahiri,-.719,-2.876,4
64,0,31557,Jim Herman,-.753,-3.012,4
65,0,29908,C.T. Pan,-.775,-3.100,4
66,0,21528,Henrik Stenson,-.923,-3.690,4
67,0,25900,Lucas Glover,-.937,-3.748,4
68,0,39971,Sungjae Im,-.995,-3.979,4
69,0,29221,Webb Simpson,-1.178,-4.710,4
69,0,33486,Roger Sloan,-1.178,-4.710,4
71,0,31560,Brian Stuard,-1.283,-5.130,4
