RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,37455,Si Woo Kim,29.75,119,4,26
2,57,29970,Dylan Frittelli,30.00,120,4,27
2,0,27644,Brian Harman,30.00,120,4,28
2,1,35891,Cameron Smith,30.00,120,4,28
5,62,45194,Marcus Armitage,30.25,121,4,28
5,0,46717,Viktor Hovland,30.25,121,4,28
5,0,30925,Dustin Johnson,30.25,121,4,27
5,0,34360,Patrick Reed,30.25,121,4,29
9,0,63342,Barclay Brown,30.50,122,4,27
9,21,33974,Dean Burmester,30.50,122,4,29
9,0,21209,Sergio Garcia,30.50,122,4,27
9,0,23802,Brad Kennedy,30.50,122,4,27
9,0,24502,Adam Scott,30.50,122,4,30
14,41,47504,Sam Burns,30.75,123,4,27
14,0,39058,Lucas Herbert,30.75,123,4,28
14,0,48018,Sadom Kaewkanjana,30.75,123,4,27
14,0,52215,Robert MacIntyre,30.75,123,4,28
14,0,25198,Francesco Molinari,30.75,123,4,27
14,0,20396,Lee Westwood,30.75,123,4,28
14,0,57366,Cameron Young,30.75,123,4,30
21,42,39997,Corey Conners,31.00,124,4,30
21,0,29725,Tony Finau,31.00,124,4,29
21,-7,30911,Tommy Fleetwood,31.00,124,4,29
21,34,34363,Tyrrell Hatton,31.00,124,4,28
21,25,30926,Chris Kirk,31.00,124,4,29
21,0,28723,John Parry,31.00,124,4,29
21,0,33293,Thomas Pieters,31.00,124,4,29
21,-14,34046,Jordan Spieth,31.00,124,4,30
21,0,45227,Lars Van Meijel,31.00,124,4,29
30,0,54421,Garrick Higgo,31.25,125,4,29
30,0,30944,Jason Kokrak,31.25,125,4,29
32,0,45526,Abraham Ancer,31.50,126,4,31
32,0,60369,Sam Bairstow,31.50,126,4,29
32,0,34362,Laurie Canter,31.50,126,4,31
32,-11,33653,Thomas Detry,31.50,126,4,28
32,0,29478,Kevin Kisner,31.50,126,4,27
32,0,24138,Ian Poulter,31.50,126,4,30
32,0,46798,Anthony Quayle,31.50,126,4,30
32,0,46046,Scottie Scheffler,31.50,126,4,28
32,0,37189,Harold Varner III,31.50,126,4,29
41,-38,45522,Christiaan Bezuidenhout,31.75,127,4,29
41,-5,35450,Patrick Cantlay,31.75,127,4,28
41,0,37378,Min Woo Lee,31.75,127,4,30
41,0,48822,Sebastián Muñoz,31.75,127,4,31
41,0,32139,Danny Willett,31.75,127,4,29
41,0,47483,Will Zalatoris,31.75,127,4,29
47,0,25364,Paul Casey,32.00,128,4,31
47,0,29954,Robert Dinwiddie,32.00,128,4,28
47,-36,40098,Matt Fitzpatrick,32.00,128,4,30
47,0,52453,Nicolai Hojgaard,32.00,128,4,30
47,16,45523,Thriston Lawrence,32.00,128,4,31
47,0,33204,Shane Lowry,32.00,128,4,28
47,0,46601,Trey Mullinax,32.00,128,4,28
47,-26,48081,Xander Schauffele,32.00,128,4,30
55,0,28237,Rory McIlroy,32.25,129,4,28
55,0,33674,Adrian Meronk,32.25,129,4,31
55,-9,45486,Joaquin Niemann,32.25,129,4,30
55,0,33448,Justin Thomas,32.25,129,4,29
59,0,52444,Filippo Celli,32.50,130,4,29
59,0,29420,Billy Horschel,32.50,130,4,31
59,-38,55182,Tom Kim,32.50,130,4,31
59,0,51634,Sahith Theegala,32.50,130,4,31
59,-56,33419,Cameron Tringale,32.50,130,4,32
64,0,48898,David Carey,32.75,131,4,31
64,0,54480,Justin De Los Santos,32.75,131,4,29
64,0,46402,Talor Gooch,32.75,131,4,30
64,-1,34364,David Law,32.75,131,4,30
64,0,32839,Hideki Matsuyama,32.75,131,4,32
64,0,47679,Victor Perez,32.75,131,4,31
64,-9,46970,Jon Rahm,32.75,131,4,30
71,0,47959,Bryson DeChambeau,33.00,132,4,32
71,0,61560,Aaron Jarvis,33.00,132,4,30
71,-70,48117,Kurt Kitayama,33.00,132,4,27
74,-28,51766,Wyndham Clark,33.25,133,4,30
74,0,34098,Russell Henley,33.25,133,4,30
74,-67,31569,Jason Scrivener,33.25,133,4,30
74,0,49964,Aaron Wise,33.25,133,4,31
78,0,48632,Yuto Katsuragawa,33.75,135,4,32
78,-32,46464,Jordan L Smith,33.75,135,4,32
80,0,54190,Richard Mansell,34.00,136,4,32
81,-35,52096,Adri Arnaus,34.50,138,4,32
82,0,46410,Jamie Rutherford,35.00,140,4,31
83,0,39971,Sungjae Im,35.50,142,4,35
