RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,33653,Thomas Detry,28.00,28,1
1,0,27644,Brian Harman,28.00,28,1
1,0,46717,Viktor Hovland,28.00,28,1
1,0,33204,Shane Lowry,28.00,28,1
1,17,35891,Cameron Smith,28.00,28,1
6,0,63342,Barclay Brown,29.00,29,1
6,50,47504,Sam Burns,29.00,29,1
6,0,52444,Filippo Celli,29.00,29,1
6,0,29725,Tony Finau,29.00,29,1
6,0,48018,Sadom Kaewkanjana,29.00,29,1
6,0,37455,Si Woo Kim,29.00,29,1
6,0,45227,Lars Van Meijel,29.00,29,1
6,0,47483,Will Zalatoris,29.00,29,1
14,-11,40098,Matt Fitzpatrick,30.00,30,1
14,14,34363,Tyrrell Hatton,30.00,30,1
14,0,39058,Lucas Herbert,30.00,30,1
14,0,52453,Nicolai Hojgaard,30.00,30,1
14,0,23802,Brad Kennedy,30.00,30,1
14,29,30926,Chris Kirk,30.00,30,1
14,0,37378,Min Woo Lee,30.00,30,1
14,0,33293,Thomas Pieters,30.00,30,1
14,4,46970,Jon Rahm,30.00,30,1
14,0,37189,Harold Varner III,30.00,30,1
14,0,57366,Cameron Young,30.00,30,1
25,0,34362,Laurie Canter,31.00,31,1
25,0,48898,David Carey,31.00,31,1
25,-17,39997,Corey Conners,31.00,31,1
25,0,21209,Sergio Garcia,31.00,31,1
25,0,54421,Garrick Higgo,31.00,31,1
25,0,61560,Aaron Jarvis,31.00,31,1
25,0,29478,Kevin Kisner,31.00,31,1
25,18,34364,David Law,31.00,31,1
25,0,33674,Adrian Meronk,31.00,31,1
25,0,28723,John Parry,31.00,31,1
25,0,47679,Victor Perez,31.00,31,1
25,0,24138,Ian Poulter,31.00,31,1
25,0,46410,Jamie Rutherford,31.00,31,1
25,0,24502,Adam Scott,31.00,31,1
25,38,34046,Jordan Spieth,31.00,31,1
25,0,32139,Danny Willett,31.00,31,1
25,0,49964,Aaron Wise,31.00,31,1
42,0,45526,Abraham Ancer,32.00,32,1
42,7,45194,Marcus Armitage,32.00,32,1
42,-14,52096,Adri Arnaus,32.00,32,1
42,0,60369,Sam Bairstow,32.00,32,1
42,14,33974,Dean Burmester,32.00,32,1
42,0,25364,Paul Casey,32.00,32,1
42,0,29420,Billy Horschel,32.00,32,1
42,0,30925,Dustin Johnson,32.00,32,1
42,26,45523,Thriston Lawrence,32.00,32,1
42,0,32839,Hideki Matsuyama,32.00,32,1
42,0,25198,Francesco Molinari,32.00,32,1
42,0,46798,Anthony Quayle,32.00,32,1
42,0,34360,Patrick Reed,32.00,32,1
42,-39,48081,Xander Schauffele,32.00,32,1
42,0,20396,Lee Westwood,32.00,32,1
57,-29,35450,Patrick Cantlay,33.00,33,1
57,-49,30911,Tommy Fleetwood,33.00,33,1
57,6,29970,Dylan Frittelli,33.00,33,1
57,0,46402,Talor Gooch,33.00,33,1
57,0,48632,Yuto Katsuragawa,33.00,33,1
57,-49,55182,Tom Kim,33.00,33,1
57,0,30944,Jason Kokrak,33.00,33,1
57,0,54190,Richard Mansell,33.00,33,1
57,0,48822,Sebastián Muñoz,33.00,33,1
57,0,46046,Scottie Scheffler,33.00,33,1
57,-49,33419,Cameron Tringale,33.00,33,1
68,-50,45522,Christiaan Bezuidenhout,34.00,34,1
68,-19,51766,Wyndham Clark,34.00,34,1
68,0,52215,Robert MacIntyre,34.00,34,1
68,0,28237,Rory McIlroy,34.00,34,1
68,-60,45486,Joaquin Niemann,34.00,34,1
68,0,51634,Sahith Theegala,34.00,34,1
74,0,54480,Justin De Los Santos,35.00,35,1
74,0,34098,Russell Henley,35.00,35,1
74,0,39971,Sungjae Im,35.00,35,1
74,-46,48117,Kurt Kitayama,35.00,35,1
74,0,46601,Trey Mullinax,35.00,35,1
74,-46,46464,Jordan L Smith,35.00,35,1
80,0,47959,Bryson DeChambeau,36.00,36,1
80,-52,31569,Jason Scrivener,36.00,36,1
80,0,33448,Justin Thomas,36.00,36,1
83,0,29954,Robert Dinwiddie,38.00,38,1
