RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,39546,Keith Mitchell,2.125,8.500,4
2,0,29926,Danny Lee,1.836,7.345,4
3,0,27895,Jonas Blixt,1.809,7.238,4
4,0,33399,Adam Hadwin,1.716,6.864,4
5,0,26758,David Hearn,1.560,6.240,4
6,0,31557,Jim Herman,1.518,6.072,4
7,41,25686,Jason Dufner,1.405,5.620,4
8,0,20472,Alex Cejka,1.349,5.396,4
9,0,21528,Henrik Stenson,1.227,4.907,4
10,0,34098,Russell Henley,1.222,4.888,4
11,0,34099,Harris English,1.209,4.837,4
12,-9,23108,Matt Kuchar,1.138,4.551,4
13,47,26331,Charl Schwartzel,1.120,4.482,4
14,14,10809,Jim Furyk,1.064,4.255,4
15,0,35450,Patrick Cantlay,1.018,4.071,4
16,0,34174,John Huh,1.011,4.043,4
17,0,35545,Blayne Barber,.946,3.786,4
18,0,24781,Hunter Mahan,.943,3.774,4
19,0,39975,Michael Kim,.910,3.641,4
20,0,25572,Graeme McDowell,.880,3.519,4
21,0,34409,David Lingmerth,.877,3.508,4
22,0,40009,Dominic Bozzelli,.834,3.337,4
23,0,33461,Morgan Hoffmann,.798,3.191,4
24,0,30852,Ryo Ishikawa,.778,3.111,4
25,0,23541,Ben Crane,.732,2.929,4
26,0,32448,James Hahn,.720,2.881,4
27,0,27436,Graham DeLaet,.705,2.822,4
28,22,34360,Patrick Reed,.683,2.731,4
29,0,27958,Ryan Blaum,.564,2.257,4
30,0,47959,Bryson DeChambeau,.555,2.220,4
31,0,23353,J.J. Henry,.539,2.155,4
32,0,48084,Wesley Bryan,.515,2.062,4
33,0,25900,Lucas Glover,.453,1.813,4
34,0,33413,Ben Martin,.418,1.672,4
35,0,27214,Kevin Streelman,.396,1.583,4
36,0,34264,Hudson Swafford,.353,1.412,4
37,0,25349,Tim Wilkinson,.336,1.343,4
38,0,28132,Tyrone Van Aswegen,.308,1.234,4
39,0,26476,Chez Reavie,.301,1.205,4
40,0,49633,Charlie Danielson,.207,.829,4
41,0,35891,Cameron Smith,.150,.599,4
42,-19,26596,Ryan Moore,.143,.572,4
43,0,49771,J.T. Poston,.126,.505,4
44,0,20229,Stewart Cink,.119,.475,4
45,0,27095,Nick Watney,.100,.399,4
46,-45,22986,Søren Kjeldsen,-.054,-.216,4
47,0,28252,Seamus Power,-.142,-.567,4
48,0,29725,Tony Finau,-.144,-.577,4
49,0,20572,Rod Pampling,-.145,-.579,4
50,0,27129,Luke List,-.184,-.736,4
51,0,30692,Scott Stallings,-.224,-.897,4
52,0,24358,Robert Garrigus,-.244,-.977,4
53,0,21961,Charles Howell III,-.390,-1.558,4
54,0,34021,Bud Cauley,-.420,-1.678,4
55,0,31560,Brian Stuard,-.465,-1.861,4
56,0,35879,Kelly Kraft,-.550,-2.198,4
57,0,24138,Ian Poulter,-.578,-2.313,4
58,0,47994,Lee McCoy,-.646,-2.585,4
59,0,12510,Chad Campbell,-.698,-2.790,4
60,8,31323,Gary Woodland,-.817,-3.269,4
61,0,33141,Keegan Bradley,-.850,-3.399,4
62,0,30110,Kyle Stanley,-.979,-3.916,4
63,11,33948,Byeong Hun An,-1.004,-4.015,4
64,8,24924,Bill Haas,-1.062,-4.246,4
65,0,29221,Webb Simpson,-1.102,-4.408,4
66,0,29476,Kyle Reifers,-1.182,-4.728,4
67,0,29461,Jamie Lovemark,-1.269,-5.074,4
68,0,30944,Jason Kokrak,-1.497,-5.986,4
69,0,25493,Nick Taylor,-1.760,-7.041,4
