RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,35891,Cameron Smith,25.25,101,4,23
2,0,40026,Daniel Berger,26.25,105,4,24
3,68,25364,Paul Casey,26.75,107,4,25
3,0,34563,Chesson Hadley,26.75,107,4,22
3,0,29478,Kevin Kisner,26.75,107,4,25
6,-4,34363,Tyrrell Hatton,27.25,109,4,25
7,27,30944,Jason Kokrak,27.50,110,4,27
8,39,32757,Patton Kizzire,27.75,111,4,24
8,20,46046,Scottie Scheffler,27.75,111,4,25
10,12,34098,Russell Henley,28.00,112,4,25
10,0,30925,Dustin Johnson,28.00,112,4,25
10,24,24361,Pat Perez,28.00,112,4,26
10,0,34360,Patrick Reed,28.00,112,4,23
14,0,33399,Adam Hadwin,28.25,113,4,23
14,-13,39058,Lucas Herbert,28.25,113,4,26
14,8,32640,Troy Merritt,28.25,113,4,27
14,14,37275,Sam Ryder,28.25,113,4,26
14,0,27214,Kevin Streelman,28.25,113,4,25
19,0,45526,Abraham Ancer,28.50,114,4,28
19,0,29974,Branden Grace,28.50,114,4,22
19,-9,39971,Sungjae Im,28.50,114,4,26
19,50,31420,Anirban Lahiri,28.50,114,4,26
19,42,48822,Sebastián Muñoz,28.50,114,4,27
19,34,24138,Ian Poulter,28.50,114,4,26
19,0,30692,Scott Stallings,28.50,114,4,22
19,0,32150,Michael Thompson,28.50,114,4,28
27,4,47504,Sam Burns,28.75,115,4,26
27,-23,35449,Adam Long,28.75,115,4,28
27,0,26329,Louis Oosthuizen,28.75,115,4,25
27,0,33448,Justin Thomas,28.75,115,4,27
31,0,34076,Joel Dahmen,29.00,116,4,27
31,0,29535,Brice Garnett,29.00,116,4,25
31,0,34466,Peter Malnati,29.00,116,4,27
31,30,39546,Keith Mitchell,29.00,116,4,27
35,0,27644,Brian Harman,29.25,117,4,26
35,-25,47993,Denny McCarthy,29.25,117,4,27
35,0,27349,Alex Noren,29.25,117,4,29
35,0,37189,Harold Varner III,29.25,117,4,27
39,-29,33141,Keegan Bradley,29.50,118,4,27
39,0,52375,Doug Ghim,29.50,118,4,28
39,0,25198,Francesco Molinari,29.50,118,4,28
42,33,39997,Corey Conners,29.75,119,4,27
42,11,39977,Max Homa,29.75,119,4,25
42,11,28237,Rory McIlroy,29.75,119,4,28
42,0,45486,Joaquin Niemann,29.75,119,4,27
42,0,49960,Sepp Straka,29.75,119,4,27
42,0,40006,Erik van Rooyen,29.75,119,4,26
42,0,25804,Bubba Watson,29.75,119,4,27
49,-15,21209,Sergio Garcia,30.00,120,4,29
49,0,33204,Shane Lowry,30.00,120,4,27
49,-15,46442,Maverick McNealy,30.00,120,4,25
49,0,28252,Seamus Power,30.00,120,4,27
49,0,53165,Doc Redman,30.00,120,4,29
49,-18,47483,Will Zalatoris,30.00,120,4,27
55,-51,35532,Tom Hoge,30.25,121,4,26
55,0,33122,Russell Knox,30.25,121,4,27
55,6,29518,Brendan Steele,30.25,121,4,29
58,-51,29970,Dylan Frittelli,30.50,122,4,28
58,0,49298,Kramer Hickok,30.50,122,4,27
58,-48,46717,Viktor Hovland,30.50,122,4,27
58,0,40250,Taylor Pendrith,30.50,122,4,27
62,-59,30911,Tommy Fleetwood,30.75,123,4,26
62,0,54628,Lee Hodges,30.75,123,4,29
62,-20,32791,K.H. Lee,30.75,123,4,27
62,0,25632,Jimmy Walker,30.75,123,4,30
66,0,49766,Hank Lebioda,31.00,124,4,30
67,-57,27095,Nick Watney,31.25,125,4,29
68,4,46970,Jon Rahm,31.50,126,4,30
69,-11,49964,Aaron Wise,32.25,129,4,29
70,2,55708,Hayden Buckley,32.50,130,4,31
