RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,40181,Clément Sordet,21.00,21,1
2,0,34046,Jordan Spieth,22.00,22,1
3,0,30907,Rhys Enoch,23.00,23,1
3,0,34563,Chesson Hadley,23.00,23,1
5,0,45526,Abraham Ancer,24.00,24,1
5,0,35450,Patrick Cantlay,24.00,24,1
5,0,25198,Francesco Molinari,24.00,24,1
8,0,29420,Billy Horschel,25.00,25,1
8,0,34360,Patrick Reed,25.00,25,1
8,9,27649,Brandt Snedeker,25.00,25,1
11,0,47959,Bryson DeChambeau,26.00,26,1
11,0,57361,Chandler Eaton,26.00,26,1
11,-7,34099,Harris English,26.00,26,1
11,0,40098,Matt Fitzpatrick,26.00,26,1
11,-10,23108,Matt Kuchar,26.00,26,1
11,32,25572,Graeme McDowell,26.00,26,1
11,44,28237,Rory McIlroy,26.00,26,1
11,0,34256,Andrew Putnam,26.00,26,1
11,6,29221,Webb Simpson,26.00,26,1
20,0,23983,Luke Donald,27.00,27,1
20,47,10809,Jim Furyk,27.00,27,1
20,0,29222,Billy Hurley III,27.00,27,1
20,0,46404,Marcus Kinhult,27.00,27,1
20,0,35296,Haotong Li,27.00,27,1
20,0,01810,Phil Mickelson,27.00,27,1
20,0,26329,Louis Oosthuizen,27.00,27,1
20,0,33667,Carlos Ortiz,27.00,27,1
20,0,33592,Andy Pope,27.00,27,1
20,0,22405,Justin Rose,27.00,27,1
20,0,23621,Rory Sabbatini,27.00,27,1
20,0,35891,Cameron Smith,27.00,27,1
20,0,48887,Matt Wallace,27.00,27,1
20,0,29454,Bernd Wiesberger,27.00,27,1
20,0,31323,Gary Woodland,27.00,27,1
35,0,33948,Byeong Hun An,28.00,28,1
35,0,25364,Paul Casey,28.00,28,1
35,0,35532,Tom Hoge,28.00,28,1
35,0,21961,Charles Howell III,28.00,28,1
35,0,55421,Chip McDaniel,28.00,28,1
35,0,25818,Scott Piercy,28.00,28,1
35,0,46970,Jon Rahm,28.00,28,1
35,0,24502,Adam Scott,28.00,28,1
35,8,25493,Nick Taylor,28.00,28,1
35,0,57364,Michael Thorbjornsen,28.00,28,1
45,0,49633,Charlie Danielson,29.00,29,1
45,0,25686,Jason Dufner,29.00,29,1
45,0,30911,Tommy Fleetwood,29.00,29,1
45,-2,24024,Zach Johnson,29.00,29,1
45,0,26851,Marc Leishman,29.00,29,1
45,0,32839,Hideki Matsuyama,29.00,29,1
45,0,48081,Xander Schauffele,29.00,29,1
45,-41,49960,Sepp Straka,29.00,29,1
45,0,31560,Brian Stuard,29.00,29,1
45,10,32139,Danny Willett,29.00,29,1
45,0,49964,Aaron Wise,29.00,29,1
45,0,52374,Brandon Wu,29.00,29,1
57,-27,40026,Daniel Berger,30.00,30,1
57,0,28089,Jason Day,30.00,30,1
57,0,21209,Sergio Garcia,30.00,30,1
57,-14,30925,Dustin Johnson,30.00,30,1
57,0,28775,Nate Lashley,30.00,30,1
57,-40,50525,Collin Morikawa,30.00,30,1
57,0,30946,Alex Prugh,30.00,30,1
57,0,26476,Chez Reavie,30.00,30,1
57,-27,21528,Henrik Stenson,30.00,30,1
57,10,40006,Erik van Rooyen,30.00,30,1
57,0,27140,Justin Walters,30.00,30,1
68,0,26499,Rafa Cabrera Bello,31.00,31,1
68,0,34363,Tyrrell Hatton,31.00,31,1
68,0,29478,Kevin Kisner,31.00,31,1
68,-64,33204,Shane Lowry,31.00,31,1
72,0,32102,Rickie Fowler,32.00,32,1
72,0,31646,Emiliano Grillo,32.00,32,1
72,0,46717,Viktor Hovland,32.00,32,1
72,-70,36689,Brooks Koepka,32.00,32,1
72,0,30110,Kyle Stanley,32.00,32,1
72,0,08793,Tiger Woods,32.00,32,1
78,0,52096,Adri Arnaus,34.00,34,1
79,0,27408,Martin Kaymer,35.00,35,1
