RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,12,29221,Webb Simpson,25.50,102,4,23
2,0,22405,Justin Rose,26.00,104,4,22
3,0,25198,Francesco Molinari,26.25,105,4,24
3,0,34256,Andrew Putnam,26.25,105,4,26
5,16,27649,Brandt Snedeker,26.50,106,4,25
5,23,32139,Danny Willett,26.50,106,4,24
7,0,47959,Bryson DeChambeau,26.75,107,4,25
7,6,28237,Rory McIlroy,26.75,107,4,26
9,0,40098,Matt Fitzpatrick,27.00,108,4,26
9,-4,23108,Matt Kuchar,27.00,108,4,25
9,0,26851,Marc Leishman,27.00,108,4,26
9,0,48081,Xander Schauffele,27.00,108,4,24
13,0,33948,Byeong Hun An,27.25,109,4,23
13,0,57361,Chandler Eaton,27.25,109,4,26
13,0,30907,Rhys Enoch,27.25,109,4,23
13,0,34563,Chesson Hadley,27.25,109,4,23
13,0,29420,Billy Horschel,27.25,109,4,24
13,0,33667,Carlos Ortiz,27.25,109,4,27
19,0,32839,Hideki Matsuyama,27.50,110,4,26
19,-11,25572,Graeme McDowell,27.50,110,4,26
19,0,23621,Rory Sabbatini,27.50,110,4,26
19,0,34046,Jordan Spieth,27.50,110,4,22
19,0,48887,Matt Wallace,27.50,110,4,26
19,0,31323,Gary Woodland,27.50,110,4,26
25,0,35450,Patrick Cantlay,27.75,111,4,24
25,-23,34099,Harris English,27.75,111,4,26
25,0,29222,Billy Hurley III,27.75,111,4,25
25,3,50525,Collin Morikawa,27.75,111,4,26
25,0,26329,Louis Oosthuizen,27.75,111,4,25
25,0,46970,Jon Rahm,27.75,111,4,26
25,0,26476,Chez Reavie,27.75,111,4,24
25,0,34360,Patrick Reed,27.75,111,4,25
25,0,57364,Michael Thorbjornsen,27.75,111,4,26
34,0,21961,Charles Howell III,28.00,112,4,27
34,0,25818,Scott Piercy,28.00,112,4,26
34,0,33592,Andy Pope,28.00,112,4,24
34,6,25493,Nick Taylor,28.00,112,4,26
38,0,28089,Jason Day,28.25,113,4,27
38,33,10809,Jim Furyk,28.25,113,4,27
38,0,34363,Tyrrell Hatton,28.25,113,4,25
38,-32,24024,Zach Johnson,28.25,113,4,27
38,0,46404,Marcus Kinhult,28.25,113,4,27
38,0,40181,Clément Sordet,28.25,113,4,21
38,-5,21528,Henrik Stenson,28.25,113,4,26
38,0,31560,Brian Stuard,28.25,113,4,26
46,0,26499,Rafa Cabrera Bello,28.50,114,4,26
46,0,35532,Tom Hoge,28.50,114,4,26
46,0,35296,Haotong Li,28.50,114,4,27
46,-45,33204,Shane Lowry,28.50,114,4,26
46,0,49964,Aaron Wise,28.50,114,4,25
46,0,08793,Tiger Woods,28.50,114,4,25
52,0,45526,Abraham Ancer,28.75,115,4,24
52,-12,40026,Daniel Berger,28.75,115,4,26
52,-24,36689,Brooks Koepka,28.75,115,4,27
52,0,01810,Phil Mickelson,28.75,115,4,25
52,0,30946,Alex Prugh,28.75,115,4,24
52,0,24502,Adam Scott,28.75,115,4,28
52,-5,40006,Erik van Rooyen,28.75,115,4,25
59,0,25364,Paul Casey,29.00,116,4,28
59,0,55421,Chip McDaniel,29.00,116,4,28
59,0,35891,Cameron Smith,29.00,116,4,27
62,0,49633,Charlie Danielson,29.25,117,4,28
62,0,25686,Jason Dufner,29.25,117,4,28
62,0,32102,Rickie Fowler,29.25,117,4,27
62,-11,49960,Sepp Straka,29.25,117,4,26
62,0,29454,Bernd Wiesberger,29.25,117,4,27
67,0,23983,Luke Donald,29.50,118,4,27
67,0,46717,Viktor Hovland,29.50,118,4,26
67,0,30110,Kyle Stanley,29.50,118,4,27
70,0,30911,Tommy Fleetwood,29.75,119,4,29
70,-8,30925,Dustin Johnson,29.75,119,4,29
70,0,29478,Kevin Kisner,29.75,119,4,28
70,0,28775,Nate Lashley,29.75,119,4,27
74,0,31646,Emiliano Grillo,30.00,120,4,27
75,0,27408,Martin Kaymer,30.25,121,4,26
76,0,52096,Adri Arnaus,30.50,122,4,28
76,0,21209,Sergio Garcia,30.50,122,4,30
76,0,27140,Justin Walters,30.50,122,4,27
76,0,52374,Brandon Wu,30.50,122,4,29
