RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,8,28237,Rory McIlroy,81.94%,59,72,-0.27
2,0,37378,Min Woo Lee,73.61%,53,72,-0.26
3,0,55182,Tom Kim,72.22%,52,72,-0.35
3,0,39546,Keith Mitchell,72.22%,52,72,-0.27
3,0,50525,Collin Morikawa,72.22%,52,72,-0.27
6,0,57362,Austin Eckroat,70.83%,51,72,-0.18
6,0,34098,Russell Henley,70.83%,51,72,-0.24
6,0,48081,Xander Schauffele,70.83%,51,72,-0.31
9,0,51766,Wyndham Clark,69.44%,50,72,-0.38
9,0,47959,Bryson DeChambeau,69.44%,50,72,-0.18
9,0,32102,Rickie Fowler,69.44%,50,72,-0.36
9,0,47988,Nick Hardy,69.44%,50,72,-0.24
9,0,46970,Jon Rahm,69.44%,50,72,-0.28
14,0,45526,Abraham Ancer,68.06%,49,72,-0.16
14,0,30925,Dustin Johnson,68.06%,49,72,-0.31
14,0,48822,Sebastián Muñoz,68.06%,49,72,-0.12
14,0,46046,Scottie Scheffler,68.06%,49,72,-0.31
14,15,57366,Cameron Young,68.06%,49,72,-0.27
19,0,29936,Ryan Fox,66.67%,48,72,-0.19
19,0,27644,Brian Harman,66.67%,48,72,-0.23
19,0,32839,Hideki Matsuyama,66.67%,48,72,-0.25
19,0,47993,Denny McCarthy,66.67%,48,72,-0.21
19,0,45486,Joaquin Niemann,66.67%,48,72,-0.19
19,0,35891,Cameron Smith,66.67%,48,72,-0.40
19,0,27214,Kevin Streelman,66.67%,48,72,-0.21
19,-14,54783,Dylan Wu,66.67%,48,72,-0.21
27,8,30911,Tommy Fleetwood,65.28%,47,72,-0.34
27,0,20766,Padraig Harrington,65.28%,47,72,-0.23
27,0,46464,Jordan Smith,65.28%,47,72,-0.28
27,0,31323,Gary Woodland,65.28%,47,72,-0.21
31,0,60006,Ben Carr,63.89%,46,72,-0.11
31,0,34099,Harris English,63.89%,46,72,-0.37
31,0,46717,Viktor Hovland,63.89%,46,72,-0.26
34,-5,40098,Matt Fitzpatrick,62.50%,45,72,-0.20
34,0,36689,Brooks Koepka,62.50%,45,72,-0.20
34,0,37250,Romain Langasque,62.50%,45,72,-0.13
34,0,34256,Andrew Putnam,62.50%,45,72,-0.24
38,0,12716,Charley Hoffman,61.11%,44,72,-0.14
38,0,30852,Ryo Ishikawa,61.11%,44,72,-0.11
38,0,50493,Justin Suh,61.11%,44,72,-0.32
41,-6,47591,Eric Cole,59.72%,43,72,-0.35
41,-32,34363,Tyrrell Hatton,59.72%,43,72,-0.26
41,0,37455,Si Woo Kim,59.72%,43,72,-0.23
41,0,28521,Ryutaro Nagano,59.72%,43,72,-0.40
41,0,63343,Aldrich Potgieter,59.72%,43,72,-0.21
41,0,36699,Patrick Rodgers,59.72%,43,72,-0.35
41,0,64442,Gordon Sargent,59.72%,43,72,-0.37
41,0,55893,Sam Stevens,59.72%,43,72,-0.23
41,13,51634,Sahith Theegala,59.72%,43,72,-0.30
50,0,35450,Patrick Cantlay,58.33%,42,72,-0.36
50,0,29725,Tony Finau,58.33%,42,72,-0.17
50,0,21209,Sergio Garcia,58.33%,42,72,-0.24
50,0,35506,Mackenzie Hughes,58.33%,42,72,-0.19
50,0,34360,Patrick Reed,58.33%,42,72,-0.21
50,0,40115,Adam Svensson,58.33%,42,72,-0.29
56,0,47504,Sam Burns,56.94%,41,72,-0.34
56,-49,33399,Adam Hadwin,56.94%,41,72,-0.15
56,0,29420,Billy Horschel,56.94%,41,72,-0.24
56,0,48632,Yuto Katsuragawa,56.94%,41,72,-0.27
56,-2,33204,Shane Lowry,56.94%,41,72,-0.27
56,0,61193,David Puig,56.94%,41,72,-0.29
62,0,58669,Jacob Solomon,55.56%,40,72,-0.15
63,-43,59652,Sam Bennett,54.17%,39,72,-0.36
64,0,57860,Maxwell Moldovan,51.39%,37,72,-0.22
65,-25,59018,Ryan Gerard,48.61%,35,72,-0.40
