RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,30911,Tommy Fleetwood,85.71,48,56
2,0,30978,Kiradech Aphibarnrat,83.93,47,56
2,0,25686,Jason Dufner,83.93,47,56
2,0,40098,Matt Fitzpatrick,83.93,47,56
2,0,27644,Brian Harman,83.93,47,56
2,0,33122,Russell Knox,83.93,47,56
2,0,26329,Louis Oosthuizen,83.93,47,56
2,0,22405,Justin Rose,83.93,47,56
2,8,06527,Steve Stricker,83.93,47,56
10,0,27896,Ross Fisher,82.14,46,56
10,-2,19846,Brian Gay,82.14,46,56
10,0,46439,Will Grimmer,82.14,46,56
10,0,34098,Russell Henley,82.14,46,56
10,0,32839,Hideki Matsuyama,82.14,46,56
10,0,24138,Ian Poulter,82.14,46,56
16,0,32102,Rickie Fowler,80.36,45,56
16,0,12716,Charley Hoffman,80.36,45,56
16,20,30925,Dustin Johnson,80.36,45,56
16,0,34242,Andrew Johnston,80.36,45,56
16,11,01810,Phil Mickelson,80.36,45,56
16,0,48153,Matthieu Pavon,80.36,45,56
16,-15,21528,Henrik Stenson,80.36,45,56
23,0,27349,Alex Noren,78.57,44,56
23,0,25349,Tim Wilkinson,78.57,44,56
25,0,48126,Calum Hill,76.79,43,56
25,0,25198,Francesco Molinari,76.79,43,56
25,0,54318,Matt Parziale,76.79,43,56
25,0,25818,Scott Piercy,76.79,43,56
29,0,40026,Daniel Berger,75.00,42,56
29,-25,45609,Tyler Duncan,75.00,42,56
29,0,55413,Luis Gagne,75.00,42,56
29,0,26851,Marc Leishman,75.00,42,56
29,0,24361,Pat Perez,75.00,42,56
29,0,48081,Xander Schauffele,75.00,42,56
29,0,31323,Gary Woodland,75.00,42,56
36,0,22371,Aaron Baddeley,73.21,41,56
36,0,26499,Rafa Cabrera Bello,73.21,41,56
36,0,24924,Bill Haas,73.21,41,56
36,0,29221,Webb Simpson,73.21,41,56
36,0,27064,Jhonattan Vegas,73.21,41,56
41,0,10809,Jim Furyk,71.43,40,56
41,0,34363,Tyrrell Hatton,71.43,40,56
41,25,27649,Brandt Snedeker,71.43,40,56
44,0,25364,Paul Casey,69.64,39,56
44,0,47959,Bryson DeChambeau,69.64,39,56
44,0,29936,Ryan Fox,69.64,39,56
44,0,24024,Zach Johnson,69.64,39,56
44,0,52330,Dylan Meyer,69.64,39,56
44,0,34360,Patrick Reed,69.64,39,56
44,0,33448,Justin Thomas,69.64,39,56
51,0,29725,Tony Finau,67.86,38,56
51,0,29518,Brendan Steele,67.86,38,56
53,0,55412,Mickey DeMorat,66.07,37,56
53,0,36699,Patrick Rodgers,66.07,37,56
55,0,33948,Byeong Hun An,64.29,36,56
55,0,33974,Dean Burmester,64.29,36,56
55,0,47504,Sam Burns,64.29,36,56
55,0,32366,Kevin Chappell,64.29,36,56
55,0,29974,Branden Grace,64.29,36,56
55,-19,21961,Charles Howell III,64.29,36,56
55,-28,36689,Brooks Koepka,64.29,36,56
55,0,35296,Haotong Li,64.29,36,56
55,0,25632,Jimmy Walker,64.29,36,56
64,0,35450,Patrick Cantlay,62.50,35,56
64,8,29484,Peter Uihlein,62.50,35,56
66,0,39537,Chris Naegel,57.14,32,56
66,0,36685,Cameron Wilson,57.14,32,56
