RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,51696,Rico Hoey,2.856,0.998,1.574,0.283,4
2,0,52375,Doug Ghim,2.691,0.692,2.102,-0.104,4
3,0,49960,Sepp Straka,2.228,0.633,1.279,0.316,4
4,63,47679,Victor Perez,2.101,0.526,1.268,0.307,4
5,8,39975,Michael Kim,1.845,0.716,0.594,0.534,4
6,0,27644,Brian Harman,1.838,0.123,1.198,0.517,4
7,0,33204,Shane Lowry,1.773,0.073,1.386,0.314,4
8,51,51950,Max McGreevy,1.711,0.403,1.105,0.203,4
9,0,39324,J.J. Spaun,1.642,0.438,0.380,0.823,4
10,16,60067,Joe Highsmith,1.640,0.724,0.682,0.233,4
11,46,59440,Ricky Castillo,1.502,0.944,0.596,-0.038,4
12,-4,56781,Isaiah Salinda,1.461,0.486,0.910,0.065,4
13,33,40006,Erik van Rooyen,1.424,1.002,0.351,0.072,4
14,0,57364,Michael Thorbjornsen,1.411,0.162,0.989,0.259,4
15,-4,34076,Joel Dahmen,1.400,0.367,1.444,-0.411,4
16,13,47420,Jake Knapp,1.349,0.837,0.452,0.061,4
17,56,54304,Karl Vilips,1.340,-0.308,0.945,0.704,4
18,0,34098,Russell Henley,1.318,0.770,0.442,0.106,4
19,46,58605,Quade Cummins,1.173,0.393,0.430,0.349,4
20,11,59018,Ryan Gerard,1.148,0.466,0.103,0.579,4
21,0,51977,Max Greyserman,1.098,-0.252,0.866,0.484,4
22,0,35461,Beau Hossler,1.097,-1.618,2.082,0.633,4
23,-18,54591,Ben Griffin,1.073,0.020,0.798,0.255,4
24,0,32102,Rickie Fowler,1.048,0.734,0.837,-0.523,4
25,23,35706,Niklas Norgaard,0.978,0.279,0.769,-0.070,4
26,-16,46340,Alex Smalley,0.913,0.410,-0.541,1.044,4
27,0,54576,Patrick Fishburn,0.910,0.799,0.525,-0.414,4
28,0,60004,Jacob Bridgeman,0.871,0.254,0.526,0.091,4
29,0,66743,Luke Clanton,0.817,0.312,0.348,0.156,4
30,0,29535,Brice Garnett,0.699,0.394,-0.648,0.952,4
31,0,37378,Min Woo Lee,0.693,0.109,0.278,0.305,4
32,0,34046,Jordan Spieth,0.616,0.748,-0.228,0.096,4
33,29,34256,Andrew Putnam,0.547,0.134,0.061,0.351,4
34,-28,51890,Greyson Sigg,0.530,0.412,0.786,-0.669,4
35,0,29420,Billy Horschel,0.522,0.198,-0.659,0.983,4
36,-33,52453,Nicolai Højgaard,0.493,-0.148,0.823,-0.182,4
37,0,12716,Charley Hoffman,0.479,0.319,0.505,-0.345,4
38,0,40026,Daniel Berger,0.377,0.308,-0.102,0.171,4
39,0,39546,Keith Mitchell,0.330,0.764,-0.301,-0.133,4
40,24,34587,Chan Kim,0.316,-0.232,0.264,0.284,4
41,0,30926,Chris Kirk,0.313,-0.175,0.874,-0.386,4
42,0,48153,Matthieu Pavon,0.152,-0.065,1.197,-0.980,4
43,0,34021,Bud Cauley,0.113,-0.799,0.606,0.306,4
44,0,60019,Jackson Suber,0.029,-0.762,0.904,-0.113,4
45,0,47995,Davis Riley,0.027,-0.473,0.299,0.201,4
46,-10,49947,Taylor Moore,0.006,0.634,-0.492,-0.137,4
47,-46,46443,Brian Campbell,-0.006,-0.570,-0.242,0.806,4
48,0,45522,Christiaan Bezuidenhout,-0.017,0.249,-0.250,-0.016,4
49,0,47993,Denny McCarthy,-0.144,-0.506,0.753,-0.390,4
50,0,48867,Matti Schmid,-0.177,0.142,0.606,-0.926,4
51,0,47567,Ben Polland,-0.270,0.092,-1.085,0.724,4
52,0,51894,Vince Whaley,-0.299,-0.169,0.163,-0.294,4
53,0,27064,Jhonattan Vegas,-0.333,0.023,-1.205,0.849,4
54,0,47056,Rikuya Hoshino,-0.362,-0.005,-0.467,0.110,4
55,-5,52666,Sami Valimaki,-0.391,-0.662,-0.034,0.305,4
56,21,59141,Matt McCarty,-0.399,-0.429,0.358,-0.328,4
57,-30,35658,Kris Ventura,-0.485,0.910,-0.443,-0.951,4
58,-23,46646,Antoine Rozner,-0.779,-0.132,-0.243,-0.404,4
59,-52,36699,Patrick Rodgers,-0.927,-0.981,-0.353,0.407,4
60,-20,57586,Jesper Svensson,-0.952,-0.364,-0.294,-0.294,4
61,7,37275,Sam Ryder,-0.995,-0.558,-0.098,-0.339,4
62,0,64693,Matthew Riedel,-1.119,-0.189,0.065,-0.995,4
63,0,23108,Matt Kuchar,-1.125,-0.581,-0.704,0.160,4
64,0,35532,Tom Hoge,-1.209,-0.126,-0.138,-0.945,4
65,-20,25198,Francesco Molinari,-1.322,-0.420,-0.931,0.029,4
66,0,24024,Zach Johnson,-1.418,-0.439,-0.933,-0.046,4
67,-16,55789,Taylor Montgomery,-1.525,-0.852,-0.309,-0.364,4
68,-66,38991,Alejandro Tosti,-1.881,-0.452,-1.776,0.348,4
