PLAYER_ID,PLAYER_NAME,TOURNAMENT_NAME,GIR_PERCENTAGE,TOTAL_DRIVING_DISTANCE,FIR_PERCENTAGE,SCRAMBLING_PERCENTAGE,PUTTS_PER_ROUND,R1_PUTTS,R2_PUTTS
30911,Tommy Fleetwood,2018 The Open,76.39,318.4,53.33,52.94,30.75,32,26
29725,Tony Finau,2018 The Open,75.0,315.0,58.33,38.89,31.5,29,32
1810,Phil Mickelson,2018 The Open,73.61,302.3,51.67,47.37,30.0,34,27
26329,Louis Oosthuizen,2018 The Open,73.61,312.5,63.33,47.37,32.25,34,30
29518,Brendan Steele,2018 The Open,73.61,325.8,65.0,52.63,32.25,31,33
30110,Kyle Stanley,2018 The Open,72.22,302.4,45.0,45.0,32.25,32,31
32139,Danny Willett,2018 The Open,72.22,312.3,50.0,55.0,31.5,33,33
35450,Patrick Cantlay,2018 The Open,70.83,311.8,45.0,52.38,30.25,31,30
46435,Austin Cook,2018 The Open,69.44,301.8,56.67,59.09,30.5,32,30
25686,Jason Dufner,2018 The Open,69.44,310.4,58.33,50.0,31.25,32,33
34363,Tyrrell Hatton,2018 The Open,69.44,308.3,58.33,63.64,31.5,34,29
12716,Charley Hoffman,2018 The Open,69.44,304.1,46.67,45.45,29.75,29,29
33968,Thorbjørn Olesen,2018 The Open,69.44,317.6,60.0,54.55,30.0,32,32
29221,Webb Simpson,2018 The Open,69.44,314.4,66.67,77.27,30.25,28,30
40006,Erik van Rooyen,2018 The Open,69.44,315.5,70.0,45.45,30.25,29,31
46404,Marcus Kinhult,2018 The Open,68.06,308.3,70.0,43.48,31.0,31,30
1666,Bernhard Langer,2018 The Open,68.06,265.5,68.33,65.22,31.25,33,32
28237,Rory McIlroy,2018 The Open,68.06,323.9,45.0,65.22,28.5,31,29
23821,Yusaku Miyazato,2018 The Open,68.06,308.8,63.33,47.83,30.0,31,30
34709,Eddie Pepperell,2018 The Open,68.06,289.0,65.0,73.91,29.25,30,27
22405,Justin Rose,2018 The Open,68.06,310.0,60.0,73.91,28.25,28,30
35225,Brandon Stone,2018 The Open,68.06,316.5,48.33,60.87,31.5,27,34
45157,Cam Davis,2018 The Open,66.67,302.4,61.67,41.67,29.5,28,30
35104,Tom Lewis,2018 The Open,66.67,307.4,51.67,54.17,30.75,36,28
25198,Francesco Molinari,2018 The Open,66.67,307.4,43.33,70.83,27.75,28,27
24502,Adam Scott,2018 The Open,66.67,306.8,53.33,54.17,29.25,31,30
21528,Henrik Stenson,2018 The Open,66.67,298.8,58.33,58.33,30.25,31,29
31323,Gary Woodland,2018 The Open,66.67,303.5,56.67,41.67,32.25,29,33
8793,Tiger Woods,2018 The Open,66.67,303.0,66.67,66.67,29.5,29,32
33948,Byeong Hun An,2018 The Open,65.28,303.0,55.0,56.0,30.5,31,31
25364,Paul Casey,2018 The Open,65.28,313.5,68.33,60.0,30.75,35,30
32366,Kevin Chappell,2018 The Open,65.28,319.5,55.0,68.0,28.75,32,26
20229,Stewart Cink,2018 The Open,65.28,313.4,65.0,52.0,29.75,29,29
27896,Ross Fisher,2018 The Open,65.28,309.6,61.67,44.0,30.5,32,33
26908,Yuta Ikeda,2018 The Open,65.28,299.4,63.33,56.0,31.0,28,32
32815,Masahiro Kawamura,2018 The Open,65.28,301.5,56.67,52.0,30.5,30,29
37455,Si Woo Kim,2018 The Open,65.28,301.6,60.0,52.0,31.0,31,32
27129,Luke List,2018 The Open,65.28,322.5,51.67,48.0,30.5,29,34
27349,Alex Noren,2018 The Open,65.28,305.0,51.67,64.0,29.5,32,32
26499,Rafa Cabrera Bello,2018 The Open,63.89,306.0,60.0,57.69,31.0,32,31
29936,Ryan Fox,2018 The Open,63.89,320.3,43.33,69.23,29.25,30,27
35461,Beau Hossler,2018 The Open,63.89,300.0,38.33,50.0,31.75,31,31
35296,Haotong Li,2018 The Open,63.89,313.5,56.67,46.15,30.25,31,30
37447,Zander Lombard,2018 The Open,63.89,304.6,40.0,46.15,30.75,28,33
24361,Pat Perez,2018 The Open,63.89,286.8,58.33,61.54,28.25,29,26
33293,Thomas Pieters,2018 The Open,63.89,307.9,41.67,61.54,29.25,27,33
34046,Jordan Spieth,2018 The Open,63.89,312.1,50.0,69.23,28.75,28,25
20396,Lee Westwood,2018 The Open,63.89,304.5,56.67,53.85,31.5,32,33
31273,Gavin Kyle Green,2018 The Open,62.5,330.0,60.0,51.85,30.5,32,30
39058,Lucas Herbert,2018 The Open,62.5,331.0,60.0,51.85,30.5,32,28
24024,Zach Johnson,2018 The Open,62.5,291.6,48.33,59.26,29.25,28,28
26596,Ryan Moore,2018 The Open,62.5,302.0,55.0,66.67,28.5,27,29
39524,Sean Crocker,2018 The Open,61.11,313.6,51.67,50.0,29.5,28,30
30907,Rhys Enoch,2018 The Open,61.11,295.3,53.33,32.14,30.25,33,31
33399,Adam Hadwin,2018 The Open,61.11,290.5,56.67,64.29,29.5,31,28
36689,Brooks Koepka,2018 The Open,61.11,310.6,48.33,53.57,29.25,31,26
35174,Matthew Southgate,2018 The Open,61.11,310.3,48.33,42.86,31.0,30,27
22000,Chris Wood,2018 The Open,61.11,292.8,56.67,67.86,28.75,30,30
33141,Keegan Bradley,2018 The Open,59.72,310.6,56.67,48.28,31.25,33,27
29478,Kevin Kisner,2018 The Open,59.72,309.3,48.33,72.41,26.75,22,29
23108,Matt Kuchar,2018 The Open,59.72,288.0,58.33,65.52,28.25,30,28
26851,Marc Leishman,2018 The Open,59.72,286.4,55.0,55.17,29.0,25,28
48081,Xander Schauffele,2018 The Open,59.72,327.0,63.33,68.97,27.5,30,24
28089,Jason Day,2018 The Open,58.33,306.4,46.67,66.67,28.5,30,28
32102,Rickie Fowler,2018 The Open,58.33,319.5,65.0,56.67,27.75,29,26
32816,Satoshi Kodaira,2018 The Open,58.33,298.9,55.0,66.67,29.25,30,29
45478,Julian Suri,2018 The Open,58.33,302.4,51.67,53.33,27.0,27,25
25396,Kevin Na,2018 The Open,56.94,294.0,55.0,58.06,29.5,28,31
23797,Brett Rumford,2018 The Open,56.94,294.5,48.33,48.39,29.0,30,27
39113,Shubhankar Sharma,2018 The Open,56.94,296.1,66.67,54.84,28.75,32,25
47959,Bryson DeChambeau,2018 The Open,54.17,321.9,41.67,57.58,29.25,28,30
27974,Sung Kang,2018 The Open,54.17,284.1,46.67,54.55,29.5,30,28
39975,Michael Kim,2018 The Open,54.17,304.1,60.0,66.67,28.25,32,26
26328,Shaun Norris,2018 The Open,54.17,298.8,50.0,63.64,28.75,31,24
34360,Patrick Reed,2018 The Open,54.17,308.8,45.0,66.67,27.75,28,30
30978,Kiradech Aphibarnrat,2018 The Open,52.78,299.4,46.67,50.0,29.75,29,28
55647,Sam Locke,2018 The Open,52.78,306.4,56.67,41.18,29.0,30,27
35891,Cameron Smith,2018 The Open,52.78,305.1,55.0,47.06,28.75,31,28
46567,Paul Dunne,2018 The Open,48.61,306.6,46.67,59.46,28.25,28,29
