RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,27349,Alex Noren,28.50,114,4,25
2,0,24138,Ian Poulter,28.75,115,4,27
3,0,29221,Webb Simpson,29.25,117,4,24
4,0,55413,Luis Gagne,29.50,118,4,26
4,0,29974,Branden Grace,29.50,118,4,27
4,0,33448,Justin Thomas,29.50,118,4,27
7,0,40026,Daniel Berger,29.75,119,4,25
7,0,10809,Jim Furyk,29.75,119,4,27
7,0,34363,Tyrrell Hatton,29.75,119,4,27
7,0,24024,Zach Johnson,29.75,119,4,28
7,19,36689,Brooks Koepka,29.75,119,4,28
7,0,48153,Matthieu Pavon,29.75,119,4,25
13,0,29725,Tony Finau,30.00,120,4,29
13,24,21961,Charles Howell III,30.00,120,4,26
13,0,33122,Russell Knox,30.00,120,4,29
13,0,52330,Dylan Meyer,30.00,120,4,28
13,0,48081,Xander Schauffele,30.00,120,4,29
13,-2,06527,Steve Stricker,30.00,120,4,29
19,0,24924,Bill Haas,30.25,121,4,28
20,0,55412,Mickey DeMorat,30.50,122,4,28
20,0,30911,Tommy Fleetwood,30.50,122,4,27
20,0,39537,Chris Naegel,30.50,122,4,28
20,0,34360,Patrick Reed,30.50,122,4,29
20,49,21528,Henrik Stenson,30.50,122,4,30
20,0,25349,Tim Wilkinson,30.50,122,4,29
20,0,36685,Cameron Wilson,30.50,122,4,29
20,0,31323,Gary Woodland,30.50,122,4,27
28,0,32366,Kevin Chappell,30.75,123,4,28
28,0,24361,Pat Perez,30.75,123,4,28
28,0,25818,Scott Piercy,30.75,123,4,26
28,0,36699,Patrick Rodgers,30.75,123,4,26
28,0,22405,Justin Rose,30.75,123,4,27
28,-24,27649,Brandt Snedeker,30.75,123,4,29
28,0,27064,Jhonattan Vegas,30.75,123,4,30
35,0,30978,Kiradech Aphibarnrat,31.00,124,4,29
35,0,33974,Dean Burmester,31.00,124,4,29
35,0,26499,Rafa Cabrera Bello,31.00,124,4,26
35,0,25364,Paul Casey,31.00,124,4,29
35,0,46439,Will Grimmer,31.00,124,4,28
35,0,34098,Russell Henley,31.00,124,4,29
35,0,32839,Hideki Matsuyama,31.00,124,4,28
35,0,25632,Jimmy Walker,31.00,124,4,29
43,0,47959,Bryson DeChambeau,31.25,125,4,30
43,0,25686,Jason Dufner,31.25,125,4,28
43,0,32102,Rickie Fowler,31.25,125,4,27
43,0,26329,Louis Oosthuizen,31.25,125,4,29
47,0,22371,Aaron Baddeley,31.50,126,4,29
47,0,47504,Sam Burns,31.50,126,4,26
47,-36,19846,Brian Gay,31.50,126,4,31
47,0,12716,Charley Hoffman,31.50,126,4,30
47,-40,30925,Dustin Johnson,31.50,126,4,26
47,0,25198,Francesco Molinari,31.50,126,4,30
53,0,40098,Matt Fitzpatrick,31.75,127,4,30
53,0,29936,Ryan Fox,31.75,127,4,29
53,0,48126,Calum Hill,31.75,127,4,29
53,0,54318,Matt Parziale,31.75,127,4,31
57,0,27644,Brian Harman,32.00,128,4,30
58,0,35450,Patrick Cantlay,32.25,129,4,32
59,0,26851,Marc Leishman,32.50,130,4,31
60,0,33948,Byeong Hun An,32.75,131,4,30
60,0,27896,Ross Fisher,32.75,131,4,31
60,0,34242,Andrew Johnston,32.75,131,4,29
60,0,35296,Haotong Li,32.75,131,4,31
60,-26,29484,Peter Uihlein,32.75,131,4,29
65,-12,45609,Tyler Duncan,33.00,132,4,31
65,-46,01810,Phil Mickelson,33.00,132,4,29
67,0,29518,Brendan Steele,33.75,135,4,31
