RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,29221,Webb Simpson,24.00,24,1
2,0,27349,Alex Noren,25.00,25,1
3,0,26499,Rafa Cabrera Bello,26.00,26,1
3,0,55413,Luis Gagne,26.00,26,1
5,0,30925,Dustin Johnson,27.00,27,1
5,0,33448,Justin Thomas,27.00,27,1
5,0,31323,Gary Woodland,27.00,27,1
8,0,55412,Mickey DeMorat,28.00,28,1
8,0,10809,Jim Furyk,28.00,28,1
8,0,24024,Zach Johnson,28.00,28,1
8,0,39537,Chris Naegel,28.00,28,1
8,0,36699,Patrick Rodgers,28.00,28,1
13,0,40026,Daniel Berger,29.00,29,1
13,0,33974,Dean Burmester,29.00,29,1
13,0,34098,Russell Henley,29.00,29,1
13,0,48126,Calum Hill,29.00,29,1
13,0,33122,Russell Knox,29.00,29,1
13,32,36689,Brooks Koepka,29.00,29,1
13,0,24138,Ian Poulter,29.00,29,1
13,32,06527,Steve Stricker,29.00,29,1
13,0,25632,Jimmy Walker,29.00,29,1
13,0,36685,Cameron Wilson,29.00,29,1
23,40,22371,Aaron Baddeley,30.00,30,1
23,0,32366,Kevin Chappell,30.00,30,1
23,0,47959,Bryson DeChambeau,30.00,30,1
23,0,29725,Tony Finau,30.00,30,1
23,0,30911,Tommy Fleetwood,30.00,30,1
23,0,32102,Rickie Fowler,30.00,30,1
23,0,46439,Will Grimmer,30.00,30,1
23,0,34363,Tyrrell Hatton,30.00,30,1
23,0,52330,Dylan Meyer,30.00,30,1
23,0,24361,Pat Perez,30.00,30,1
23,40,21528,Henrik Stenson,30.00,30,1
23,0,27064,Jhonattan Vegas,30.00,30,1
35,0,30978,Kiradech Aphibarnrat,31.00,31,1
35,0,29936,Ryan Fox,31.00,31,1
35,0,29974,Branden Grace,31.00,31,1
35,0,12716,Charley Hoffman,31.00,31,1
35,0,26851,Marc Leishman,31.00,31,1
35,0,25198,Francesco Molinari,31.00,31,1
35,0,54318,Matt Parziale,31.00,31,1
35,0,48153,Matthieu Pavon,31.00,31,1
35,0,48081,Xander Schauffele,31.00,31,1
35,0,29518,Brendan Steele,31.00,31,1
45,0,25364,Paul Casey,32.00,32,1
45,9,45609,Tyler Duncan,32.00,32,1
45,0,27896,Ross Fisher,32.00,32,1
45,0,40098,Matt Fitzpatrick,32.00,32,1
45,0,27644,Brian Harman,32.00,32,1
45,0,32839,Hideki Matsuyama,32.00,32,1
45,-9,01810,Phil Mickelson,32.00,32,1
45,0,25818,Scott Piercy,32.00,32,1
45,0,34360,Patrick Reed,32.00,32,1
54,0,35450,Patrick Cantlay,33.00,33,1
54,0,25686,Jason Dufner,33.00,33,1
54,0,19846,Brian Gay,33.00,33,1
54,0,35296,Haotong Li,33.00,33,1
54,0,26329,Louis Oosthuizen,33.00,33,1
54,0,22405,Justin Rose,33.00,33,1
54,-52,27649,Brandt Snedeker,33.00,33,1
54,0,25349,Tim Wilkinson,33.00,33,1
62,0,47504,Sam Burns,34.00,34,1
62,0,24924,Bill Haas,34.00,34,1
62,-17,21961,Charles Howell III,34.00,34,1
62,-17,29484,Peter Uihlein,34.00,34,1
66,0,33948,Byeong Hun An,35.00,35,1
67,0,34242,Andrew Johnston,36.00,36,1
