RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,57975,Harry Hall,1.933,7.731,4
2,0,31646,Emiliano Grillo,1.860,7.439,4
3,0,47983,Chad Ramey,1.756,7.024,4
4,0,50095,Austin Smotherman,1.751,7.006,4
5,0,34256,Andrew Putnam,1.601,6.404,4
6,0,27214,Kevin Streelman,1.539,6.157,4
7,0,35901,Paul Haley II,1.470,5.882,4
8,0,52513,Carson Young,1.329,5.318,4
9,0,47347,Adam Schenk,1.289,5.156,4
10,0,29420,Billy Horschel,1.195,4.779,4
11,0,39954,Cody Gribble,1.179,4.718,4
12,0,27349,Alex Noren,1.152,4.610,4
13,2,39977,Max Homa,1.098,4.393,4
14,0,46442,Maverick McNealy,1.070,4.282,4
15,7,33653,Thomas Detry,1.020,4.080,4
16,0,47988,Nick Hardy,0.858,3.432,4
17,8,46717,Viktor Hovland,0.856,3.424,4
18,2,50493,Justin Suh,0.829,3.317,4
19,0,34098,Russell Henley,0.810,3.242,4
20,0,46441,Robby Shelton,0.774,3.095,4
21,50,36799,Stephan Jaeger,0.771,3.084,4
22,0,22371,Aaron Baddeley,0.748,2.993,4
23,0,25632,Jimmy Walker,0.730,2.922,4
24,0,39975,Michael Kim,0.621,2.486,4
25,0,36326,David Lipsky,0.609,2.435,4
26,-3,29936,Ryan Fox,0.604,2.415,4
27,-15,48117,Kurt Kitayama,0.574,2.297,4
28,0,54591,Ben Griffin,0.565,2.261,4
29,0,45522,Christiaan Bezuidenhout,0.542,2.168,4
30,0,25818,Scott Piercy,0.501,2.005,4
31,0,40162,Justin Lower,0.469,1.877,4
32,0,24494,Erik Compton,0.452,1.809,4
33,20,49960,Sepp Straka,0.433,1.731,4
34,0,34610,Matthias Schwab,0.356,1.424,4
35,-14,26476,Chez Reavie,0.331,1.323,4
36,0,57362,Austin Eckroat,0.245,0.980,4
37,32,34076,Joel Dahmen,0.171,0.684,4
38,-31,37378,Min Woo Lee,0.143,0.573,4
39,0,51997,Andrew Novak,0.132,0.527,4
40,35,36801,Mark Hubbard,0.086,0.343,4
41,0,32102,Rickie Fowler,0.053,0.212,4
42,0,27644,Brian Harman,0.043,0.174,4
43,-7,36871,Matt NeSmith,0.029,0.116,4
44,0,32757,Patton Kizzire,-0.008,-0.030,4
45,0,33413,Ben Martin,-0.051,-0.204,4
46,0,39324,J.J. Spaun,-0.121,-0.482,4
47,0,34099,Harris English,-0.177,-0.709,4
48,0,47504,Sam Burns,-0.199,-0.794,4
49,0,37455,Si Woo Kim,-0.308,-1.232,4
50,0,23983,Luke Donald,-0.310,-1.240,4
51,15,35532,Tom Hoge,-0.352,-1.407,4
52,0,34466,Peter Malnati,-0.363,-1.451,4
53,0,37338,Zecheng Dou,-0.377,-1.506,4
54,0,56762,Will Gordon,-0.426,-1.705,4
55,0,49298,Kramer Hickok,-0.436,-1.744,4
56,0,46414,Aaron Rai,-0.447,-1.788,4
57,0,52372,Cameron Champ,-0.458,-1.832,4
58,-9,50525,Collin Morikawa,-0.580,-2.321,4
59,13,54628,Lee Hodges,-0.585,-2.340,4
60,1,55893,Sam Stevens,-0.594,-2.377,4
61,-50,22405,Justin Rose,-0.662,-2.647,4
62,0,51070,Vincent Norrman,-0.783,-3.130,4
63,0,27129,Luke List,-0.819,-3.274,4
64,0,56630,Akshay Bhatia,-0.838,-3.350,4
65,0,33122,Russell Knox,-0.934,-3.737,4
66,-49,32791,K.H. Lee,-0.960,-3.840,4
67,-10,46340,Alex Smalley,-1.045,-4.178,4
68,-27,36699,Patrick Rodgers,-1.067,-4.266,4
69,0,33948,Byeong Hun An,-1.117,-4.468,4
70,0,30927,Brendon Todd,-1.136,-4.544,4
71,-36,46046,Scottie Scheffler,-1.141,-4.562,4
72,-46,35461,Beau Hossler,-1.208,-4.831,4
