RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,49960,Sepp Straka,75.00%,54,72,-0.22
2,0,47959,Bryson DeChambeau,73.61%,53,72,-0.25
3,0,35450,Patrick Cantlay,70.83%,51,72,-0.27
3,0,46717,Viktor Hovland,70.83%,51,72,-0.29
3,0,48081,Xander Schauffele,70.83%,51,72,-0.20
3,5,46046,Scottie Scheffler,70.83%,51,72,-0.25
7,0,33204,Shane Lowry,69.44%,50,72,-0.22
7,0,33674,Adrian Meronk,69.44%,50,72,-0.28
9,0,54628,Lee Hodges,68.06%,49,72,-0.12
9,0,48051,Yannik Paul,68.06%,49,72,-0.08
9,0,47679,Victor Perez,68.06%,49,72,-0.27
12,58,47591,Eric Cole,66.67%,48,72,-0.19
12,0,30911,Tommy Fleetwood,66.67%,48,72,-0.21
12,0,28237,Rory McIlroy,66.67%,48,72,-0.29
12,0,34046,Jordan Spieth,66.67%,48,72,-0.25
16,0,47993,Denny McCarthy,65.28%,47,72,-0.13
16,0,47529,Mito Pereira,65.28%,47,72,-0.19
16,0,48699,Callum Tarren,65.28%,47,72,-0.32
19,20,36799,Stephan Jaeger,63.89%,46,72,-0.13
19,0,48117,Kurt Kitayama,63.89%,46,72,-0.30
19,0,39546,Keith Mitchell,63.89%,46,72,-0.09
19,-4,36871,Matt NeSmith,63.89%,46,72,-0.17
19,0,36699,Patrick Rodgers,63.89%,46,72,-0.09
19,28,24502,Adam Scott,63.89%,46,72,-0.22
25,0,45157,Cam Davis,62.50%,45,72,-0.20
25,-20,32791,K.H. Lee,62.50%,45,72,-0.18
25,0,50525,Collin Morikawa,62.50%,45,72,-0.24
25,0,46340,Alex Smalley,62.50%,45,72,-0.13
29,0,33141,Keegan Bradley,61.11%,44,72,-0.27
29,0,55708,Hayden Buckley,61.11%,44,72,-0.23
29,0,39997,Corey Conners,61.11%,44,72,-0.30
29,18,33399,Adam Hadwin,61.11%,44,72,-0.16
29,24,35532,Tom Hoge,61.11%,44,72,-0.16
29,0,52453,Nicolai Hojgaard,61.11%,44,72,-0.23
29,0,36689,Brooks Koepka,61.11%,44,72,-0.36
29,-21,32839,Hideki Matsuyama,61.11%,44,72,-0.09
29,0,34360,Patrick Reed,61.11%,44,72,-0.18
29,0,50493,Justin Suh,61.11%,44,72,-0.09
39,0,22764,Michael Block,59.72%,43,72,-0.30
39,0,34076,Joel Dahmen,59.72%,43,72,-0.07
39,-34,34363,Tyrrell Hatton,59.72%,43,72,-0.26
39,0,47056,Rikuya Hoshino,59.72%,43,72,-0.14
39,0,36801,Mark Hubbard,59.72%,43,72,-0.05
39,0,30925,Dustin Johnson,59.72%,43,72,-0.16
39,0,22405,Justin Rose,59.72%,43,72,-0.30
39,0,51634,Sahith Theegala,59.72%,43,72,-0.26
39,0,33448,Justin Thomas,59.72%,43,72,-0.14
48,0,24024,Zach Johnson,58.33%,42,72,-0.21
48,0,01810,Phil Mickelson,58.33%,42,72,-0.19
48,0,35891,Cameron Smith,58.33%,42,72,-0.31
51,0,33974,Dean Burmester,56.94%,41,72,-0.12
51,0,33653,Thomas Detry,56.94%,41,72,-0.20
51,0,29936,Ryan Fox,56.94%,41,72,-0.22
51,0,32369,Sihwan Kim,56.94%,41,72,-0.12
51,0,30926,Chris Kirk,56.94%,41,72,-0.20
51,0,40250,Taylor Pendrith,56.94%,41,72,-0.22
51,0,46970,Jon Rahm,56.94%,41,72,-0.29
51,0,40115,Adam Svensson,56.94%,41,72,-0.37
59,0,29725,Tony Finau,55.56%,40,72,-0.15
59,0,20766,Padraig Harrington,55.56%,40,72,-0.20
59,0,49771,J.T. Poston,55.56%,40,72,-0.18
59,-56,55893,Sam Stevens,55.56%,40,72,-0.20
59,0,48887,Matt Wallace,55.56%,40,72,-0.08
64,0,39058,Lucas Herbert,54.17%,39,72,-0.31
64,0,35461,Beau Hossler,54.17%,39,72,-0.18
64,0,45523,Thriston Lawrence,54.17%,39,72,-0.18
64,0,37378,Min Woo Lee,54.17%,39,72,-0.21
64,0,49947,Taylor Moore,54.17%,39,72,-0.15
64,0,33293,Thomas Pieters,54.17%,39,72,-0.36
70,0,48119,Ben Taylor,52.78%,38,72,-0.08
71,0,35778,Kazuki Higa,51.39%,37,72,-0.14
72,0,39977,Max Homa,50.00%,36,72,-0.33
72,-25,55789,Taylor Montgomery,50.00%,36,72,-0.11
72,0,37189,Harold Varner III,50.00%,36,72,-0.31
75,0,26476,Chez Reavie,48.61%,35,72,-0.26
76,0,29670,Pablo Larrazabal,44.44%,32,72,-0.16
