RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,71,46046,Scottie Scheffler,71.43%,15,21
1,0,50493,Justin Suh,71.43%,20,28
3,0,45157,Cam Davis,70.37%,19,27
4,0,36689,Brooks Koepka,67.86%,19,28
4,0,34360,Patrick Reed,67.86%,19,28
6,0,46717,Viktor Hovland,66.67%,14,21
7,0,36699,Patrick Rodgers,65.38%,17,26
8,5,32839,Hideki Matsuyama,64.29%,18,28
9,0,37378,Min Woo Lee,63.64%,21,33
10,0,46340,Alex Smalley,62.96%,17,27
11,30,47591,Eric Cole,62.50%,15,24
12,0,26476,Chez Reavie,62.16%,23,37
13,0,22764,Michael Block,62.07%,18,29
14,28,36871,Matt NeSmith,61.54%,16,26
15,0,37189,Harold Varner III,61.11%,22,36
16,0,29670,Pablo Larrazabal,60.00%,24,40
16,0,35891,Cameron Smith,60.00%,18,30
18,0,49771,J.T. Poston,59.38%,19,32
19,19,34363,Tyrrell Hatton,58.62%,17,29
20,0,33974,Dean Burmester,58.06%,18,31
20,0,29936,Ryan Fox,58.06%,18,31
20,0,40250,Taylor Pendrith,58.06%,18,31
23,0,47959,Bryson DeChambeau,57.89%,11,19
24,0,48117,Kurt Kitayama,57.69%,15,26
25,0,35461,Beau Hossler,57.58%,19,33
26,0,39997,Corey Conners,57.14%,16,28
26,30,33399,Adam Hadwin,57.14%,16,28
26,0,48081,Xander Schauffele,57.14%,12,21
29,0,20766,Padraig Harrington,56.25%,18,32
29,0,48887,Matt Wallace,56.25%,18,32
31,0,47993,Denny McCarthy,56.00%,14,25
32,0,48119,Ben Taylor,55.88%,19,34
33,43,55789,Taylor Montgomery,55.56%,20,36
34,0,22405,Justin Rose,55.17%,16,29
35,0,33653,Thomas Detry,54.84%,17,31
35,0,30926,Chris Kirk,54.84%,17,31
37,0,30911,Tommy Fleetwood,54.17%,13,24
38,0,39546,Keith Mitchell,53.85%,14,26
39,0,35450,Patrick Cantlay,52.38%,11,21
40,0,47679,Victor Perez,52.17%,12,23
41,0,47529,Mito Pereira,52.00%,13,25
42,40,32791,K.H. Lee,51.85%,14,27
43,0,34076,Joel Dahmen,51.72%,15,29
43,0,30925,Dustin Johnson,51.72%,15,29
45,0,55708,Hayden Buckley,50.00%,14,28
45,0,52453,Nicolai Hojgaard,50.00%,14,28
45,0,39977,Max Homa,50.00%,18,36
45,-1,36799,Stephan Jaeger,50.00%,13,26
45,0,28237,Rory McIlroy,50.00%,12,24
45,0,01810,Phil Mickelson,50.00%,15,30
51,0,39058,Lucas Herbert,48.48%,16,33
51,0,45523,Thriston Lawrence,48.48%,16,33
51,0,49947,Taylor Moore,48.48%,16,33
51,0,33293,Thomas Pieters,48.48%,16,33
55,0,32369,Sihwan Kim,48.39%,15,31
56,0,33448,Justin Thomas,48.28%,14,29
57,0,29725,Tony Finau,46.88%,15,32
58,0,24024,Zach Johnson,46.67%,14,30
59,-21,24502,Adam Scott,46.15%,12,26
60,0,34046,Jordan Spieth,45.83%,11,24
61,0,33204,Shane Lowry,45.45%,10,22
62,0,47056,Rikuya Hoshino,44.83%,13,29
63,0,50525,Collin Morikawa,44.44%,12,27
64,-11,35532,Tom Hoge,42.86%,12,28
65,0,46970,Jon Rahm,41.94%,13,31
65,0,40115,Adam Svensson,41.94%,13,31
67,0,48699,Callum Tarren,40.00%,10,25
68,0,33141,Keegan Bradley,39.29%,11,28
69,0,48051,Yannik Paul,39.13%,9,23
70,0,49960,Sepp Straka,38.89%,7,18
71,0,36801,Mark Hubbard,37.93%,11,29
71,0,51634,Sahith Theegala,37.93%,11,29
73,-27,55893,Sam Stevens,37.50%,12,32
74,0,35778,Kazuki Higa,37.14%,13,35
75,0,54628,Lee Hodges,34.78%,8,23
76,0,33674,Adrian Meronk,22.73%,5,22
